YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LOCATION,TEMPERATURE,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LOCATION,HUMIDITY
2019,8,16,0,46,87,Kensington,60.200001,2019,8,16,0,46,87,Kensington,17.200001
2019,8,16,0,46,87,Kensington,60.200001,2019,8,16,0,46,87,Kensington,36.310001
2019,8,16,0,46,87,Kensington,60.200001,2019,8,16,11,46,87,Kensington,20.99
2019,8,16,0,46,87,Kensington,60.200001,2019,8,16,11,46,87,Kensington,27.08
2019,8,16,0,46,87,Kensington,60.200001,2019,8,16,22,46,87,Kensington,28.219999
2019,8,16,0,46,87,Kensington,60.200001,2019,8,16,22,46,87,Kensington,29.0
2019,8,16,1,46,0,Kensington,59.0,2019,8,16,0,46,0,Kensington,16.99
2019,8,16,1,46,0,Kensington,59.0,2019,8,16,0,46,0,Kensington,36.84
2019,8,16,1,46,0,Kensington,59.0,2019,8,16,11,46,0,Kensington,18.15
2019,8,16,1,46,0,Kensington,59.0,2019,8,16,11,46,0,Kensington,27.24
2019,8,16,1,46,0,Kensington,59.0,2019,8,16,22,46,0,Kensington,26.530001
2019,8,16,1,46,0,Kensington,59.0,2019,8,16,22,46,0,Kensington,31.709999
2019,8,16,1,46,29,Kensington,60.91,2019,8,16,0,46,29,Kensington,16.33
2019,8,16,1,46,29,Kensington,60.91,2019,8,16,0,46,29,Kensington,35.369999
2019,8,16,1,46,29,Kensington,60.91,2019,8,16,11,46,29,Kensington,19.530001
2019,8,16,1,46,29,Kensington,60.91,2019,8,16,11,46,29,Kensington,28.389999
2019,8,16,1,46,29,Kensington,60.91,2019,8,16,22,46,29,Kensington,28.33
2019,8,16,1,46,29,Kensington,60.91,2019,8,16,22,46,29,Kensington,30.389999
2019,8,16,1,46,58,Kensington,61.82,2019,8,16,0,46,58,Kensington,18.02
2019,8,16,1,46,58,Kensington,61.82,2019,8,16,0,46,58,Kensington,35.77
2019,8,16,1,46,58,Kensington,61.82,2019,8,16,11,46,58,Kensington,19.91
2019,8,16,1,46,58,Kensington,61.82,2019,8,16,11,46,58,Kensington,28.6
2019,8,16,1,46,58,Kensington,61.82,2019,8,16,22,46,58,Kensington,29.51
2019,8,16,1,46,58,Kensington,61.82,2019,8,16,22,46,58,Kensington,30.110001
2019,8,16,1,46,87,Kensington,63.349998,2019,8,16,0,46,87,Kensington,17.200001
2019,8,16,1,46,87,Kensington,63.349998,2019,8,16,0,46,87,Kensington,36.310001
2019,8,16,1,46,87,Kensington,63.349998,2019,8,16,11,46,87,Kensington,20.99
2019,8,16,1,46,87,Kensington,63.349998,2019,8,16,11,46,87,Kensington,27.08
2019,8,16,1,46,87,Kensington,63.349998,2019,8,16,22,46,87,Kensington,28.219999
2019,8,16,1,46,87,Kensington,63.349998,2019,8,16,22,46,87,Kensington,29.0
2019,8,16,3,0,29,Kensington,58.130001,2019,8,16,0,0,29,Kensington,16.129999
2019,8,16,3,0,29,Kensington,58.130001,2019,8,16,0,0,29,Kensington,36.549999
2019,8,16,3,0,29,Kensington,58.130001,2019,8,16,11,0,29,Kensington,16.35
2019,8,16,3,0,29,Kensington,58.130001,2019,8,16,11,0,29,Kensington,30.35
2019,8,16,3,0,29,Kensington,58.130001,2019,8,16,22,0,29,Kensington,26.08
2019,8,16,3,0,29,Kensington,58.130001,2019,8,16,22,0,29,Kensington,28.59
2019,8,16,6,0,29,Kensington,54.150002,2019,8,16,0,0,29,Kensington,16.129999
2019,8,16,6,0,29,Kensington,54.150002,2019,8,16,0,0,29,Kensington,36.549999
2019,8,16,6,0,29,Kensington,54.150002,2019,8,16,11,0,29,Kensington,16.35
2019,8,16,6,0,29,Kensington,54.150002,2019,8,16,11,0,29,Kensington,30.35
2019,8,16,6,0,29,Kensington,54.150002,2019,8,16,22,0,29,Kensington,26.08
2019,8,16,6,0,29,Kensington,54.150002,2019,8,16,22,0,29,Kensington,28.59
2019,8,16,6,0,58,Kensington,54.91,2019,8,16,0,0,58,Kensington,17.48
2019,8,16,6,0,58,Kensington,54.91,2019,8,16,0,0,58,Kensington,35.02
2019,8,16,6,0,58,Kensington,54.91,2019,8,16,11,0,58,Kensington,17.15
2019,8,16,6,0,58,Kensington,54.91,2019,8,16,11,0,58,Kensington,28.6
2019,8,16,6,0,58,Kensington,54.91,2019,8,16,22,0,58,Kensington,24.93
2019,8,16,6,0,58,Kensington,54.91,2019,8,16,22,0,58,Kensington,29.309999
2019,8,16,9,0,0,Kensington,59.299999,2019,8,16,11,0,0,Kensington,16.950001
2019,8,16,9,0,0,Kensington,59.299999,2019,8,16,11,0,0,Kensington,32.189999
2019,8,16,9,0,0,Kensington,59.299999,2019,8,16,22,0,0,Kensington,24.75
2019,8,16,9,0,0,Kensington,59.299999,2019,8,16,22,0,0,Kensington,27.389999
2019,8,16,9,0,29,Kensington,61.060001,2019,8,16,0,0,29,Kensington,16.129999
2019,8,16,9,0,29,Kensington,61.060001,2019,8,16,0,0,29,Kensington,36.549999
2019,8,16,9,0,29,Kensington,61.060001,2019,8,16,11,0,29,Kensington,16.35
2019,8,16,9,0,29,Kensington,61.060001,2019,8,16,11,0,29,Kensington,30.35
2019,8,16,9,0,29,Kensington,61.060001,2019,8,16,22,0,29,Kensington,26.08
2019,8,16,9,0,29,Kensington,61.060001,2019,8,16,22,0,29,Kensington,28.59
2019,8,16,9,0,58,Kensington,60.84,2019,8,16,0,0,58,Kensington,17.48
2019,8,16,9,0,58,Kensington,60.84,2019,8,16,0,0,58,Kensington,35.02
2019,8,16,9,0,58,Kensington,60.84,2019,8,16,11,0,58,Kensington,17.15
2019,8,16,9,0,58,Kensington,60.84,2019,8,16,11,0,58,Kensington,28.6
2019,8,16,9,0,58,Kensington,60.84,2019,8,16,22,0,58,Kensington,24.93
2019,8,16,9,0,58,Kensington,60.84,2019,8,16,22,0,58,Kensington,29.309999
2019,8,16,9,0,87,Kensington,59.259998,2019,8,16,0,0,87,Kensington,18.84
2019,8,16,9,0,87,Kensington,59.259998,2019,8,16,0,0,87,Kensington,35.439999
2019,8,16,9,0,87,Kensington,59.259998,2019,8,16,11,0,87,Kensington,18.93
2019,8,16,9,0,87,Kensington,59.259998,2019,8,16,11,0,87,Kensington,28.33
2019,8,16,9,0,87,Kensington,59.259998,2019,8,16,22,0,87,Kensington,24.709999
2019,8,16,9,0,87,Kensington,59.259998,2019,8,16,22,0,87,Kensington,30.299999
2019,8,16,9,0,87,Kensington,59.259998,2019,8,16,33,0,87,Kensington,29.02
2019,8,16,9,0,87,Kensington,59.259998,2019,8,16,33,0,87,Kensington,29.129999
2019,8,16,9,46,0,Kensington,60.439999,2019,8,16,0,46,0,Kensington,16.99
2019,8,16,9,46,0,Kensington,60.439999,2019,8,16,0,46,0,Kensington,36.84
2019,8,16,9,46,0,Kensington,60.439999,2019,8,16,11,46,0,Kensington,18.15
2019,8,16,9,46,0,Kensington,60.439999,2019,8,16,11,46,0,Kensington,27.24
2019,8,16,9,46,0,Kensington,60.439999,2019,8,16,22,46,0,Kensington,26.530001
2019,8,16,9,46,0,Kensington,60.439999,2019,8,16,22,46,0,Kensington,31.709999
2019,8,16,9,46,29,Kensington,60.950001,2019,8,16,0,46,29,Kensington,16.33
2019,8,16,9,46,29,Kensington,60.950001,2019,8,16,0,46,29,Kensington,35.369999
2019,8,16,9,46,29,Kensington,60.950001,2019,8,16,11,46,29,Kensington,19.530001
2019,8,16,9,46,29,Kensington,60.950001,2019,8,16,11,46,29,Kensington,28.389999
2019,8,16,9,46,29,Kensington,60.950001,2019,8,16,22,46,29,Kensington,28.33
2019,8,16,9,46,29,Kensington,60.950001,2019,8,16,22,46,29,Kensington,30.389999
2019,8,16,9,46,58,Kensington,62.57,2019,8,16,0,46,58,Kensington,18.02
2019,8,16,9,46,58,Kensington,62.57,2019,8,16,0,46,58,Kensington,35.77
2019,8,16,9,46,58,Kensington,62.57,2019,8,16,11,46,58,Kensington,19.91
2019,8,16,9,46,58,Kensington,62.57,2019,8,16,11,46,58,Kensington,28.6
2019,8,16,9,46,58,Kensington,62.57,2019,8,16,22,46,58,Kensington,29.51
2019,8,16,9,46,58,Kensington,62.57,2019,8,16,22,46,58,Kensington,30.110001
2019,8,16,9,46,87,Kensington,60.790001,2019,8,16,0,46,87,Kensington,17.200001
2019,8,16,9,46,87,Kensington,60.790001,2019,8,16,0,46,87,Kensington,36.310001
2019,8,16,9,46,87,Kensington,60.790001,2019,8,16,11,46,87,Kensington,20.99
2019,8,16,9,46,87,Kensington,60.790001,2019,8,16,11,46,87,Kensington,27.08
2019,8,16,9,46,87,Kensington,60.790001,2019,8,16,22,46,87,Kensington,28.219999
2019,8,16,9,46,87,Kensington,60.790001,2019,8,16,22,46,87,Kensington,29.0
2019,8,16,10,0,0,Kensington,57.310001,2019,8,16,11,0,0,Kensington,16.950001
2019,8,16,10,0,0,Kensington,57.310001,2019,8,16,11,0,0,Kensington,32.189999
2019,8,16,10,0,0,Kensington,57.310001,2019,8,16,22,0,0,Kensington,24.75
2019,8,16,10,0,0,Kensington,57.310001,2019,8,16,22,0,0,Kensington,27.389999
2019,8,16,10,0,29,Kensington,59.259998,2019,8,16,0,0,29,Kensington,16.129999
2019,8,16,10,0,29,Kensington,59.259998,2019,8,16,0,0,29,Kensington,36.549999
2019,8,16,10,0,29,Kensington,59.259998,2019,8,16,11,0,29,Kensington,16.35
2019,8,16,10,0,29,Kensington,59.259998,2019,8,16,11,0,29,Kensington,30.35
2019,8,16,10,0,29,Kensington,59.259998,2019,8,16,22,0,29,Kensington,26.08
2019,8,16,10,0,29,Kensington,59.259998,2019,8,16,22,0,29,Kensington,28.59
2019,8,16,10,0,58,Kensington,61.259998,2019,8,16,0,0,58,Kensington,17.48
2019,8,16,10,0,58,Kensington,61.259998,2019,8,16,0,0,58,Kensington,35.02
2019,8,16,10,0,58,Kensington,61.259998,2019,8,16,11,0,58,Kensington,17.15
2019,8,16,10,0,58,Kensington,61.259998,2019,8,16,11,0,58,Kensington,28.6
2019,8,16,10,0,58,Kensington,61.259998,2019,8,16,22,0,58,Kensington,24.93
2019,8,16,10,0,58,Kensington,61.259998,2019,8,16,22,0,58,Kensington,29.309999
2019,8,16,10,0,87,Kensington,61.150002,2019,8,16,0,0,87,Kensington,18.84
2019,8,16,10,0,87,Kensington,61.150002,2019,8,16,0,0,87,Kensington,35.439999
2019,8,16,10,0,87,Kensington,61.150002,2019,8,16,11,0,87,Kensington,18.93
2019,8,16,10,0,87,Kensington,61.150002,2019,8,16,11,0,87,Kensington,28.33
2019,8,16,10,0,87,Kensington,61.150002,2019,8,16,22,0,87,Kensington,24.709999
2019,8,16,10,0,87,Kensington,61.150002,2019,8,16,22,0,87,Kensington,30.299999
2019,8,16,10,0,87,Kensington,61.150002,2019,8,16,33,0,87,Kensington,29.02
2019,8,16,10,0,87,Kensington,61.150002,2019,8,16,33,0,87,Kensington,29.129999
2019,8,16,11,0,0,Kensington,66.080002,2019,8,16,11,0,0,Kensington,16.950001
2019,8,16,11,0,0,Kensington,66.080002,2019,8,16,11,0,0,Kensington,32.189999
2019,8,16,11,0,0,Kensington,66.080002,2019,8,16,22,0,0,Kensington,24.75
2019,8,16,11,0,0,Kensington,66.080002,2019,8,16,22,0,0,Kensington,27.389999
2019,8,16,11,0,29,Kensington,64.879997,2019,8,16,0,0,29,Kensington,16.129999
2019,8,16,11,0,29,Kensington,64.879997,2019,8,16,0,0,29,Kensington,36.549999
2019,8,16,11,0,29,Kensington,64.879997,2019,8,16,11,0,29,Kensington,16.35
2019,8,16,11,0,29,Kensington,64.879997,2019,8,16,11,0,29,Kensington,30.35
2019,8,16,11,0,29,Kensington,64.879997,2019,8,16,22,0,29,Kensington,26.08
2019,8,16,11,0,29,Kensington,64.879997,2019,8,16,22,0,29,Kensington,28.59
2019,8,16,11,0,58,Kensington,64.970001,2019,8,16,0,0,58,Kensington,17.48
2019,8,16,11,0,58,Kensington,64.970001,2019,8,16,0,0,58,Kensington,35.02
2019,8,16,11,0,58,Kensington,64.970001,2019,8,16,11,0,58,Kensington,17.15
2019,8,16,11,0,58,Kensington,64.970001,2019,8,16,11,0,58,Kensington,28.6
2019,8,16,11,0,58,Kensington,64.970001,2019,8,16,22,0,58,Kensington,24.93
2019,8,16,11,0,58,Kensington,64.970001,2019,8,16,22,0,58,Kensington,29.309999
2019,8,16,11,0,87,Kensington,66.970001,2019,8,16,0,0,87,Kensington,18.84
2019,8,16,11,0,87,Kensington,66.970001,2019,8,16,0,0,87,Kensington,35.439999
2019,8,16,11,0,87,Kensington,66.970001,2019,8,16,11,0,87,Kensington,18.93
2019,8,16,11,0,87,Kensington,66.970001,2019,8,16,11,0,87,Kensington,28.33
2019,8,16,11,0,87,Kensington,66.970001,2019,8,16,22,0,87,Kensington,24.709999
2019,8,16,11,0,87,Kensington,66.970001,2019,8,16,22,0,87,Kensington,30.299999
2019,8,16,11,0,87,Kensington,66.970001,2019,8,16,33,0,87,Kensington,29.02
2019,8,16,11,0,87,Kensington,66.970001,2019,8,16,33,0,87,Kensington,29.129999
2019,8,16,11,46,0,Kensington,65.480003,2019,8,16,0,46,0,Kensington,16.99
2019,8,16,11,46,0,Kensington,65.480003,2019,8,16,0,46,0,Kensington,36.84
2019,8,16,11,46,0,Kensington,65.480003,2019,8,16,11,46,0,Kensington,18.15
2019,8,16,11,46,0,Kensington,65.480003,2019,8,16,11,46,0,Kensington,27.24
2019,8,16,11,46,0,Kensington,65.480003,2019,8,16,22,46,0,Kensington,26.530001
2019,8,16,11,46,0,Kensington,65.480003,2019,8,16,22,46,0,Kensington,31.709999
2019,8,16,11,46,29,Kensington,65.989998,2019,8,16,0,46,29,Kensington,16.33
2019,8,16,11,46,29,Kensington,65.989998,2019,8,16,0,46,29,Kensington,35.369999
2019,8,16,11,46,29,Kensington,65.989998,2019,8,16,11,46,29,Kensington,19.530001
2019,8,16,11,46,29,Kensington,65.989998,2019,8,16,11,46,29,Kensington,28.389999
2019,8,16,11,46,29,Kensington,65.989998,2019,8,16,22,46,29,Kensington,28.33
2019,8,16,11,46,29,Kensington,65.989998,2019,8,16,22,46,29,Kensington,30.389999
2019,8,16,11,46,58,Kensington,67.059998,2019,8,16,0,46,58,Kensington,18.02
2019,8,16,11,46,58,Kensington,67.059998,2019,8,16,0,46,58,Kensington,35.77
2019,8,16,11,46,58,Kensington,67.059998,2019,8,16,11,46,58,Kensington,19.91
2019,8,16,11,46,58,Kensington,67.059998,2019,8,16,11,46,58,Kensington,28.6
2019,8,16,11,46,58,Kensington,67.059998,2019,8,16,22,46,58,Kensington,29.51
2019,8,16,11,46,58,Kensington,67.059998,2019,8,16,22,46,58,Kensington,30.110001
2019,8,16,11,46,87,Kensington,65.730003,2019,8,16,0,46,87,Kensington,17.200001
2019,8,16,11,46,87,Kensington,65.730003,2019,8,16,0,46,87,Kensington,36.310001
2019,8,16,11,46,87,Kensington,65.730003,2019,8,16,11,46,87,Kensington,20.99
2019,8,16,11,46,87,Kensington,65.730003,2019,8,16,11,46,87,Kensington,27.08
2019,8,16,11,46,87,Kensington,65.730003,2019,8,16,22,46,87,Kensington,28.219999
2019,8,16,11,46,87,Kensington,65.730003,2019,8,16,22,46,87,Kensington,29.0
2019,8,16,13,0,58,Kensington,62.700001,2019,8,16,0,0,58,Kensington,17.48
2019,8,16,13,0,58,Kensington,62.700001,2019,8,16,0,0,58,Kensington,35.02
2019,8,16,13,0,58,Kensington,62.700001,2019,8,16,11,0,58,Kensington,17.15
2019,8,16,13,0,58,Kensington,62.700001,2019,8,16,11,0,58,Kensington,28.6
2019,8,16,13,0,58,Kensington,62.700001,2019,8,16,22,0,58,Kensington,24.93
2019,8,16,13,0,58,Kensington,62.700001,2019,8,16,22,0,58,Kensington,29.309999
2019,8,16,13,0,87,Kensington,64.300003,2019,8,16,0,0,87,Kensington,18.84
2019,8,16,13,0,87,Kensington,64.300003,2019,8,16,0,0,87,Kensington,35.439999
2019,8,16,13,0,87,Kensington,64.300003,2019,8,16,11,0,87,Kensington,18.93
2019,8,16,13,0,87,Kensington,64.300003,2019,8,16,11,0,87,Kensington,28.33
2019,8,16,13,0,87,Kensington,64.300003,2019,8,16,22,0,87,Kensington,24.709999
2019,8,16,13,0,87,Kensington,64.300003,2019,8,16,22,0,87,Kensington,30.299999
2019,8,16,13,0,87,Kensington,64.300003,2019,8,16,33,0,87,Kensington,29.02
2019,8,16,13,0,87,Kensington,64.300003,2019,8,16,33,0,87,Kensington,29.129999
2019,8,16,13,46,0,Kensington,63.040001,2019,8,16,0,46,0,Kensington,16.99
2019,8,16,13,46,0,Kensington,63.040001,2019,8,16,0,46,0,Kensington,36.84
2019,8,16,13,46,0,Kensington,63.040001,2019,8,16,11,46,0,Kensington,18.15
2019,8,16,13,46,0,Kensington,63.040001,2019,8,16,11,46,0,Kensington,27.24
2019,8,16,13,46,0,Kensington,63.040001,2019,8,16,22,46,0,Kensington,26.530001
2019,8,16,13,46,0,Kensington,63.040001,2019,8,16,22,46,0,Kensington,31.709999
2019,8,16,16,0,87,Kensington,64.459999,2019,8,16,0,0,87,Kensington,18.84
2019,8,16,16,0,87,Kensington,64.459999,2019,8,16,0,0,87,Kensington,35.439999
2019,8,16,16,0,87,Kensington,64.459999,2019,8,16,11,0,87,Kensington,18.93
2019,8,16,16,0,87,Kensington,64.459999,2019,8,16,11,0,87,Kensington,28.33
2019,8,16,16,0,87,Kensington,64.459999,2019,8,16,22,0,87,Kensington,24.709999
2019,8,16,16,0,87,Kensington,64.459999,2019,8,16,22,0,87,Kensington,30.299999
2019,8,16,16,0,87,Kensington,64.459999,2019,8,16,33,0,87,Kensington,29.02
2019,8,16,16,0,87,Kensington,64.459999,2019,8,16,33,0,87,Kensington,29.129999
2019,8,16,18,0,0,Kensington,61.599998,2019,8,16,11,0,0,Kensington,16.950001
2019,8,16,18,0,0,Kensington,61.599998,2019,8,16,11,0,0,Kensington,32.189999
2019,8,16,18,0,0,Kensington,61.599998,2019,8,16,22,0,0,Kensington,24.75
2019,8,16,18,0,0,Kensington,61.599998,2019,8,16,22,0,0,Kensington,27.389999
2019,8,16,20,0,87,Kensington,63.080002,2019,8,16,0,0,87,Kensington,18.84
2019,8,16,20,0,87,Kensington,63.080002,2019,8,16,0,0,87,Kensington,35.439999
2019,8,16,20,0,87,Kensington,63.080002,2019,8,16,11,0,87,Kensington,18.93
2019,8,16,20,0,87,Kensington,63.080002,2019,8,16,11,0,87,Kensington,28.33
2019,8,16,20,0,87,Kensington,63.080002,2019,8,16,22,0,87,Kensington,24.709999
2019,8,16,20,0,87,Kensington,63.080002,2019,8,16,22,0,87,Kensington,30.299999
2019,8,16,20,0,87,Kensington,63.080002,2019,8,16,33,0,87,Kensington,29.02
2019,8,16,20,0,87,Kensington,63.080002,2019,8,16,33,0,87,Kensington,29.129999
2019,8,16,22,0,0,Kensington,62.099998,2019,8,16,11,0,0,Kensington,16.950001
2019,8,16,22,0,0,Kensington,62.099998,2019,8,16,11,0,0,Kensington,32.189999
2019,8,16,22,0,0,Kensington,62.099998,2019,8,16,22,0,0,Kensington,24.75
2019,8,16,22,0,0,Kensington,62.099998,2019,8,16,22,0,0,Kensington,27.389999
2019,8,16,22,0,29,Kensington,61.900002,2019,8,16,0,0,29,Kensington,16.129999
2019,8,16,22,0,29,Kensington,61.900002,2019,8,16,0,0,29,Kensington,36.549999
2019,8,16,22,0,29,Kensington,61.900002,2019,8,16,11,0,29,Kensington,16.35
2019,8,16,22,0,29,Kensington,61.900002,2019,8,16,11,0,29,Kensington,30.35
2019,8,16,22,0,29,Kensington,61.900002,2019,8,16,22,0,29,Kensington,26.08
2019,8,16,22,0,29,Kensington,61.900002,2019,8,16,22,0,29,Kensington,28.59
2019,8,16,22,0,58,Kensington,63.57,2019,8,16,0,0,58,Kensington,17.48
2019,8,16,22,0,58,Kensington,63.57,2019,8,16,0,0,58,Kensington,35.02
2019,8,16,22,0,58,Kensington,63.57,2019,8,16,11,0,58,Kensington,17.15
2019,8,16,22,0,58,Kensington,63.57,2019,8,16,11,0,58,Kensington,28.6
2019,8,16,22,0,58,Kensington,63.57,2019,8,16,22,0,58,Kensington,24.93
2019,8,16,22,0,58,Kensington,63.57,2019,8,16,22,0,58,Kensington,29.309999
2019,8,16,22,0,87,Kensington,63.950001,2019,8,16,0,0,87,Kensington,18.84
2019,8,16,22,0,87,Kensington,63.950001,2019,8,16,0,0,87,Kensington,35.439999
2019,8,16,22,0,87,Kensington,63.950001,2019,8,16,11,0,87,Kensington,18.93
2019,8,16,22,0,87,Kensington,63.950001,2019,8,16,11,0,87,Kensington,28.33
2019,8,16,22,0,87,Kensington,63.950001,2019,8,16,22,0,87,Kensington,24.709999
2019,8,16,22,0,87,Kensington,63.950001,2019,8,16,22,0,87,Kensington,30.299999
2019,8,16,22,0,87,Kensington,63.950001,2019,8,16,33,0,87,Kensington,29.02
2019,8,16,22,0,87,Kensington,63.950001,2019,8,16,33,0,87,Kensington,29.129999
2019,8,16,22,46,0,Kensington,62.150002,2019,8,16,0,46,0,Kensington,16.99
2019,8,16,22,46,0,Kensington,62.150002,2019,8,16,0,46,0,Kensington,36.84
2019,8,16,22,46,0,Kensington,62.150002,2019,8,16,11,46,0,Kensington,18.15
2019,8,16,22,46,0,Kensington,62.150002,2019,8,16,11,46,0,Kensington,27.24
2019,8,16,22,46,0,Kensington,62.150002,2019,8,16,22,46,0,Kensington,26.530001
2019,8,16,22,46,0,Kensington,62.150002,2019,8,16,22,46,0,Kensington,31.709999
2019,8,16,22,46,29,Kensington,64.0,2019,8,16,0,46,29,Kensington,16.33
2019,8,16,22,46,29,Kensington,64.0,2019,8,16,0,46,29,Kensington,35.369999
2019,8,16,22,46,29,Kensington,64.0,2019,8,16,11,46,29,Kensington,19.530001
2019,8,16,22,46,29,Kensington,64.0,2019,8,16,11,46,29,Kensington,28.389999
2019,8,16,22,46,29,Kensington,64.0,2019,8,16,22,46,29,Kensington,28.33
2019,8,16,22,46,29,Kensington,64.0,2019,8,16,22,46,29,Kensington,30.389999
2019,8,16,22,46,58,Kensington,65.349998,2019,8,16,0,46,58,Kensington,18.02
2019,8,16,22,46,58,Kensington,65.349998,2019,8,16,0,46,58,Kensington,35.77
2019,8,16,22,46,58,Kensington,65.349998,2019,8,16,11,46,58,Kensington,19.91
2019,8,16,22,46,58,Kensington,65.349998,2019,8,16,11,46,58,Kensington,28.6
2019,8,16,22,46,58,Kensington,65.349998,2019,8,16,22,46,58,Kensington,29.51
2019,8,16,22,46,58,Kensington,65.349998,2019,8,16,22,46,58,Kensington,30.110001
2019,8,16,22,46,87,Kensington,66.620003,2019,8,16,0,46,87,Kensington,17.200001
2019,8,16,22,46,87,Kensington,66.620003,2019,8,16,0,46,87,Kensington,36.310001
2019,8,16,22,46,87,Kensington,66.620003,2019,8,16,11,46,87,Kensington,20.99
2019,8,16,22,46,87,Kensington,66.620003,2019,8,16,11,46,87,Kensington,27.08
2019,8,16,22,46,87,Kensington,66.620003,2019,8,16,22,46,87,Kensington,28.219999
2019,8,16,22,46,87,Kensington,66.620003,2019,8,16,22,46,87,Kensington,29.0
2019,8,21,0,0,0,Kensington,11.42,2019,8,21,0,0,0,Kensington,29.68
2019,8,21,0,0,0,Kensington,11.42,2019,8,21,0,0,0,Kensington,31.370001
2019,8,21,0,0,0,Kensington,11.42,2019,8,21,11,0,0,Kensington,28.6
2019,8,21,0,0,0,Kensington,11.42,2019,8,21,11,0,0,Kensington,33.279999
2019,8,21,0,0,0,Kensington,11.42,2019,8,21,22,0,0,Kensington,30.799999
2019,8,21,0,0,0,Kensington,11.42,2019,8,21,22,0,0,Kensington,35.040001
2019,8,21,0,0,29,Kensington,9.7,2019,8,21,0,0,29,Kensington,28.59
2019,8,21,0,0,29,Kensington,9.7,2019,8,21,0,0,29,Kensington,29.42
2019,8,21,0,0,29,Kensington,9.7,2019,8,21,11,0,29,Kensington,28.33
2019,8,21,0,0,29,Kensington,9.7,2019,8,21,11,0,29,Kensington,33.310001
2019,8,21,0,0,29,Kensington,9.7,2019,8,21,22,0,29,Kensington,31.08
2019,8,21,0,0,29,Kensington,9.7,2019,8,21,22,0,29,Kensington,33.349998
