9	22015	76
29	16100	16
8	9523	55
34	28633	96
0	19854	92
17	4919	4
18	12931	22
20	13487	91
5	8483	84
12	6193	73
11	1560	78
0	31497	58
9	31540	19
31	13392	80
29	21578	12
11	9277	73
33	1620	85
26	31276	95
22	13578	49
18	26489	58
9	12924	83
20	27008	91
8	6477	20
10	32607	56
34	13722	87
19	28761	47
10	31163	18
36	19932	0
21	4954	46
22	10396	7
15	10904	74
16	4680	7
32	14387	62
0	3517	38
30	241	96
9	3523	44
25	29621	26
16	9916	23
18	13579	10
17	12750	69
9	24081	66
38	24676	79
19	11784	11
13	13608	11
3	29929	40
8	5055	81
13	8922	82
11	10986	23
6	31577	55
29	29916	16
31	15469	86
26	30693	1
15	26949	92
0	26052	34
31	9487	17
2	16955	54
34	30180	38
25	27065	89
21	12578	70
38	14140	66
27	2445	69
15	13489	5
29	3333	28
14	17282	40
32	8896	5
2	4882	96
1	7231	66
25	6479	59
18	31351	55
8	9646	56
39	30189	21
26	8486	21
28	29614	12
13	11777	38
23	10861	9
2	12455	57
26	8752	65
16	26281	64
15	15947	56
38	9135	64
14	29859	51
34	9253	54
35	1643	2
33	13232	0
0	19926	24
10	14801	14
39	20855	2
36	10573	49
5	6473	95
30	24353	70
7	2699	31
3	17465	1
9	9981	92
36	4381	66
10	16671	18
12	30032	50
0	23165	79
18	11293	36
18	16948	85
11	18166	63
17	31020	60
9	14788	11
24	11969	92
17	4015	62
4	9168	29
8	12097	40
30	15199	69
6	19199	98
30	18271	57
15	6085	15
20	1331	96
27	13444	57
27	4360	51
34	26431	82
31	10268	47
5	337	1
4	12677	2
8	29022	21
0	542	64
38	21388	83
9	31647	50
13	16584	79
1	20493	36
21	17482	56
25	10753	86
4	19095	92
21	3964	66
32	8106	20
23	22593	12
0	14868	100
33	20968	19
16	12079	84
0	31531	5
19	20663	38
13	27936	75
5	11874	44
35	25680	88
15	5725	31
8	13559	66
2	17832	27
0	7375	49
5	21962	72
36	10797	94
28	10080	88
36	9058	82
20	8546	72
13	19097	93
15	11072	69
27	22955	62
21	23588	58
8	28315	4
25	1009	95
16	11455	77
3	742	21
2	24512	57
18	27368	83
34	17650	59
15	12759	38
15	5303	16
19	24199	17
31	18661	96
12	8753	96
29	15987	73
13	20083	7
14	32718	23
23	7229	48
24	4769	69
5	21047	79
7	24326	44
3	6540	3
30	32588	66
31	17945	32
30	20183	56
35	4978	34
6	13262	36
7	27196	46
8	12935	84
33	14790	15
5	11001	16
7	24567	43
14	32671	43
38	3545	63
18	8838	98
12	8563	20
24	28801	78
10	7604	89
27	11197	58
11	20363	11
3	7721	30
21	23445	26
15	16741	74
12	29151	88
15	3393	52
39	19882	93
14	3822	84
5	1338	43
10	31339	25
4	4623	5
38	21724	65
10	29733	44
34	29130	60
27	29445	19
16	5750	87
18	21963	57
17	32209	16
24	1908	73
34	31920	1
13	3855	68
1	31056	33
24	7075	1
39	6741	31
4	12779	58
3	20667	31
5	24118	11
28	32119	74
17	14091	53
35	16060	85
33	3432	15
20	14875	49
24	28074	33
30	20476	44
31	8329	29
14	23072	56
29	15787	79
39	14893	23
23	10681	47
5	24176	97
15	6139	47
38	21083	5
35	27621	97
26	15722	2
28	12581	58
18	11891	13
23	24834	2
29	2702	21
22	25141	82
26	15891	94
13	11400	91
10	13162	47
6	19410	81
22	26260	20
25	13874	37
2	32195	43
0	6038	4
11	28245	74
25	26867	59
22	13063	34
22	29617	9
23	17226	95
8	21051	55
36	9458	10
16	9405	17
2	26819	97
36	7531	84
4	30591	38
28	18915	77
39	6272	36
23	10133	58
2	23569	19
34	12078	50
17	25333	85
10	10103	3
33	10722	31
11	18990	38
1	23258	59
32	9658	75
22	32683	2
2	15568	79
15	6135	30
1	16742	75
19	23188	79
2	31357	4
7	7469	84
20	31913	16
30	20061	34
33	27504	69
23	28102	60
34	3529	40
34	19149	94
4	10844	20
38	24065	2
32	28773	88
11	6747	37
29	14398	95
23	27352	25
13	13043	79
8	1563	79
10	17022	69
31	9492	96
20	15477	43
36	19178	69
15	22348	33
19	31635	91
3	1662	15
22	19420	75
22	9273	86
6	28888	79
37	1892	63
27	11749	65
29	6932	66
1	2003	42
28	18631	45
32	18630	83
24	6407	74
28	29681	7
10	26177	64
36	6459	39
0	27633	70
13	22630	74
33	28782	85
21	8290	68
27	20997	43
23	8890	52
0	28703	11
3	23661	35
5	20386	28
5	19601	74
9	1497	13
10	18058	38
15	30581	22
31	4287	22
24	24979	17
20	530	37
38	205	66
28	24459	7
38	3760	30
15	10481	11
7	18493	13
1	7746	34
30	20538	64
35	24917	9
0	5752	22
33	32255	78
6	2401	4
39	10393	46
33	18792	33
13	30137	34
10	28211	59
28	32627	24
29	15248	41
7	11149	25
29	30875	45
9	25436	56
3	1443	14
34	22861	91
25	23967	9
33	16704	71
33	30308	44
4	30792	43
8	32469	93
11	19814	31
27	23743	89
39	16474	24
26	5158	15
18	27809	12
7	40	81
4	17975	26
9	2503	69
12	6840	46
36	25395	58
26	17651	0
27	20083	77
30	31250	1
35	11381	50
22	24277	57
24	3565	34
32	30885	86
6	20889	14
3	24925	55
20	5045	73
21	13855	96
7	24773	86
11	22675	4
14	21001	10
30	5974	15
36	1071	63
15	32145	11
25	18718	39
32	13037	49
25	7162	0
12	19539	70
26	19103	32
35	839	2
29	2645	61
39	19645	31
35	21862	55
13	2480	27
17	3542	15
3	23277	65
14	1401	89
22	20169	31
38	17939	29
1	31426	58
37	21575	58
21	27700	83
22	16002	66
15	684	79
17	9507	55
4	2944	60
21	7058	100
28	10677	18
17	23041	3
24	1623	47
32	17929	33
35	17615	12
37	27759	94
12	5093	1
29	12448	76
38	16224	22
34	18133	59
38	12170	95
29	5084	92
38	6923	17
0	23024	53
25	9412	9
7	15407	72
24	704	44
34	10891	15
5	27734	41
22	17998	68
18	15621	23
37	21376	14
29	18108	100
13	26068	3
22	2438	76
19	14318	68
24	16339	31
8	4632	66
14	13787	68
34	25020	20
34	1988	68
38	13642	14
1	30104	8
16	18509	38
28	19761	69
6	14804	24
22	18842	90
1	31620	0
18	1187	12
23	4591	76
15	656	67
12	28411	41
11	18738	38
4	5507	28
24	10951	73
9	24958	89
30	17013	11
15	21060	23
32	25402	53
23	7373	4
11	15275	15
12	10761	15
23	32729	38
12	2451	76
32	22570	86
32	23407	72
25	28440	82
22	21409	24
38	4360	17
11	20654	51
34	14523	19
9	6766	10
36	26632	97
19	20666	38
3	8160	80
25	27091	47
26	31687	84
2	28317	27
36	13388	0
34	30466	16
0	26919	78
18	21267	21
18	24314	59
13	24007	6
16	9722	46
7	15463	0
27	13793	47
37	23043	66
34	16626	48
14	20620	31
32	8964	65
26	14693	61
15	13000	92
20	7551	24
19	10943	0
29	361	73
32	11434	95
1	25563	61
26	23888	7
37	1430	73
24	4074	3
37	1981	68
11	16292	17
32	27123	98
31	31461	60
18	17369	20
0	14179	79
37	19914	80
1	5936	51
28	31453	33
13	17981	90
9	6816	65
7	5385	21
30	17157	98
7	8310	48
7	13171	43
5	32764	77
31	2047	57
32	27311	34
5	53	0
20	22740	7
35	24320	35
17	10998	22
4	4489	37
24	8388	47
38	26919	79
7	14609	41
39	22716	38
36	16853	45
30	24593	1
9	14854	32
0	12294	35
13	146	88
31	10428	55
1	29421	64
6	12033	21
30	25329	42
20	2208	94
2	32506	10
19	1897	9
18	14469	79
20	22795	95
33	13509	14
37	26134	36
15	12258	68
3	21693	3
31	18140	85
17	5174	88
17	9551	69
17	23492	82
37	27530	7
16	21710	69
28	5809	1
24	18840	1
9	6120	22
12	14962	74
7	26807	64
25	14713	42
33	6693	70
3	28995	87
21	26946	13
8	21768	61
31	7954	94
7	14633	61
22	15127	4
17	2340	42
20	28400	94
36	3154	27
30	5831	85
17	15623	45
7	28029	12
11	11754	14
13	3293	10
25	26528	40
0	10555	27
30	7452	83
31	13640	46
0	7986	49
8	1539	81
36	10312	91
12	30731	50
24	32557	7
36	20170	97
22	7301	62
19	23332	56
11	75	98
10	15026	27
18	19801	29
3	441	47
15	7918	23
3	12628	67
8	28854	28
19	18569	60
39	27577	62
2	23115	62
3	2872	57
3	11153	91
35	25197	64
28	17411	55
25	26781	71
10	24828	87
25	8965	45
9	11715	53
5	23684	87
25	21840	25
5	26900	60
34	16633	48
28	18281	54
16	29910	65
22	23901	85
35	17860	50
7	7137	61
8	28233	56
11	7603	56
11	7879	27
32	24593	25
1	23234	57
6	5906	40
3	6188	28
39	26484	73
13	30435	94
14	3582	80
27	22005	36
6	16589	37
37	22850	74
18	28956	54
3	28042	38
11	5225	34
35	21016	52
4	21006	88
1	30335	92
5	28313	46
32	24618	75
36	8339	78
14	7846	76
2	12911	19
15	26358	82
30	990	35
7	3413	20
16	12472	8
1	4641	91
5	28213	58
9	8695	52
34	7993	9
27	4640	31
1	18125	10
20	23000	59
21	27692	43
37	7717	1
23	17893	34
11	26925	91
18	10748	22
12	26444	49
23	24353	17
27	21346	18
21	3904	37
11	26886	43
19	22056	12
27	3751	100
31	18166	61
6	17093	56
21	22912	100
19	32444	1
1	3328	96
24	1768	74
1	16296	51
0	21244	42
25	21219	10
14	10984	56
29	17014	39
23	5032	14
17	26814	81
11	1219	50
37	21683	2
24	27252	51
29	26248	17
37	424	39
27	28148	77
22	29271	96
13	20877	4
24	484	14
15	26811	81
12	6798	71
19	14890	9
34	1549	38
34	20173	31
18	26865	67
38	19911	21
23	6508	0
8	12245	70
0	10106	81
8	6421	7
37	9647	33
38	24122	48
26	18706	89
36	30345	29
3	7118	38
17	11836	87
6	4510	58
11	25880	69
23	7741	34
18	4949	91
34	19785	36
24	17204	76
37	6227	50
22	14286	76
18	8979	100
9	10758	57
15	28410	63
9	27296	32
32	20122	5
32	25836	97
33	13976	65
5	32652	34
37	19751	14
35	16693	23
36	6716	78
31	32125	21
16	18939	30
16	12826	75
38	24588	2
26	14108	83
28	21979	81
29	1280	14
8	14062	23
39	10677	3
7	13785	1
6	8684	37
9	14709	80
21	15945	32
16	21860	34
15	5190	21
9	21005	8
28	18675	13
17	10130	5
35	22482	3
0	27754	87
8	25215	90
30	940	24
37	9707	71
24	8237	82
19	30792	20
12	18682	55
31	16129	68
33	16600	49
3	11857	80
30	21968	95
1	27732	14
4	32499	78
29	28583	67
12	7640	68
12	13810	63
35	1663	10
17	18677	47
14	27553	40
38	2286	71
14	18075	98
32	26984	21
32	6504	37
15	18913	58
33	20084	21
2	26053	5
22	19750	26
37	4006	83
37	27505	47
37	6599	10
18	985	35
4	592	40
36	29855	83
18	17342	86
35	30742	40
26	6767	3
33	28505	7
9	13924	58
25	12239	47
9	15492	36
15	31036	33
7	15618	66
7	15712	20
29	27841	31
10	9034	37
6	3523	62
24	32736	19
16	5893	30
11	10844	52
5	26200	46
5	28325	49
28	10006	33
8	14541	23
16	11980	9
30	15384	63
8	27936	43
20	7523	3
11	16040	48
24	23483	51
21	2670	38
26	9088	26
27	8266	100
38	14199	49
35	25191	1
32	30858	88
37	28290	28
27	8234	67
22	19402	58
26	19095	0
34	10350	41
39	17776	67
39	32301	56
36	3164	85
10	6038	72
24	16561	1
0	30643	40
21	2647	81
8	9290	80
19	32618	7
7	22284	4
17	15675	29
29	13371	59
19	6336	99
21	26034	50
38	1436	88
17	28504	51
2	23105	26
32	20065	93
1	15579	34
7	1771	3
22	6140	71
8	15319	34
33	18259	45
31	23283	21
38	3012	53
39	23501	80
13	5059	40
9	6595	40
21	20416	25
12	565	95
18	13310	60
15	13787	55
22	16439	70
8	26804	59
8	31441	85
28	19974	87
17	20633	9
25	18018	8
14	19252	38
36	25524	98
21	8144	21
14	15296	59
27	1205	99
11	31641	32
31	22471	98
20	20217	97
23	14624	96
25	1157	91
26	9275	29
32	29789	87
25	6003	22
21	8326	65
24	19649	50
5	24346	15
10	14336	48
33	11323	78
16	15896	79
16	5692	6
10	13795	15
30	8315	37
1	3760	86
9	2534	91
2	16806	17
24	10790	3
22	19066	88
28	9425	72
10	6450	85
21	5193	71
34	4593	48
0	5638	18
20	4345	16
25	24696	28
30	22632	90
39	20183	81
9	6753	74
13	10600	71
25	19861	30
38	28963	36
27	29554	65
17	11211	78
24	15966	38
22	10698	29
35	27587	6
38	4464	26
30	30946	58
20	13165	88
20	27297	63
24	23194	60
30	32715	82
6	32106	93
16	8833	36
27	415	80
15	6354	16
39	13079	11
1	7592	85
37	13509	67
31	658	83
19	7997	91
19	4120	7
36	16984	64
35	23953	93
21	10199	53
8	6844	71
1	4879	100
7	5259	52
9	24075	49
4	27607	99
4	20128	3
25	20481	99
29	24168	6
27	26793	72
25	1697	37
35	16641	20
13	32097	73
16	19555	80
34	930	51
24	20279	65
30	31754	14
16	26701	63
6	4231	7
15	30260	11
18	16657	42
38	28981	95
2	24618	11
31	24061	50
21	20990	6
32	1563	92
22	26928	17
18	31447	37
6	2222	0
34	23577	17
3	21547	9
5	16464	9
17	16653	100
10	15255	52
18	22512	63
38	13201	41
36	31506	79
4	15023	71
32	8250	42
31	26850	5
8	11520	43
23	24798	16
8	6784	46
27	14462	63
18	16859	84
16	8172	6
1	17683	29
15	13976	33
18	39	74
5	19997	58
9	23675	8
27	15020	71
2	21735	69
13	3480	54
17	786	99
25	522	64
19	16085	58
15	19735	78
26	16096	44
5	14752	16
20	21982	71
8	19919	66
32	27065	88
38	31496	25
11	10976	73
1	23202	74
22	28564	27
12	2257	47
0	31654	68
0	7298	60
0	30510	99
27	22033	59
16	30499	100
30	14376	47
32	20703	36
7	9515	9
15	3566	74
26	8437	8
26	18364	75
25	18908	39
0	2814	45
12	19752	5
26	12525	27
9	23179	49
33	28838	96
21	14145	32
9	21839	68
5	23762	81
1	21970	18
13	22708	44
35	4429	59
9	14663	55
21	16259	47
12	2514	58
28	18170	90
39	655	12
4	12936	17
6	29427	11
3	32371	97
33	23461	52
14	31102	34
17	31463	93
6	20595	81
13	2406	100
19	23305	74
33	24223	4
39	30519	66
33	31585	53
11	15444	38
31	24087	21
39	8596	59
32	22492	7
17	27590	12
37	10886	32
25	25686	2
19	22313	11
28	4101	65
29	456	65
18	26074	83
3	31274	85
24	30511	1
2	8971	58
15	8174	89
23	26658	24
2	16983	70
23	2232	60
30	21480	36
25	32702	32
18	10557	7
0	5028	22
33	3332	64
22	26467	8
38	21074	48
14	4983	53
24	19714	82
30	10425	96
3	31467	35
31	22619	52
38	16128	51
0	9079	74
6	27587	51
6	14825	51
38	3220	36
34	25456	8
36	30134	27
31	16208	67
14	12589	51
16	9694	50
29	29372	46
21	21702	99
3	26539	5
27	6637	5
16	1827	19
23	14899	92
15	3644	83
29	10378	63
18	7952	49
17	5915	61
16	7288	59
34	20333	77
16	25656	65
16	24524	9
2	1984	24
9	23396	48
22	10202	90
16	30665	8
39	12755	4
4	3554	51
24	31999	41
1	15733	2
37	15793	57
20	31175	85
25	32501	9
8	27395	17
0	26291	72
9	9072	71
33	8	33
2	30876	88
16	13803	82
32	12289	83
19	7299	0
22	27602	6
14	12729	38
38	12274	75
23	28134	45
28	16453	9
27	25518	52
37	20695	49
21	23144	85
1	21907	11
32	20645	57
12	628	57
11	15535	79
29	3716	100
36	16158	55
20	23296	29
0	24526	44
23	3445	72
11	26588	36
24	18104	71
33	2942	36
23	14852	71
11	27842	38
29	20135	56
26	7328	19
4	31741	42
21	12779	14
3	692	28
32	26099	0
7	22405	39
9	29959	5
19	21228	7
31	21778	69
16	22148	53
25	16125	39
18	25616	72
15	6064	66
32	27479	100
2	3005	53
13	11105	14
12	15638	57
24	14518	16
32	17508	59
38	23978	14
5	4059	30
24	27362	24
9	26518	4
38	32143	33
3	9190	67
26	3603	36
20	31768	19
27	5396	21
30	21665	94
0	3617	85
26	10668	85
19	26224	53
20	12158	94
27	19312	27
12	5169	70
10	8211	46
10	1711	44
30	28960	71
7	21754	83
17	24565	46
8	10273	88
19	30837	96
29	11886	94
9	4640	49
39	29881	13
20	1411	52
13	21984	34
39	30336	43
30	21457	85
5	2334	52
14	28592	61
39	23017	23
13	16117	28
0	21505	52
31	6562	41
14	20072	24
16	25050	2
25	1852	42
1	8061	82
19	28366	57
39	2718	17
28	3554	33
32	13799	3
15	31098	65
36	26182	41
36	3059	22
23	22399	24
37	20070	20
22	17780	40
6	28295	11
3	8252	63
35	7285	47
38	25960	0
29	2364	24
26	17157	10
1	18938	79
16	31033	49
8	27873	39
29	30096	80
1	25739	29
3	28499	66
9	25442	21
10	28287	83
9	9223	73
27	12083	67
38	15606	71
23	20920	85
38	19685	34
29	19298	66
30	23175	57
3	9988	44
26	32190	94
29	25519	100
37	8545	38
38	14058	37
31	13341	92
20	13232	50
16	17438	60
20	27085	65
4	5253	22
5	2426	76
16	3281	39
29	1348	88
39	16835	38
17	8351	47
17	5233	69
16	25529	56
4	20342	4
0	7528	10
34	4999	82
0	581	89
21	7131	94
19	9299	22
19	14363	14
6	201	61
3	7389	30
24	18895	61
10	11483	33
32	28752	12
13	27740	75
28	22070	77
30	15756	59
34	2980	44
38	8124	49
31	6667	2
8	17590	92
20	13870	61
12	14000	86
35	20084	88
31	20106	71
4	23826	74
6	11592	41
38	15865	43
27	7446	65
12	5771	46
30	32057	61
10	12670	15
5	31148	16
14	7043	36
16	6763	18
18	23934	29
21	32655	78
14	30582	39
2	14024	94
15	19337	24
20	19424	7
17	2695	42
29	22851	94
34	31744	92
35	16071	26
4	14819	82
35	5158	41
5	15374	66
36	14820	31
6	27222	30
33	26271	87
29	27625	50
8	2039	12
34	8490	55
14	5517	53
10	12618	17
16	22990	60
23	26439	91
13	1927	67
33	21033	48
32	1135	38
2	19080	32
1	28717	50
0	13245	47
1	27782	55
6	6491	55
15	22195	13
3	14771	59
15	19217	61
1	13467	57
32	17322	10
30	429	12
19	14153	32
34	5041	13
23	8720	46
28	14077	33
2	8658	61
33	22249	8
15	8090	95
23	31395	57
5	11558	93
7	1041	88
10	6209	74
15	7043	7
34	3902	20
31	18775	61
30	22794	39
16	6890	66
12	26754	86
13	25188	79
0	17945	25
22	14659	86
23	15347	0
29	31668	73
38	12280	7
27	1813	93
7	29846	100
22	12344	12
8	25636	31
29	13888	96
25	9251	29
39	32046	29
15	17624	39
25	10103	16
17	26350	89
10	18494	16
9	29726	80
35	28672	71
22	6421	94
8	21465	88
19	24082	36
26	21419	9
20	18666	98
5	15822	5
1	11896	83
30	28432	14
1	4770	94
5	25645	40
10	32128	13
21	3596	56
34	20799	81
29	19552	16
31	16344	13
22	27261	34
31	20666	83
30	26758	100
15	17906	17
12	20284	9
12	28021	79
15	22290	52
11	22167	15
23	23387	8
10	19679	88
34	30884	6
15	12460	67
31	24992	49
30	7016	81
1	30759	19
3	67	28
25	8256	51
8	31655	90
9	8491	75
22	4836	20
30	19679	8
39	4809	36
31	8324	52
5	22301	84
9	12488	55
3	24124	60
10	2851	59
4	29511	69
25	20840	46
35	16028	45
32	18227	62
19	32666	17
8	24848	63
8	25565	42
13	13175	80
34	12147	91
34	29676	20
18	1721	79
8	10466	57
16	30180	68
17	13629	7
3	7004	2
24	12920	71
16	29052	7
8	6366	58
33	26958	38
23	5987	16
37	11096	30
21	17653	77
23	13472	20
12	4953	17
33	30057	10
12	12280	18
6	25690	60
6	22828	67
24	29703	56
33	12003	84
0	21027	56
7	15282	32
27	7863	24
5	28599	61
38	12081	23
23	6358	88
18	17464	85
12	7221	55
36	10867	50
18	25343	83
1	24019	1
22	8411	45
33	17405	13
11	25760	21
31	15842	38
4	21535	37
35	31155	22
10	6688	81
10	26017	85
28	31210	61
19	14648	48
11	15851	59
23	3637	85
0	24407	56
4	17177	66
1	25304	52
2	12537	68
11	2732	53
18	27445	18
34	14526	57
25	6928	64
29	15257	60
1	25199	83
12	22353	20
22	22567	81
16	14255	78
28	30103	90
7	11073	79
29	137	51
11	7970	96
8	28052	48
36	24981	70
26	13929	24
38	17859	66
9	31958	38
14	27972	67
16	24171	68
23	19511	56
19	26107	85
39	788	30
5	24435	18
12	30076	21
3	18367	12
14	10167	22
34	30129	36
17	29854	64
31	14889	96
7	11299	65
34	25836	47
27	11957	50
11	10482	1
27	13361	43
16	5646	33
37	11554	85
22	5945	74
24	9081	76
23	27632	63
2	15369	50
29	14437	86
35	3179	60
12	23399	70
12	28945	41
31	2649	67
4	32177	51
39	4750	26
28	5722	75
25	23774	95
11	18884	70
35	15189	66
34	13759	93
26	29260	64
33	9421	30
18	9546	39
23	16461	30
18	9594	0
25	13502	65
20	25254	75
0	3586	68
15	16616	14
15	28592	31
25	9370	15
5	12746	70
32	29482	88
25	25726	72
13	25306	50
33	23990	46
14	3223	100
20	18849	100
5	6762	76
28	21374	1
8	29235	55
2	28237	10
32	12200	83
39	7481	37
31	29145	87
34	27085	82
39	16282	44
39	2650	73
25	25516	25
8	9499	2
16	27769	81
14	11502	11
17	17598	70
38	6851	71
23	29053	71
21	21267	68
15	14081	100
18	26872	46
30	2538	51
5	14523	62
5	4718	66
17	4599	88
32	30554	35
31	28066	68
2	29556	82
35	1692	73
1	13132	33
2	11149	7
26	29348	66
17	22338	25
24	6125	38
21	6340	4
6	29081	68
27	9951	80
31	3110	93
37	13009	100
16	10540	66
14	15454	66
26	32485	52
8	23930	68
18	25816	97
13	20031	81
23	15791	71
10	20987	44
8	5994	74
23	25709	44
21	29285	94
23	27272	41
