ID|YEAR|MONTH|DAY|HOUR|MINUTE|SECOND|LOCATION|TEMPERATURE|YEAR|MONTH|DAY|HOUR|MINUTE|SECOND|LOCATION|HUMIDITY
34|2019|8|16|5|0|0|Norwood|31.040001|2019|8|16|4|60|60|Norwood|33.799999
35|2019|8|16|5|0|10|Norwood|32.459999|2019|8|16|6|0|0|Norwood|33.040001
36|2019|8|16|5|0|20|Norwood|34.279999|2019|8|16|6|0|20|Norwood|31.57
37|2019|8|16|5|0|30|Norwood|33.950001|2019|8|16|6|0|40|Norwood|30.700001
38|2019|8|16|5|0|40|Norwood|32.439999|2019|8|16|6|0|60|Norwood|30.440001
39|2019|8|16|5|0|50|Norwood|31.190001|2019|8|16|6|30|0|Norwood|30.24
40|2019|8|16|5|0|60|Norwood|31.700001|2019|8|16|6|30|20|Norwood|30.1
41|2019|8|16|5|15|0|Norwood|30.389999|2019|8|16|6|30|40|Norwood|31.84
42|2019|8|16|5|15|10|Norwood|32.110001|2019|8|16|6|30|60|Norwood|30.129999
43|2019|8|16|5|15|20|Norwood|30.4|2019|8|16|6|60|0|Norwood|29.110001
44|2019|8|16|5|15|30|Norwood|30.26|2019|8|16|6|60|20|Norwood|30.51
45|2019|8|16|5|15|40|Norwood|30.219999|2019|8|16|6|60|40|Norwood|30.66
46|2019|8|16|5|15|50|Norwood|32.200001|2019|8|16|6|60|60|Norwood|29.219999
47|2019|8|16|5|15|60|Norwood|33.509998|2019|8|16|8|0|0|Norwood|29.309999
48|2019|8|16|5|30|0|Norwood|33.68|2019|8|16|8|0|20|Norwood|28.17
49|2019|8|16|5|30|10|Norwood|33.389999|2019|8|16|8|0|40|Norwood|26.33
50|2019|8|16|5|30|20|Norwood|33.169998|2019|8|16|8|0|60|Norwood|25.639999
51|2019|8|16|5|30|30|Norwood|34.060001|2019|8|16|8|30|0|Norwood|27
52|2019|8|16|5|30|40|Norwood|35.220001|2019|8|16|8|30|20|Norwood|26.4
53|2019|8|16|5|30|50|Norwood|34.950001|2019|8|16|8|30|40|Norwood|27.73
54|2019|8|16|5|30|60|Norwood|35.169998|2019|8|16|8|30|60|Norwood|26.879999
55|2019|8|16|5|45|0|Norwood|34.84|2019|8|16|8|60|0|Norwood|27.129999
56|2019|8|16|5|45|10|Norwood|33.93|2019|8|16|8|60|20|Norwood|27.969999
57|2019|8|16|5|45|20|Norwood|33.75|2019|8|16|8|60|40|Norwood|29.24
58|2019|8|16|5|45|30|Norwood|34.279999|2019|8|16|8|60|60|Norwood|29.66
59|2019|8|16|5|45|40|Norwood|33|2019|8|16|10|0|0|Norwood|28.84
60|2019|8|16|5|45|50|Norwood|34.599998|2019|8|16|10|0|20|Norwood|29.389999
61|2019|8|16|5|45|60|Norwood|33.619999|2019|8|16|10|0|40|Norwood|30.620001
62|2019|8|16|5|60|0|Norwood|35.220001|2019|8|16|10|0|60|Norwood|30.790001
63|2019|8|16|5|60|10|Norwood|35.040001|2019|8|16|10|30|0|Norwood|31.969999
64|2019|8|16|5|60|20|Norwood|36.080002|2019|8|16|10|30|20|Norwood|30.219999
65|2019|8|16|5|60|30|Norwood|37.150002|2019|8|16|10|30|40|Norwood|29.48
66|2019|8|16|5|60|40|Norwood|35.200001|2019|8|16|10|30|60|Norwood|31.190001
67|2019|8|16|5|60|50|Norwood|36.48|2019|8|16|10|60|0|Norwood|32.73
68|2019|8|16|5|60|60|Norwood|35.259998|2019|8|16|10|60|20|Norwood|31.66
69|2019|8|16|10|0|0|Norwood|36.549999|2019|8|16|10|60|40|Norwood|30.879999
70|2019|8|16|10|0|10|Norwood|35.509998|2019|8|16|10|60|60|Norwood|29.99
71|2019|8|16|10|0|20|Norwood|33.91|2019|8|16|12|0|0|Norwood|31.129999
72|2019|8|16|10|0|30|Norwood|32.66|2019|8|16|12|0|20|Norwood|30.66
73|2019|8|16|10|0|40|Norwood|31.200001|2019|8|16|12|0|40|Norwood|31.24
74|2019|8|16|10|0|50|Norwood|31.620001|2019|8|16|12|0|60|Norwood|32.57
75|2019|8|16|10|0|60|Norwood|33.060001|2019|8|16|12|30|0|Norwood|33.619999
76|2019|8|16|10|15|0|Norwood|32.150002|2019|8|16|12|30|20|Norwood|33.060001
77|2019|8|16|10|15|10|Norwood|30.17|2019|8|16|12|30|40|Norwood|33.330002
78|2019|8|16|10|15|20|Norwood|30.51|2019|8|16|12|30|60|Norwood|33.040001
79|2019|8|16|10|15|30|Norwood|28.84|2019|8|16|12|60|0|Norwood|34.060001
80|2019|8|16|10|15|40|Norwood|27.639999|2019|8|16|12|60|20|Norwood|34.84
81|2019|8|16|10|15|50|Norwood|27.48|2019|8|16|12|60|40|Norwood|36.84
82|2019|8|16|10|15|60|Norwood|28.26|2019|8|16|12|60|60|Norwood|36.220001
83|2019|8|16|10|30|0|Norwood|26.530001|2019|8|16|14|0|0|Norwood|36.279999
84|2019|8|16|10|30|10|Norwood|28.33|2019|8|16|14|0|20|Norwood|36.77
85|2019|8|16|10|30|20|Norwood|27.73|2019|8|16|14|0|40|Norwood|38.150002
86|2019|8|16|10|30|30|Norwood|27.99|2019|8|16|14|0|60|Norwood|38.02
87|2019|8|16|10|30|40|Norwood|28.5|2019|8|16|14|30|0|Norwood|38.369999
88|2019|8|16|10|30|50|Norwood|27.4|2019|8|16|14|30|20|Norwood|37.080002
89|2019|8|16|10|30|60|Norwood|26.08|2019|8|16|14|30|40|Norwood|35.419998
90|2019|8|16|10|45|0|Norwood|24.9|2019|8|16|14|30|60|Norwood|34.48
91|2019|8|16|10|45|10|Norwood|24.48|2019|8|16|14|60|0|Norwood|34.330002
92|2019|8|16|10|45|20|Norwood|23.93|2019|8|16|14|60|20|Norwood|34.130001
93|2019|8|16|10|45|30|Norwood|25.1|2019|8|16|14|60|40|Norwood|34.060001
94|2019|8|16|10|45|40|Norwood|23.950001|2019|8|16|14|60|60|Norwood|34.619999
95|2019|8|16|10|45|50|Norwood|25.17|2019|8|16|16|0|0|Norwood|36.130001
96|2019|8|16|10|45|60|Norwood|25.15|2019|8|16|16|0|20|Norwood|34.91
97|2019|8|16|10|60|0|Norwood|24.5|2019|8|16|16|0|40|Norwood|35.369999
98|2019|8|16|10|60|10|Norwood|24.299999|2019|8|16|16|0|60|Norwood|36.080002
99|2019|8|16|10|60|20|Norwood|25|2019|8|16|16|30|0|Norwood|37.59
100|2019|8|16|10|60|30|Norwood|23.51|2019|8|16|16|30|20|Norwood|36.93
101|2019|8|16|10|60|40|Norwood|23.4|2019|8|16|16|30|40|Norwood|38.59
102|2019|8|16|10|60|50|Norwood|21.91|2019|8|16|16|30|60|Norwood|36.970001
103|2019|8|16|10|60|60|Norwood|20|2019|8|16|16|60|0|Norwood|37.130001
104|2019|8|16|15|0|0|Norwood|20.33|2019|8|16|16|60|20|Norwood|38.57
105|2019|8|16|15|0|10|Norwood|22.110001|2019|8|16|16|60|40|Norwood|36.970001
106|2019|8|16|15|0|20|Norwood|21.860001|2019|8|16|16|60|60|Norwood|36.349998
107|2019|8|16|15|0|30|Norwood|22.799999|2019|8|16|18|0|0|Norwood|35.5
108|2019|8|16|15|0|40|Norwood|21.129999|2019|8|16|18|0|20|Norwood|34.59
109|2019|8|16|15|0|50|Norwood|22.799999|2019|8|16|18|0|40|Norwood|33.73
110|2019|8|16|15|0|60|Norwood|21.59|2019|8|16|18|0|60|Norwood|32.130001
111|2019|8|16|15|15|0|Norwood|20.799999|2019|8|16|18|30|0|Norwood|32.73
112|2019|8|16|15|15|10|Norwood|21|2019|8|16|18|30|20|Norwood|31.15
113|2019|8|16|15|15|20|Norwood|19.370001|2019|8|16|18|30|40|Norwood|30.700001
114|2019|8|16|15|15|30|Norwood|19.59|2019|8|16|18|30|60|Norwood|28.73
115|2019|8|16|15|15|40|Norwood|19.42|2019|8|16|18|60|0|Norwood|28.17
116|2019|8|16|15|15|50|Norwood|18.42|2019|8|16|18|60|20|Norwood|28.17
117|2019|8|16|15|15|60|Norwood|19.42|2019|8|16|18|60|40|Norwood|27.59
118|2019|8|16|15|30|0|Norwood|21.110001|2019|8|16|18|60|60|Norwood|27.4
119|2019|8|16|15|30|10|Norwood|21.530001|2019|8|16|20|0|0|Norwood|26.91
120|2019|8|16|15|30|20|Norwood|22.200001|2019|8|16|20|0|20|Norwood|24.950001
121|2019|8|16|15|30|30|Norwood|20.91|2019|8|16|20|0|40|Norwood|24.309999
122|2019|8|16|15|30|40|Norwood|20.91|2019|8|16|20|0|60|Norwood|24.84
123|2019|8|16|15|30|50|Norwood|20.280001|2019|8|16|20|30|0|Norwood|25.91
124|2019|8|16|15|30|60|Norwood|20.200001|2019|8|16|20|30|20|Norwood|26.370001
125|2019|8|16|15|45|0|Norwood|19.42|2019|8|16|20|30|40|Norwood|27.77
126|2019|8|16|15|45|10|Norwood|19.57|2019|8|16|20|30|60|Norwood|29.280001
127|2019|8|16|15|45|20|Norwood|17.93|2019|8|16|20|60|0|Norwood|30.059999
128|2019|8|16|15|45|30|Norwood|17.799999|2019|8|16|20|60|20|Norwood|28.59
129|2019|8|16|15|45|40|Norwood|18.15|2019|8|16|20|60|40|Norwood|30.5
130|2019|8|16|15|45|50|Norwood|19.459999|2019|8|16|20|60|60|Norwood|29.59
131|2019|8|16|15|45|60|Norwood|17.93|2019|8|16|22|0|0|Norwood|29.299999
132|2019|8|16|15|60|0|Norwood|16.040001|2019|8|16|22|0|20|Norwood|27.48
133|2019|8|16|15|60|10|Norwood|14.44|2019|8|16|22|0|40|Norwood|25.99
134|2019|8|16|15|60|20|Norwood|15.26|2019|8|16|22|0|60|Norwood|24.040001
135|2019|8|16|15|60|30|Norwood|16.1|2019|8|16|22|30|0|Norwood|24.02
136|2019|8|16|15|60|40|Norwood|17.02|2019|8|16|22|30|20|Norwood|25.82
137|2019|8|16|15|60|50|Norwood|18.82|2019|8|16|22|30|40|Norwood|24.82
138|2019|8|16|15|60|60|Norwood|19.700001|2019|8|16|22|30|60|Norwood|25.299999
139|2019|8|16|20|0|0|Norwood|17.73|2019|8|16|22|60|0|Norwood|23.57
140|2019|8|16|20|0|10|Norwood|17.6|2019|8|16|22|60|20|Norwood|24.33
141|2019|8|16|20|0|20|Norwood|17.59|2019|8|16|22|60|40|Norwood|26.15
142|2019|8|16|20|0|30|Norwood|15.97|2019|8|16|22|60|60|Norwood|26.370001
143|2019|8|16|20|0|40|Norwood|15.75|2019|8|16|24|0|0|Norwood|28.33
144|2019|8|16|20|0|50|Norwood|15.55|2019|8|16|24|0|20|Norwood|26.620001
145|2019|8|16|20|0|60|Norwood|15.57|2019|8|16|24|0|40|Norwood|28.370001
146|2019|8|16|20|15|0|Norwood|13.8|2019|8|16|24|0|60|Norwood|26.42
147|2019|8|16|20|15|10|Norwood|12.59|2019|8|16|24|30|0|Norwood|25.73
148|2019|8|16|20|15|20|Norwood|10.75|2019|8|16|24|30|20|Norwood|26.370001
149|2019|8|16|20|15|30|Norwood|10.62|2019|8|16|24|30|40|Norwood|28.309999
150|2019|8|16|20|15|40|Norwood|8.84|2019|8|16|24|30|60|Norwood|28.77
151|2019|8|16|20|15|50|Norwood|8.44|2019|8|16|24|60|0|Norwood|26.860001
152|2019|8|16|20|15|60|Norwood|10.08|2019|8|16|24|60|20|Norwood|26.17
153|2019|8|16|20|30|0|Norwood|11.15|2019|8|16|24|60|40|Norwood|26.549999
154|2019|8|16|20|30|10|Norwood|11.04|2019|8|16|24|60|60|Norwood|25.370001
155|2019|8|16|20|30|20|Norwood|12.53|2019|8|17|0|0|0|Norwood|24.190001
156|2019|8|16|20|30|30|Norwood|12.84|2019|8|17|0|0|20|Norwood|25.459999
157|2019|8|16|20|30|40|Norwood|13.59|2019|8|17|0|0|40|Norwood|23.57
158|2019|8|16|20|30|50|Norwood|12.66|2019|8|17|0|0|60|Norwood|23.190001
159|2019|8|16|20|30|60|Norwood|13.2|2019|8|17|0|30|0|Norwood|23.33
160|2019|8|16|20|45|0|Norwood|12.1|2019|8|17|0|30|20|Norwood|23.84
161|2019|8|16|20|45|10|Norwood|11.97|2019|8|17|0|30|40|Norwood|23.66
162|2019|8|16|20|45|20|Norwood|12.1|2019|8|17|0|30|60|Norwood|23.9
163|2019|8|16|20|45|30|Norwood|12.84|2019|8|17|0|60|0|Norwood|23.6
164|2019|8|16|20|45|40|Norwood|14.77|2019|8|17|0|60|20|Norwood|21.91
165|2019|8|16|20|45|50|Norwood|14.04|2019|8|17|0|60|40|Norwood|22.5
166|2019|8|16|20|45|60|Norwood|14.46|2019|8|17|0|60|60|Norwood|20.950001
167|2019|8|16|20|60|0|Norwood|13.31|2019|8|17|2|0|0|Norwood|21.799999
168|2019|8|16|20|60|10|Norwood|12.06|2019|8|17|2|0|20|Norwood|22.08
169|2019|8|16|20|60|20|Norwood|13.02|2019|8|17|2|0|40|Norwood|21.91
170|2019|8|16|20|60|30|Norwood|12.35|2019|8|17|2|0|60|Norwood|23.9
171|2019|8|16|20|60|40|Norwood|12.3|2019|8|17|2|30|0|Norwood|23.200001
172|2019|8|16|20|60|50|Norwood|13.75|2019|8|17|2|30|20|Norwood|23.59
173|2019|8|16|20|60|60|Norwood|14.42|2019|8|17|2|30|40|Norwood|25.129999
174|2019|8|16|25|0|0|Norwood|13.95|2019|8|17|2|30|60|Norwood|25.280001
175|2019|8|16|25|0|10|Norwood|15.4|2019|8|17|2|60|0|Norwood|26.24
176|2019|8|16|25|0|20|Norwood|14.39|2019|8|17|2|60|20|Norwood|24.440001
177|2019|8|16|25|0|30|Norwood|15.22|2019|8|17|2|60|40|Norwood|24.1
178|2019|8|16|25|0|40|Norwood|13.68|2019|8|17|2|60|60|Norwood|22.51
179|2019|8|16|25|0|50|Norwood|14.42|2019|8|17|4|0|0|Norwood|20.790001
180|2019|8|16|25|0|60|Norwood|15.53|2019|8|17|4|0|20|Norwood|21.440001
181|2019|8|16|25|15|0|Norwood|15.42|2019|8|17|4|0|40|Norwood|22.99
182|2019|8|16|25|15|10|Norwood|16.530001|2019|8|17|4|0|60|Norwood|23.110001
183|2019|8|16|25|15|20|Norwood|14.95|2019|8|17|4|30|0|Norwood|22.93
184|2019|8|16|25|15|30|Norwood|16.530001|2019|8|17|4|30|20|Norwood|22.02
185|2019|8|16|25|15|40|Norwood|16.280001|2019|8|17|4|30|40|Norwood|23.59
186|2019|8|16|25|15|50|Norwood|14.46|2019|8|17|4|30|60|Norwood|24.6
187|2019|8|16|25|15|60|Norwood|16.42|2019|8|17|4|60|0|Norwood|26.51
188|2019|8|16|25|30|0|Norwood|15.88|2019|8|17|4|60|20|Norwood|25.99
189|2019|8|16|25|30|10|Norwood|15.99|2019|8|17|4|60|40|Norwood|24.59
190|2019|8|16|25|30|20|Norwood|16.02|2019|8|17|4|60|60|Norwood|25.02
191|2019|8|16|25|30|30|Norwood|17.280001|2019|8|17|6|0|0|Norwood|24.879999
192|2019|8|16|25|30|40|Norwood|17.370001|2019|8|17|6|0|20|Norwood|24.129999
193|2019|8|16|25|30|50|Norwood|15.4|2019|8|17|6|0|40|Norwood|24.280001
194|2019|8|16|25|30|60|Norwood|15|2019|8|17|6|0|60|Norwood|23.33
195|2019|8|16|25|45|0|Norwood|16.219999|2019|8|17|6|30|0|Norwood|22.219999
196|2019|8|16|25|45|10|Norwood|18.190001|2019|8|17|6|30|20|Norwood|21.02
197|2019|8|16|25|45|20|Norwood|16.59|2019|8|17|6|30|40|Norwood|19.219999
198|2019|8|16|25|45|30|Norwood|16.110001|2019|8|17|6|30|60|Norwood|21.040001
199|2019|8|16|25|45|40|Norwood|14.4|2019|8|17|6|60|0|Norwood|20.299999
200|2019|8|16|25|45|50|Norwood|15.11|2019|8|17|6|60|20|Norwood|19.15
201|2019|8|16|25|45|60|Norwood|14.46|2019|8|17|6|60|40|Norwood|18.99
202|2019|8|16|25|60|0|Norwood|13.86|2019|8|17|6|60|60|Norwood|18.370001
203|2019|8|16|25|60|10|Norwood|14.1|2019|8|17|8|0|0|Norwood|16.57
204|2019|8|16|25|60|20|Norwood|15.46|2019|8|17|8|0|20|Norwood|16.57
205|2019|8|16|25|60|30|Norwood|16.389999|2019|8|17|8|0|40|Norwood|15.73
206|2019|8|16|25|60|40|Norwood|14.48|2019|8|17|8|0|60|Norwood|16.73
207|2019|8|16|25|60|50|Norwood|14.53|2019|8|17|8|30|0|Norwood|16.48
208|2019|8|16|25|60|60|Norwood|15.46|2019|8|17|8|30|20|Norwood|15.08
209|2019|8|17|0|0|0|Norwood|13.97|2019|8|17|8|30|40|Norwood|14.59
210|2019|8|17|0|0|10|Norwood|13.55|2019|8|17|8|30|60|Norwood|16.24
211|2019|8|17|0|0|20|Norwood|13.1|2019|8|17|8|60|0|Norwood|16
212|2019|8|17|0|0|30|Norwood|13.02|2019|8|17|8|60|20|Norwood|16.57
213|2019|8|17|0|0|40|Norwood|13|2019|8|17|8|60|40|Norwood|18.110001
214|2019|8|17|0|0|50|Norwood|11.6|2019|8|17|8|60|60|Norwood|18.91
215|2019|8|17|0|0|60|Norwood|13.2|2019|8|17|10|0|0|Norwood|17.299999
216|2019|8|17|0|15|0|Norwood|12.8|2019|8|17|10|0|20|Norwood|18.4
217|2019|8|17|0|15|10|Norwood|11.33|2019|8|17|10|0|40|Norwood|16.459999
218|2019|8|17|0|15|20|Norwood|10.19|2019|8|17|10|0|60|Norwood|15.2
219|2019|8|17|0|15|30|Norwood|11.24|2019|8|17|10|30|0|Norwood|14.39
220|2019|8|17|0|15|40|Norwood|10.26|2019|8|17|10|30|20|Norwood|14.2
221|2019|8|17|0|15|50|Norwood|11.42|2019|8|17|10|30|40|Norwood|15.33
222|2019|8|17|0|15|60|Norwood|10.44|2019|8|17|10|30|60|Norwood|17.02
223|2019|8|17|0|30|0|Norwood|9.2|2019|8|17|10|60|0|Norwood|15.04
224|2019|8|17|0|30|10|Norwood|8.59|2019|8|17|10|60|20|Norwood|14.28
225|2019|8|17|0|30|20|Norwood|10.15|2019|8|17|10|60|40|Norwood|15.46
226|2019|8|17|0|30|30|Norwood|11.6|2019|8|17|10|60|60|Norwood|14.91
227|2019|8|17|0|30|40|Norwood|11.1|2019|8|17|12|0|0|Norwood|14.4
228|2019|8|17|0|30|50|Norwood|12.31|2019|8|17|12|0|20|Norwood|15.51
229|2019|8|17|0|30|60|Norwood|12.75|2019|8|17|12|0|40|Norwood|17.1
230|2019|8|17|0|45|0|Norwood|14.04|2019|8|17|12|0|60|Norwood|15.3
231|2019|8|17|0|45|10|Norwood|12.26|2019|8|17|12|30|0|Norwood|16.68
232|2019|8|17|0|45|20|Norwood|13.57|2019|8|17|12|30|20|Norwood|16.299999
233|2019|8|17|0|45|30|Norwood|13.02|2019|8|17|12|30|40|Norwood|16.48
234|2019|8|17|0|45|40|Norwood|13.88|2019|8|17|12|30|60|Norwood|16.82
235|2019|8|17|0|45|50|Norwood|12.82|2019|8|17|12|60|0|Norwood|17.280001
236|2019|8|17|0|45|60|Norwood|13.17|2019|8|17|12|60|20|Norwood|15.42
237|2019|8|17|0|60|0|Norwood|13.24|2019|8|17|12|60|40|Norwood|16.42
238|2019|8|17|0|60|10|Norwood|14.8|2019|8|17|12|60|60|Norwood|15.57
239|2019|8|17|0|60|20|Norwood|16.299999|2019|8|17|14|0|0|Norwood|17.389999
240|2019|8|17|0|60|30|Norwood|16.280001|2019|8|17|14|0|20|Norwood|15.88
241|2019|8|17|0|60|40|Norwood|17.219999|2019|8|17|14|0|40|Norwood|16.24
242|2019|8|17|0|60|50|Norwood|19.129999|2019|8|17|14|0|60|Norwood|14.44
243|2019|8|17|0|60|60|Norwood|18.370001|2019|8|17|14|30|0|Norwood|12.64
244|2019|8|17|5|0|0|Norwood|18.91|2019|8|17|14|30|20|Norwood|13.2
245|2019|8|17|5|0|10|Norwood|17.200001|2019|8|17|14|30|40|Norwood|13.13
246|2019|8|17|5|0|20|Norwood|15.55|2019|8|17|14|30|60|Norwood|14.93
247|2019|8|17|5|0|30|Norwood|16.08|2019|8|17|14|60|0|Norwood|14.42
248|2019|8|17|5|0|40|Norwood|15.04|2019|8|17|14|60|20|Norwood|15.8
249|2019|8|17|5|0|50|Norwood|14.51|2019|8|17|14|60|40|Norwood|15.37
250|2019|8|17|5|0|60|Norwood|14.71|2019|8|17|14|60|60|Norwood|15.04
251|2019|8|17|5|15|0|Norwood|14.1|2019|8|17|16|0|0|Norwood|13.51
252|2019|8|17|5|15|10|Norwood|13.88|2019|8|17|16|0|20|Norwood|14.73
253|2019|8|17|5|15|20|Norwood|15.35|2019|8|17|16|0|40|Norwood|16.4
254|2019|8|17|5|15|30|Norwood|16.84|2019|8|17|16|0|60|Norwood|18.26
255|2019|8|17|5|15|40|Norwood|17.9|2019|8|17|16|30|0|Norwood|16.700001
256|2019|8|17|5|15|50|Norwood|16.82|2019|8|17|16|30|20|Norwood|15.68
257|2019|8|17|5|15|60|Norwood|16.02|2019|8|17|16|30|40|Norwood|15.71
258|2019|8|17|5|30|0|Norwood|17.35|2019|8|17|16|30|60|Norwood|16.66
259|2019|8|17|5|30|10|Norwood|17.66|2019|8|17|16|60|0|Norwood|17
260|2019|8|17|5|30|20|Norwood|18.35|2019|8|17|16|60|20|Norwood|15.28
261|2019|8|17|5|30|30|Norwood|19.5|2019|8|17|16|60|40|Norwood|15
262|2019|8|17|5|30|40|Norwood|20.08|2019|8|17|16|60|60|Norwood|15.97
263|2019|8|17|5|30|50|Norwood|18.08|2019|8|17|18|0|0|Norwood|17.370001
264|2019|8|17|5|30|60|Norwood|16.73|2019|8|17|18|0|20|Norwood|18.530001
265|2019|8|17|5|45|0|Norwood|17.68|2019|8|17|18|0|40|Norwood|19.700001
266|2019|8|17|5|45|10|Norwood|15.82|2019|8|17|18|0|60|Norwood|19.4
267|2019|8|17|5|45|20|Norwood|16.17|2019|8|17|18|30|0|Norwood|21.299999
268|2019|8|17|5|45|30|Norwood|15.73|2019|8|17|18|30|20|Norwood|19.59
269|2019|8|17|5|45|40|Norwood|17.459999|2019|8|17|18|30|40|Norwood|21
270|2019|8|17|5|45|50|Norwood|17.709999|2019|8|17|18|30|60|Norwood|21.219999
271|2019|8|17|5|45|60|Norwood|17.17|2019|8|17|18|60|0|Norwood|19.91
272|2019|8|17|5|60|0|Norwood|18.93|2019|8|17|18|60|20|Norwood|19.73
273|2019|8|17|5|60|10|Norwood|17.280001|2019|8|17|18|60|40|Norwood|18.5
274|2019|8|17|5|60|20|Norwood|15.3|2019|8|17|18|60|60|Norwood|18.370001
275|2019|8|17|5|60|30|Norwood|16.6|2019|8|17|20|0|0|Norwood|18.639999
276|2019|8|17|5|60|40|Norwood|18|2019|8|17|20|0|20|Norwood|18.200001
277|2019|8|17|5|60|50|Norwood|17.17|2019|8|17|20|0|40|Norwood|20.190001
278|2019|8|17|5|60|60|Norwood|17.200001|2019|8|17|20|0|60|Norwood|18.5
279|2019|8|17|10|0|0|Norwood|18.190001|2019|8|17|20|30|0|Norwood|17.42
280|2019|8|17|10|0|10|Norwood|18.1|2019|8|17|20|30|20|Norwood|19.24
281|2019|8|17|10|0|20|Norwood|18.35|2019|8|17|20|30|40|Norwood|19.57
282|2019|8|17|10|0|30|Norwood|17.370001|2019|8|17|20|30|60|Norwood|19.700001
283|2019|8|17|10|0|40|Norwood|15.42|2019|8|17|20|60|0|Norwood|21.549999
284|2019|8|17|10|0|50|Norwood|17.129999|2019|8|17|20|60|20|Norwood|20.530001
285|2019|8|17|10|0|60|Norwood|18.66|2019|8|17|20|60|40|Norwood|22.51
286|2019|8|17|10|15|0|Norwood|16.84|2019|8|17|20|60|60|Norwood|22.530001
287|2019|8|17|10|15|10|Norwood|17.370001|2019|8|17|22|0|0|Norwood|23
288|2019|8|17|10|15|20|Norwood|18.969999|2019|8|17|22|0|20|Norwood|23.59
289|2019|8|17|10|15|30|Norwood|17.73|2019|8|17|22|0|40|Norwood|22.219999
290|2019|8|17|10|15|40|Norwood|16.59|2019|8|17|22|0|60|Norwood|21.389999
291|2019|8|17|10|15|50|Norwood|16.200001|2019|8|17|22|30|0|Norwood|22.969999
292|2019|8|17|10|15|60|Norwood|16.35|2019|8|17|22|30|20|Norwood|21.280001
293|2019|8|17|10|30|0|Norwood|17.639999|2019|8|17|22|30|40|Norwood|22.459999
294|2019|8|17|10|30|10|Norwood|19.059999|2019|8|17|22|30|60|Norwood|23.700001
