ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LOCATION,RADIATION
126,2019,8,16,0,36,10,Norwood,23.51
127,2019,8,16,0,36,20,Norwood,21.639999
128,2019,8,16,0,36,30,Norwood,22.33
129,2019,8,16,0,36,40,Norwood,22.459999
130,2019,8,16,0,36,50,Norwood,23.26
131,2019,8,16,0,36,60,Norwood,24.82
132,2019,8,16,0,38,0,Norwood,25.280001
133,2019,8,16,0,38,10,Norwood,25.700001
134,2019,8,16,0,38,20,Norwood,26.950001
135,2019,8,16,0,38,30,Norwood,26.84
136,2019,8,16,0,38,40,Norwood,27.200001
137,2019,8,16,0,38,50,Norwood,26.799999
138,2019,8,16,0,38,60,Norwood,27.280001
139,2019,8,16,0,40,0,Norwood,28.389999
140,2019,8,16,0,40,10,Norwood,29.26
141,2019,8,16,0,40,20,Norwood,28.08
142,2019,8,16,0,40,30,Norwood,29.59
143,2019,8,16,0,40,40,Norwood,31.57
144,2019,8,16,0,40,50,Norwood,32.259998
145,2019,8,16,0,40,60,Norwood,30.59
146,2019,8,16,0,42,0,Norwood,30
147,2019,8,16,0,42,10,Norwood,29.57
148,2019,8,16,0,42,20,Norwood,31.280001
149,2019,8,16,0,42,30,Norwood,30.700001
150,2019,8,16,0,42,40,Norwood,30.389999
151,2019,8,16,0,42,50,Norwood,29.6
152,2019,8,16,0,42,60,Norwood,28.110001
153,2019,8,16,0,44,0,Norwood,29.190001
154,2019,8,16,0,44,10,Norwood,29.26
155,2019,8,16,0,44,20,Norwood,28.709999
156,2019,8,16,0,44,30,Norwood,27.530001
157,2019,8,16,0,44,40,Norwood,26.02
158,2019,8,16,0,44,50,Norwood,27.129999
159,2019,8,16,0,44,60,Norwood,29.08
160,2019,8,16,0,46,0,Norwood,30.33
161,2019,8,16,0,46,10,Norwood,30.709999
162,2019,8,16,0,46,20,Norwood,30.700001
163,2019,8,16,0,46,30,Norwood,29.17
164,2019,8,16,0,46,40,Norwood,28.299999
165,2019,8,16,0,46,50,Norwood,26.99
166,2019,8,16,0,46,60,Norwood,27.66
167,2019,8,16,0,48,0,Norwood,26.620001
168,2019,8,16,0,48,10,Norwood,27.33
169,2019,8,16,0,48,20,Norwood,29.15
170,2019,8,16,0,48,30,Norwood,30.549999
171,2019,8,16,0,48,40,Norwood,32.349998
172,2019,8,16,0,48,50,Norwood,30.4
173,2019,8,16,0,48,60,Norwood,31.99
174,2019,8,16,0,50,0,Norwood,30.02
175,2019,8,16,0,50,10,Norwood,31.26
176,2019,8,16,0,50,20,Norwood,32.060001
177,2019,8,16,0,50,30,Norwood,30.219999
178,2019,8,16,0,50,40,Norwood,28.6
179,2019,8,16,0,50,50,Norwood,27.459999
180,2019,8,16,0,50,60,Norwood,29.33
181,2019,8,16,0,52,0,Norwood,30.26
182,2019,8,16,0,52,10,Norwood,28.950001
183,2019,8,16,0,52,20,Norwood,29
184,2019,8,16,0,52,30,Norwood,28.99
185,2019,8,16,0,52,40,Norwood,27.51
186,2019,8,16,0,52,50,Norwood,26.459999
187,2019,8,16,0,52,60,Norwood,27.530001
188,2019,8,16,0,54,0,Norwood,27.969999
189,2019,8,16,0,54,10,Norwood,27.33
190,2019,8,16,0,54,20,Norwood,25.82
191,2019,8,16,0,54,30,Norwood,25.84
192,2019,8,16,0,54,40,Norwood,27.42
193,2019,8,16,0,54,50,Norwood,26.200001
194,2019,8,16,0,54,60,Norwood,25.129999
195,2019,8,16,0,56,0,Norwood,24.219999
196,2019,8,16,0,56,10,Norwood,26.059999
197,2019,8,16,0,56,20,Norwood,25.200001
198,2019,8,16,0,56,30,Norwood,25.57
199,2019,8,16,0,56,40,Norwood,24.75
200,2019,8,16,0,56,50,Norwood,25.35
201,2019,8,16,0,56,60,Norwood,27.299999
202,2019,8,16,0,58,0,Norwood,28.459999
203,2019,8,16,0,58,10,Norwood,30.190001
204,2019,8,16,0,58,20,Norwood,29.860001
205,2019,8,16,0,58,30,Norwood,30.799999
206,2019,8,16,0,58,40,Norwood,31.6
207,2019,8,16,0,58,50,Norwood,29.75
208,2019,8,16,0,58,60,Norwood,31.48
209,2019,8,16,0,60,0,Norwood,31.26
210,2019,8,16,0,60,10,Norwood,33.240002
211,2019,8,16,0,60,20,Norwood,33.790001
212,2019,8,16,0,60,30,Norwood,32.110001
213,2019,8,16,0,60,40,Norwood,30.299999
214,2019,8,16,0,60,50,Norwood,29.15
215,2019,8,16,0,60,60,Norwood,28.5
216,2019,8,16,4,0,0,Norwood,28.66
217,2019,8,16,4,0,10,Norwood,30.309999
218,2019,8,16,4,0,20,Norwood,28.370001
219,2019,8,16,4,0,30,Norwood,28.620001
220,2019,8,16,4,0,40,Norwood,27.73
221,2019,8,16,4,0,50,Norwood,27.68
222,2019,8,16,4,0,60,Norwood,29.26
223,2019,8,16,4,2,0,Norwood,28.6
224,2019,8,16,4,2,10,Norwood,27.82
225,2019,8,16,4,2,20,Norwood,29.799999
226,2019,8,16,4,2,30,Norwood,30.370001
227,2019,8,16,4,2,40,Norwood,31.799999
228,2019,8,16,4,2,50,Norwood,33.240002
229,2019,8,16,4,2,60,Norwood,32.02
230,2019,8,16,4,4,0,Norwood,31.26
231,2019,8,16,4,4,10,Norwood,31.620001
232,2019,8,16,4,4,20,Norwood,31.08
233,2019,8,16,4,4,30,Norwood,30.66
234,2019,8,16,4,4,40,Norwood,30.08
235,2019,8,16,4,4,50,Norwood,29.73
236,2019,8,16,4,4,60,Norwood,30.33
237,2019,8,16,4,6,0,Norwood,30.57
238,2019,8,16,4,6,10,Norwood,28.91
239,2019,8,16,4,6,20,Norwood,29.77
240,2019,8,16,4,6,30,Norwood,29.15
241,2019,8,16,4,6,40,Norwood,29.190001
242,2019,8,16,4,6,50,Norwood,30.35
243,2019,8,16,4,6,60,Norwood,29.129999
244,2019,8,16,4,8,0,Norwood,28.26
245,2019,8,16,4,8,10,Norwood,29.299999
246,2019,8,16,4,8,20,Norwood,29.639999
247,2019,8,16,4,8,30,Norwood,30.26
248,2019,8,16,4,8,40,Norwood,31.66
249,2019,8,16,4,8,50,Norwood,30.459999
250,2019,8,16,4,8,60,Norwood,32.110001
251,2019,8,16,4,10,0,Norwood,31.4
252,2019,8,16,4,10,10,Norwood,32.900002
253,2019,8,16,4,10,20,Norwood,33.509998
254,2019,8,16,4,10,30,Norwood,33.790001
255,2019,8,16,4,10,40,Norwood,31.879999
256,2019,8,16,4,10,50,Norwood,33.310001
257,2019,8,16,4,10,60,Norwood,33.48
258,2019,8,16,4,12,0,Norwood,31.75
259,2019,8,16,4,12,10,Norwood,33.5
260,2019,8,16,4,12,20,Norwood,31.51
261,2019,8,16,4,12,30,Norwood,30.059999
262,2019,8,16,4,12,40,Norwood,30.59
263,2019,8,16,4,12,50,Norwood,30.799999
264,2019,8,16,4,12,60,Norwood,30.190001
265,2019,8,16,4,14,0,Norwood,29.73
266,2019,8,16,4,14,10,Norwood,31.190001
267,2019,8,16,4,14,20,Norwood,31.66
268,2019,8,16,4,14,30,Norwood,32.259998
269,2019,8,16,4,14,40,Norwood,30.48
270,2019,8,16,4,14,50,Norwood,31.26
271,2019,8,16,4,14,60,Norwood,32.060001
272,2019,8,16,4,16,0,Norwood,32.330002
273,2019,8,16,4,16,10,Norwood,30.950001
274,2019,8,16,4,16,20,Norwood,31.17
275,2019,8,16,4,16,30,Norwood,32.279999
276,2019,8,16,4,16,40,Norwood,30.93
277,2019,8,16,4,16,50,Norwood,31.99
278,2019,8,16,4,16,60,Norwood,32.639999
279,2019,8,16,4,18,0,Norwood,32.900002
280,2019,8,16,4,18,10,Norwood,31.1
281,2019,8,16,4,18,20,Norwood,29.42
282,2019,8,16,4,18,30,Norwood,27.82
283,2019,8,16,4,18,40,Norwood,29.200001
284,2019,8,16,4,18,50,Norwood,29.51
285,2019,8,16,4,18,60,Norwood,29.280001
286,2019,8,16,4,20,0,Norwood,31.200001
287,2019,8,16,4,20,10,Norwood,32.080002
288,2019,8,16,4,20,20,Norwood,31.700001
289,2019,8,16,4,20,30,Norwood,33.509998
290,2019,8,16,4,20,40,Norwood,33.57
291,2019,8,16,4,20,50,Norwood,34.91
292,2019,8,16,4,20,60,Norwood,34.77
293,2019,8,16,4,22,0,Norwood,35.950001
294,2019,8,16,4,22,10,Norwood,34.799999
295,2019,8,16,4,22,20,Norwood,32.950001
296,2019,8,16,4,22,30,Norwood,34.310001
297,2019,8,16,4,22,40,Norwood,34.330002
298,2019,8,16,4,22,50,Norwood,34.389999
299,2019,8,16,4,22,60,Norwood,35.439999
300,2019,8,16,4,24,0,Norwood,34.220001
301,2019,8,16,4,24,10,Norwood,36.169998
302,2019,8,16,4,24,20,Norwood,35.970001
303,2019,8,16,4,24,30,Norwood,35.279999
304,2019,8,16,4,24,40,Norwood,36.330002
305,2019,8,16,4,24,50,Norwood,37.529999
306,2019,8,16,4,24,60,Norwood,39.48
307,2019,8,16,4,26,0,Norwood,37.48
308,2019,8,16,4,26,10,Norwood,37.93
309,2019,8,16,4,26,20,Norwood,36.48
310,2019,8,16,4,26,30,Norwood,34.549999
311,2019,8,16,4,26,40,Norwood,34.700001
312,2019,8,16,4,26,50,Norwood,35.619999
313,2019,8,16,4,26,60,Norwood,35.299999
314,2019,8,16,4,28,0,Norwood,33.75
315,2019,8,16,4,28,10,Norwood,34.110001
316,2019,8,16,4,28,20,Norwood,32.439999
317,2019,8,16,4,28,30,Norwood,32.110001
318,2019,8,16,4,28,40,Norwood,30.24
319,2019,8,16,4,28,50,Norwood,31.389999
320,2019,8,16,4,28,60,Norwood,30.110001
321,2019,8,16,4,30,0,Norwood,29.219999
322,2019,8,16,4,30,10,Norwood,30.950001
323,2019,8,16,4,30,20,Norwood,31.110001
324,2019,8,16,4,30,30,Norwood,32.57
325,2019,8,16,4,30,40,Norwood,30.620001
326,2019,8,16,4,30,50,Norwood,32.130001
327,2019,8,16,4,30,60,Norwood,31.42
328,2019,8,16,4,32,0,Norwood,29.530001
329,2019,8,16,4,32,10,Norwood,30.4
330,2019,8,16,4,32,20,Norwood,28.700001
331,2019,8,16,4,32,30,Norwood,27.299999
332,2019,8,16,4,32,40,Norwood,26.02
333,2019,8,16,4,32,50,Norwood,25.57
334,2019,8,16,4,32,60,Norwood,26.799999
335,2019,8,16,4,34,0,Norwood,26.459999
336,2019,8,16,4,34,10,Norwood,28.219999
337,2019,8,16,4,34,20,Norwood,29.530001
338,2019,8,16,4,34,30,Norwood,30.51
339,2019,8,16,4,34,40,Norwood,30.08
340,2019,8,16,4,34,50,Norwood,30.389999
341,2019,8,16,4,34,60,Norwood,29.75
342,2019,8,16,4,36,0,Norwood,28.950001
343,2019,8,16,4,36,10,Norwood,30.059999
344,2019,8,16,4,36,20,Norwood,28.799999
345,2019,8,16,4,36,30,Norwood,28.24
346,2019,8,16,4,36,40,Norwood,27.530001
347,2019,8,16,4,36,50,Norwood,26.879999
348,2019,8,16,4,36,60,Norwood,27.6
349,2019,8,16,4,38,0,Norwood,26.33
350,2019,8,16,4,38,10,Norwood,24.370001
351,2019,8,16,4,38,20,Norwood,23.57
352,2019,8,16,4,38,30,Norwood,21.77
353,2019,8,16,4,38,40,Norwood,19.9
354,2019,8,16,4,38,50,Norwood,19.129999
355,2019,8,16,4,38,60,Norwood,17.299999
356,2019,8,16,4,40,0,Norwood,18.84
357,2019,8,16,4,40,10,Norwood,18.68
358,2019,8,16,4,40,20,Norwood,19.08
359,2019,8,16,4,40,30,Norwood,21.040001
360,2019,8,16,4,40,40,Norwood,22.040001
361,2019,8,16,4,40,50,Norwood,21.129999
362,2019,8,16,4,40,60,Norwood,22.860001
363,2019,8,16,4,42,0,Norwood,24.309999
364,2019,8,16,4,42,10,Norwood,25.26
365,2019,8,16,4,42,20,Norwood,26.48
366,2019,8,16,4,42,30,Norwood,26.389999
367,2019,8,16,4,42,40,Norwood,24.5
368,2019,8,16,4,42,50,Norwood,23.35
369,2019,8,16,4,42,60,Norwood,23.02
370,2019,8,16,4,44,0,Norwood,24.08
371,2019,8,16,4,44,10,Norwood,25.110001
372,2019,8,16,4,44,20,Norwood,23.950001
373,2019,8,16,4,44,30,Norwood,25.709999
374,2019,8,16,4,44,40,Norwood,24.440001
375,2019,8,16,4,44,50,Norwood,26.17
376,2019,8,16,4,44,60,Norwood,27.51
377,2019,8,16,4,46,0,Norwood,28.75
378,2019,8,16,4,46,10,Norwood,29.110001
379,2019,8,16,4,46,20,Norwood,30.790001
380,2019,8,16,4,46,30,Norwood,30.35
381,2019,8,16,4,46,40,Norwood,29.48
382,2019,8,16,4,46,50,Norwood,29.66
383,2019,8,16,4,46,60,Norwood,28.370001
384,2019,8,16,4,48,0,Norwood,27.91
385,2019,8,16,4,48,10,Norwood,26.620001
386,2019,8,16,4,48,20,Norwood,24.9
387,2019,8,16,4,48,30,Norwood,24.440001
388,2019,8,16,4,48,40,Norwood,23.66
389,2019,8,16,4,48,50,Norwood,23.42
390,2019,8,16,4,48,60,Norwood,21.879999
391,2019,8,16,4,50,0,Norwood,21.42
392,2019,8,16,4,50,10,Norwood,22.6
393,2019,8,16,4,50,20,Norwood,21.77
394,2019,8,16,4,50,30,Norwood,21.57
395,2019,8,16,4,50,40,Norwood,22.73
396,2019,8,16,4,50,50,Norwood,22.129999
397,2019,8,16,4,50,60,Norwood,23.59
398,2019,8,16,4,52,0,Norwood,22.620001
399,2019,8,16,4,52,10,Norwood,21.790001
400,2019,8,16,4,52,20,Norwood,22.129999
401,2019,8,16,4,52,30,Norwood,21.75
402,2019,8,16,4,52,40,Norwood,22.42
403,2019,8,16,4,52,50,Norwood,23.299999
404,2019,8,16,4,52,60,Norwood,23.73
405,2019,8,16,4,54,0,Norwood,24.6
406,2019,8,16,4,54,10,Norwood,26.57
407,2019,8,16,4,54,20,Norwood,25.51
408,2019,8,16,4,54,30,Norwood,25.440001
409,2019,8,16,4,54,40,Norwood,27.059999
410,2019,8,16,4,54,50,Norwood,28.68
411,2019,8,16,4,54,60,Norwood,30.040001
412,2019,8,16,4,56,0,Norwood,30.33
413,2019,8,16,4,56,10,Norwood,29.309999
414,2019,8,16,4,56,20,Norwood,29.66
415,2019,8,16,4,56,30,Norwood,30.77
416,2019,8,16,4,56,40,Norwood,30.91
417,2019,8,16,4,56,50,Norwood,31.190001
418,2019,8,16,4,56,60,Norwood,32.91
419,2019,8,16,4,58,0,Norwood,31.440001
420,2019,8,16,4,58,10,Norwood,33.349998
421,2019,8,16,4,58,20,Norwood,31.549999
422,2019,8,16,4,58,30,Norwood,29.860001
423,2019,8,16,4,58,40,Norwood,27.99
424,2019,8,16,4,58,50,Norwood,26.73
425,2019,8,16,4,58,60,Norwood,28.59
426,2019,8,16,4,60,0,Norwood,28.389999
427,2019,8,16,4,60,10,Norwood,27.950001
428,2019,8,16,4,60,20,Norwood,29.84
429,2019,8,16,4,60,30,Norwood,28.1
430,2019,8,16,4,60,40,Norwood,28.66
431,2019,8,16,4,60,50,Norwood,27.5
432,2019,8,16,4,60,60,Norwood,27.4
433,2019,8,16,8,0,0,Norwood,25.879999
434,2019,8,16,8,0,10,Norwood,26.879999
435,2019,8,16,8,0,20,Norwood,26.73
436,2019,8,16,8,0,30,Norwood,26.02
437,2019,8,16,8,0,40,Norwood,27.42
438,2019,8,16,8,0,50,Norwood,26.48
439,2019,8,16,8,0,60,Norwood,25.24
440,2019,8,16,8,2,0,Norwood,23.26
441,2019,8,16,8,2,10,Norwood,23.17
442,2019,8,16,8,2,20,Norwood,23.639999
443,2019,8,16,8,2,30,Norwood,22.66
444,2019,8,16,8,2,40,Norwood,24.33
445,2019,8,16,8,2,50,Norwood,23.02
446,2019,8,16,8,2,60,Norwood,21.440001
447,2019,8,16,8,4,0,Norwood,22.5
448,2019,8,16,8,4,10,Norwood,23.82
449,2019,8,16,8,4,20,Norwood,25.66
450,2019,8,16,8,4,30,Norwood,25.459999
451,2019,8,16,8,4,40,Norwood,26.969999
452,2019,8,16,8,4,50,Norwood,26.459999
453,2019,8,16,8,4,60,Norwood,26.4
454,2019,8,16,8,6,0,Norwood,27.639999
455,2019,8,16,8,6,10,Norwood,28.91
456,2019,8,16,8,6,20,Norwood,29.73
457,2019,8,16,8,6,30,Norwood,27.969999
458,2019,8,16,8,6,40,Norwood,27.219999
459,2019,8,16,8,6,50,Norwood,28.77
460,2019,8,16,8,6,60,Norwood,28.51
461,2019,8,16,8,8,0,Norwood,28.620001
462,2019,8,16,8,8,10,Norwood,28.57
463,2019,8,16,8,8,20,Norwood,30.219999
464,2019,8,16,8,8,30,Norwood,31.51
465,2019,8,16,8,8,40,Norwood,32.060001
466,2019,8,16,8,8,50,Norwood,33.5
467,2019,8,16,8,8,60,Norwood,33.150002
468,2019,8,16,8,10,0,Norwood,31.73
469,2019,8,16,8,10,10,Norwood,31.77
470,2019,8,16,8,10,20,Norwood,30.33
471,2019,8,16,8,10,30,Norwood,32.150002
472,2019,8,16,8,10,40,Norwood,33.950001
473,2019,8,16,8,10,50,Norwood,32.66
474,2019,8,16,8,10,60,Norwood,34.060001
475,2019,8,16,8,12,0,Norwood,32.950001
476,2019,8,16,8,12,10,Norwood,31.040001
477,2019,8,16,8,12,20,Norwood,30.35
478,2019,8,16,8,12,30,Norwood,31.280001
479,2019,8,16,8,12,40,Norwood,32.700001
480,2019,8,16,8,12,50,Norwood,31.77
481,2019,8,16,8,12,60,Norwood,33.330002
482,2019,8,16,8,14,0,Norwood,32.369999
483,2019,8,16,8,14,10,Norwood,32.57
484,2019,8,16,8,14,20,Norwood,33.080002
485,2019,8,16,8,14,30,Norwood,31.73
486,2019,8,16,8,14,40,Norwood,30.24
487,2019,8,16,8,14,50,Norwood,29.129999
488,2019,8,16,8,14,60,Norwood,31.1
489,2019,8,16,8,16,0,Norwood,30.620001
490,2019,8,16,8,16,10,Norwood,32
491,2019,8,16,8,16,20,Norwood,33.860001
492,2019,8,16,8,16,30,Norwood,34.59
493,2019,8,16,8,16,40,Norwood,33.700001
494,2019,8,16,8,16,50,Norwood,34.619999
495,2019,8,16,8,16,60,Norwood,35
496,2019,8,16,8,18,0,Norwood,33.389999
497,2019,8,16,8,18,10,Norwood,32.880001
498,2019,8,16,8,18,20,Norwood,34.48
499,2019,8,16,8,18,30,Norwood,34.389999
500,2019,8,16,8,18,40,Norwood,34.439999
501,2019,8,16,8,18,50,Norwood,32.459999
502,2019,8,16,8,18,60,Norwood,33.880001
503,2019,8,16,8,20,0,Norwood,34.310001
504,2019,8,16,8,20,10,Norwood,35.369999
505,2019,8,16,8,20,20,Norwood,35
506,2019,8,16,8,20,30,Norwood,33.040001
507,2019,8,16,8,20,40,Norwood,32.509998
508,2019,8,16,8,20,50,Norwood,32.240002
509,2019,8,16,8,20,60,Norwood,34.099998
510,2019,8,16,8,22,0,Norwood,33.990002
511,2019,8,16,8,22,10,Norwood,32.5
512,2019,8,16,8,22,20,Norwood,33.150002
513,2019,8,16,8,22,30,Norwood,33.459999
514,2019,8,16,8,22,40,Norwood,35.419998
515,2019,8,16,8,22,50,Norwood,35.509998
516,2019,8,16,8,22,60,Norwood,36.84
517,2019,8,16,8,24,0,Norwood,35.549999
518,2019,8,16,8,24,10,Norwood,35.990002
519,2019,8,16,8,24,20,Norwood,37.419998
520,2019,8,16,8,24,30,Norwood,37.310001
521,2019,8,16,8,24,40,Norwood,37.59
522,2019,8,16,8,24,50,Norwood,38.5
523,2019,8,16,8,24,60,Norwood,37
524,2019,8,16,8,26,0,Norwood,35.48
525,2019,8,16,8,26,10,Norwood,35.509998
526,2019,8,16,8,26,20,Norwood,33.66
527,2019,8,16,8,26,30,Norwood,31.82
528,2019,8,16,8,26,40,Norwood,31.879999
529,2019,8,16,8,26,50,Norwood,31.4
530,2019,8,16,8,26,60,Norwood,31.57
531,2019,8,16,8,28,0,Norwood,32.189999
532,2019,8,16,8,28,10,Norwood,31.620001
533,2019,8,16,8,28,20,Norwood,33.419998
534,2019,8,16,8,28,30,Norwood,34.75
535,2019,8,16,8,28,40,Norwood,35.66
536,2019,8,16,8,28,50,Norwood,35.639999
537,2019,8,16,8,28,60,Norwood,36.279999
538,2019,8,16,8,30,0,Norwood,37.59
539,2019,8,16,8,30,10,Norwood,39.220001
540,2019,8,16,8,30,20,Norwood,37.880001
541,2019,8,16,8,30,30,Norwood,38.310001
542,2019,8,16,8,30,40,Norwood,37.060001
543,2019,8,16,8,30,50,Norwood,37.310001
544,2019,8,16,8,30,60,Norwood,38.459999
545,2019,8,16,8,32,0,Norwood,37.880001
546,2019,8,16,8,32,10,Norwood,36.110001
547,2019,8,16,8,32,20,Norwood,36.080002
548,2019,8,16,8,32,30,Norwood,35.439999
549,2019,8,16,8,32,40,Norwood,36.240002
550,2019,8,16,8,32,50,Norwood,35.599998
551,2019,8,16,8,32,60,Norwood,37.060001
552,2019,8,16,8,34,0,Norwood,36.459999
553,2019,8,16,8,34,10,Norwood,36.02
554,2019,8,16,8,34,20,Norwood,36.48
555,2019,8,16,8,34,30,Norwood,36.529999
556,2019,8,16,8,34,40,Norwood,37.240002
557,2019,8,16,8,34,50,Norwood,37.099998
558,2019,8,16,8,34,60,Norwood,35.799999
559,2019,8,16,8,36,0,Norwood,34.400002
560,2019,8,16,8,36,10,Norwood,34.400002
561,2019,8,16,8,36,20,Norwood,33.57
562,2019,8,16,8,36,30,Norwood,32.790001
563,2019,8,16,8,36,40,Norwood,34.400002
564,2019,8,16,8,36,50,Norwood,35.59
565,2019,8,16,8,36,60,Norwood,34.259998
566,2019,8,16,8,38,0,Norwood,34.150002
567,2019,8,16,8,38,10,Norwood,35.790001
568,2019,8,16,8,38,20,Norwood,35.189999
