ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LOCATION,PRESSURE
112,2019,8,26,0,32,64,Norwood,26.6
113,2019,8,26,0,48,0,Norwood,27.91
114,2019,8,26,0,48,32,Norwood,29.389999
115,2019,8,26,0,48,64,Norwood,27.91
116,2019,8,26,0,64,0,Norwood,27.219999
117,2019,8,26,0,64,32,Norwood,27.110001
118,2019,8,26,0,64,64,Norwood,28.24
119,2019,8,26,4,0,0,Norwood,26.93
120,2019,8,26,4,0,32,Norwood,26.15
121,2019,8,26,4,0,64,Norwood,26.040001
122,2019,8,26,4,16,0,Norwood,25.110001
123,2019,8,26,4,16,32,Norwood,26.24
124,2019,8,26,4,16,64,Norwood,24.4
125,2019,8,26,4,32,0,Norwood,24.33
126,2019,8,26,4,32,32,Norwood,23.530001
127,2019,8,26,4,32,64,Norwood,21.91
128,2019,8,26,4,48,0,Norwood,22.440001
129,2019,8,26,4,48,32,Norwood,21.549999
130,2019,8,26,4,48,64,Norwood,21.639999
131,2019,8,26,4,64,0,Norwood,23.200001
132,2019,8,26,4,64,32,Norwood,21.51
133,2019,8,26,4,64,64,Norwood,23
134,2019,8,26,8,0,0,Norwood,22.879999
135,2019,8,26,8,0,32,Norwood,22.790001
136,2019,8,26,8,0,64,Norwood,20.969999
137,2019,8,26,8,16,0,Norwood,20.389999
138,2019,8,26,8,16,32,Norwood,21.530001
139,2019,8,26,8,16,64,Norwood,20.51
140,2019,8,26,8,32,0,Norwood,19.17
141,2019,8,26,8,32,32,Norwood,17.440001
142,2019,8,26,8,32,64,Norwood,16.860001
143,2019,8,26,8,48,0,Norwood,15.3
144,2019,8,26,8,48,32,Norwood,16.5
145,2019,8,26,8,48,64,Norwood,17.6
146,2019,8,26,8,64,0,Norwood,16.48
147,2019,8,26,8,64,32,Norwood,14.9
148,2019,8,26,8,64,64,Norwood,14.75
149,2019,8,26,12,0,0,Norwood,13.31
150,2019,8,26,12,0,32,Norwood,11.53
151,2019,8,26,12,0,64,Norwood,12.02
152,2019,8,26,12,16,0,Norwood,11.4
153,2019,8,26,12,16,32,Norwood,10.17
154,2019,8,26,12,16,64,Norwood,11.39
155,2019,8,26,12,32,0,Norwood,12.73
156,2019,8,26,12,32,32,Norwood,11.39
157,2019,8,26,12,32,64,Norwood,11.1
158,2019,8,26,12,48,0,Norwood,10.3
159,2019,8,26,12,48,32,Norwood,11.88
160,2019,8,26,12,48,64,Norwood,12.55
161,2019,8,26,12,64,0,Norwood,13.5
162,2019,8,26,12,64,32,Norwood,14.99
163,2019,8,26,12,64,64,Norwood,16.309999
164,2019,8,26,16,0,0,Norwood,16.709999
165,2019,8,26,16,0,32,Norwood,15.57
166,2019,8,26,16,0,64,Norwood,15.68
167,2019,8,26,16,16,0,Norwood,14.53
168,2019,8,26,16,16,32,Norwood,12.7
169,2019,8,26,16,16,64,Norwood,11.02
170,2019,8,26,16,32,0,Norwood,13
171,2019,8,26,16,32,32,Norwood,13.59
172,2019,8,26,16,32,64,Norwood,12.1
173,2019,8,26,16,48,0,Norwood,12.02
174,2019,8,26,16,48,32,Norwood,12.7
175,2019,8,26,16,48,64,Norwood,14.42
176,2019,8,26,16,64,0,Norwood,12.99
177,2019,8,26,16,64,32,Norwood,11.64
178,2019,8,26,16,64,64,Norwood,13.48
179,2019,8,26,20,0,0,Norwood,12.08
180,2019,8,26,20,0,32,Norwood,10.22
181,2019,8,26,20,0,64,Norwood,10.22
182,2019,8,26,20,16,0,Norwood,10.26
183,2019,8,26,20,16,32,Norwood,11.04
184,2019,8,26,20,16,64,Norwood,9.71
185,2019,8,26,20,32,0,Norwood,10.33
186,2019,8,26,20,32,32,Norwood,11.19
187,2019,8,26,20,32,64,Norwood,11.3
188,2019,8,26,20,48,0,Norwood,12.8
189,2019,8,26,20,48,32,Norwood,13.2
190,2019,8,26,20,48,64,Norwood,14.8
191,2019,8,26,20,64,0,Norwood,16.620001
192,2019,8,26,20,64,32,Norwood,17.82
193,2019,8,26,20,64,64,Norwood,18.57
194,2019,8,26,24,0,0,Norwood,16.99
195,2019,8,26,24,0,32,Norwood,18.299999
196,2019,8,26,24,0,64,Norwood,18.77
197,2019,8,26,24,16,0,Norwood,18.309999
198,2019,8,26,24,16,32,Norwood,17.299999
199,2019,8,26,24,16,64,Norwood,16.77
200,2019,8,26,24,32,0,Norwood,16.110001
201,2019,8,26,24,32,32,Norwood,16.950001
202,2019,8,26,24,32,64,Norwood,16.950001
203,2019,8,26,24,48,0,Norwood,15.19
204,2019,8,26,24,48,32,Norwood,15.55
205,2019,8,26,24,48,64,Norwood,16.5
206,2019,8,26,24,64,0,Norwood,15.19
207,2019,8,26,24,64,32,Norwood,13.42
208,2019,8,26,24,64,64,Norwood,15.39
209,2019,8,36,0,0,0,Norwood,13.55
210,2019,8,36,0,0,32,Norwood,15.33
211,2019,8,36,0,0,64,Norwood,16.040001
212,2019,8,36,0,16,0,Norwood,17.35
213,2019,8,36,0,16,32,Norwood,17.5
214,2019,8,36,0,16,64,Norwood,17.57
215,2019,8,36,0,32,0,Norwood,17.33
216,2019,8,36,0,32,32,Norwood,16.66
217,2019,8,36,0,32,64,Norwood,14.97
218,2019,8,36,0,48,0,Norwood,14.3
219,2019,8,36,0,48,32,Norwood,15.3
220,2019,8,36,0,48,64,Norwood,16.17
221,2019,8,36,0,64,0,Norwood,15.91
222,2019,8,36,0,64,32,Norwood,14.97
223,2019,8,36,0,64,64,Norwood,13.42
224,2019,8,36,4,0,0,Norwood,13.53
225,2019,8,36,4,0,32,Norwood,14.39
226,2019,8,36,4,0,64,Norwood,13.17
227,2019,8,36,4,16,0,Norwood,12.66
228,2019,8,36,4,16,32,Norwood,11.06
229,2019,8,36,4,16,64,Norwood,11.64
230,2019,8,36,4,32,0,Norwood,10.11
231,2019,8,36,4,32,32,Norwood,9.59
232,2019,8,36,4,32,64,Norwood,11.02
233,2019,8,36,4,48,0,Norwood,11.26
234,2019,8,36,4,48,32,Norwood,10.02
235,2019,8,36,4,48,64,Norwood,10.15
236,2019,8,36,4,64,0,Norwood,11.22
237,2019,8,36,4,64,32,Norwood,12.73
238,2019,8,36,4,64,64,Norwood,11.95
239,2019,8,36,8,0,0,Norwood,13.26
240,2019,8,36,8,0,32,Norwood,12.91
241,2019,8,36,8,0,64,Norwood,12.59
242,2019,8,36,8,16,0,Norwood,11.84
243,2019,8,36,8,16,32,Norwood,11.82
244,2019,8,36,8,16,64,Norwood,13.42
245,2019,8,36,8,32,0,Norwood,13.3
246,2019,8,36,8,32,32,Norwood,15.02
247,2019,8,36,8,32,64,Norwood,15.02
248,2019,8,36,8,48,0,Norwood,13.06
249,2019,8,36,8,48,32,Norwood,14.57
250,2019,8,36,8,48,64,Norwood,14.51
251,2019,8,36,8,64,0,Norwood,15.46
252,2019,8,36,8,64,32,Norwood,16.280001
253,2019,8,36,8,64,64,Norwood,16.389999
254,2019,8,36,12,0,0,Norwood,18.08
255,2019,8,36,12,0,32,Norwood,18.950001
256,2019,8,36,12,0,64,Norwood,19.200001
257,2019,8,36,12,16,0,Norwood,19.08
258,2019,8,36,12,16,32,Norwood,17.620001
259,2019,8,36,12,16,64,Norwood,19.110001
260,2019,8,36,12,32,0,Norwood,18.620001
261,2019,8,36,12,32,32,Norwood,17.440001
262,2019,8,36,12,32,64,Norwood,19.1
263,2019,8,36,12,48,0,Norwood,19.110001
264,2019,8,36,12,48,32,Norwood,17.77
265,2019,8,36,12,48,64,Norwood,19.51
266,2019,8,36,12,64,0,Norwood,18.66
267,2019,8,36,12,64,32,Norwood,18.700001
268,2019,8,36,12,64,64,Norwood,16.9
269,2019,8,36,16,0,0,Norwood,18.51
270,2019,8,36,16,0,32,Norwood,19.129999
271,2019,8,36,16,0,64,Norwood,20.57
272,2019,8,36,16,16,0,Norwood,21.389999
273,2019,8,36,16,16,32,Norwood,20.4
274,2019,8,36,16,16,64,Norwood,21.530001
275,2019,8,36,16,32,0,Norwood,19.620001
276,2019,8,36,16,32,32,Norwood,18.48
277,2019,8,36,16,32,64,Norwood,19
278,2019,8,36,16,48,0,Norwood,20
279,2019,8,36,16,48,32,Norwood,21.15
280,2019,8,36,16,48,64,Norwood,19.790001
281,2019,8,36,16,64,0,Norwood,20.99
282,2019,8,36,16,64,32,Norwood,19.040001
283,2019,8,36,16,64,64,Norwood,20.35
284,2019,8,36,20,0,0,Norwood,21.639999
285,2019,8,36,20,0,32,Norwood,21.66
286,2019,8,36,20,0,64,Norwood,22.08
287,2019,8,36,20,16,0,Norwood,22.82
288,2019,8,36,20,16,32,Norwood,24.75
289,2019,8,36,20,16,64,Norwood,26.530001
290,2019,8,36,20,32,0,Norwood,25.1
291,2019,8,36,20,32,32,Norwood,26.02
292,2019,8,36,20,32,64,Norwood,26.57
293,2019,8,36,20,48,0,Norwood,28.459999
294,2019,8,36,20,48,32,Norwood,26.51
295,2019,8,36,20,48,64,Norwood,27.91
296,2019,8,36,20,64,0,Norwood,28.969999
297,2019,8,36,20,64,32,Norwood,27.02
298,2019,8,36,20,64,64,Norwood,28.08
299,2019,8,36,24,0,0,Norwood,27.24
300,2019,8,36,24,0,32,Norwood,26.26
301,2019,8,36,24,0,64,Norwood,27.93
302,2019,8,36,24,16,0,Norwood,28.879999
303,2019,8,36,24,16,32,Norwood,30.190001
304,2019,8,36,24,16,64,Norwood,30.4
305,2019,8,36,24,32,0,Norwood,30.84
306,2019,8,36,24,32,32,Norwood,31.639999
307,2019,8,36,24,32,64,Norwood,30.549999
308,2019,8,36,24,48,0,Norwood,29.709999
309,2019,8,36,24,48,32,Norwood,30.299999
310,2019,8,36,24,48,64,Norwood,32.080002
311,2019,8,36,24,64,0,Norwood,32.02
312,2019,8,36,24,64,32,Norwood,32.330002
313,2019,8,36,24,64,64,Norwood,30.969999
314,2019,9,1,0,0,0,Norwood,29.99
315,2019,9,1,0,0,32,Norwood,30.99
316,2019,9,1,0,0,64,Norwood,31.26
317,2019,9,1,0,16,0,Norwood,31.84
318,2019,9,1,0,16,32,Norwood,30.73
319,2019,9,1,0,16,64,Norwood,29.5
320,2019,9,1,0,32,0,Norwood,30.110001
321,2019,9,1,0,32,32,Norwood,31.280001
322,2019,9,1,0,32,64,Norwood,29.620001
323,2019,9,1,0,48,0,Norwood,29.51
324,2019,9,1,0,48,32,Norwood,28.790001
325,2019,9,1,0,48,64,Norwood,28.190001
326,2019,9,1,0,64,0,Norwood,27.879999
327,2019,9,1,0,64,32,Norwood,29.17
328,2019,9,1,0,64,64,Norwood,30.370001
329,2019,9,1,4,0,0,Norwood,28.440001
330,2019,9,1,4,0,32,Norwood,28.48
331,2019,9,1,4,0,64,Norwood,30.4
332,2019,9,1,4,16,0,Norwood,28.51
333,2019,9,1,4,16,32,Norwood,28.1
334,2019,9,1,4,16,64,Norwood,29.459999
335,2019,9,1,4,32,0,Norwood,29.299999
336,2019,9,1,4,32,32,Norwood,28.99
337,2019,9,1,4,32,64,Norwood,30.219999
338,2019,9,1,4,48,0,Norwood,30.6
339,2019,9,1,4,48,32,Norwood,29.91
340,2019,9,1,4,48,64,Norwood,30.33
341,2019,9,1,4,64,0,Norwood,29.57
342,2019,9,1,4,64,32,Norwood,30.709999
343,2019,9,1,4,64,64,Norwood,31.129999
344,2019,9,1,8,0,0,Norwood,31.48
345,2019,9,1,8,0,32,Norwood,31.17
346,2019,9,1,8,0,64,Norwood,32.439999
347,2019,9,1,8,16,0,Norwood,34.389999
348,2019,9,1,8,16,32,Norwood,36.080002
349,2019,9,1,8,16,64,Norwood,35.73
350,2019,9,1,8,32,0,Norwood,34.459999
351,2019,9,1,8,32,32,Norwood,34.799999
352,2019,9,1,8,32,64,Norwood,35.259998
353,2019,9,1,8,48,0,Norwood,34.150002
354,2019,9,1,8,48,32,Norwood,35
355,2019,9,1,8,48,64,Norwood,36.369999
356,2019,9,1,8,64,0,Norwood,36.369999
357,2019,9,1,8,64,32,Norwood,37.080002
358,2019,9,1,8,64,64,Norwood,36.75
359,2019,9,1,12,0,0,Norwood,36.619999
360,2019,9,1,12,0,32,Norwood,37.02
361,2019,9,1,12,0,64,Norwood,36.150002
362,2019,9,1,12,16,0,Norwood,35.66
363,2019,9,1,12,16,32,Norwood,34.169998
364,2019,9,1,12,16,64,Norwood,34.599998
365,2019,9,1,12,32,0,Norwood,36.060001
366,2019,9,1,12,32,32,Norwood,37.400002
367,2019,9,1,12,32,64,Norwood,36.619999
368,2019,9,1,12,48,0,Norwood,37.169998
369,2019,9,1,12,48,32,Norwood,35.240002
370,2019,9,1,12,48,64,Norwood,35.389999
371,2019,9,1,12,64,0,Norwood,36.700001
372,2019,9,1,12,64,32,Norwood,35.84
373,2019,9,1,12,64,64,Norwood,37.330002
374,2019,9,1,16,0,0,Norwood,35.48
375,2019,9,1,16,0,32,Norwood,37.439999
376,2019,9,1,16,0,64,Norwood,38.110001
377,2019,9,1,16,16,0,Norwood,37.77
378,2019,9,1,16,16,32,Norwood,36.68
379,2019,9,1,16,16,64,Norwood,36.77
380,2019,9,1,16,32,0,Norwood,37.130001
381,2019,9,1,16,32,32,Norwood,36.400002
382,2019,9,1,16,32,64,Norwood,37.59
383,2019,9,1,16,48,0,Norwood,36.860001
384,2019,9,1,16,48,32,Norwood,35.639999
385,2019,9,1,16,48,64,Norwood,34.77
386,2019,9,1,16,64,0,Norwood,33.82
387,2019,9,1,16,64,32,Norwood,35.59
388,2019,9,1,16,64,64,Norwood,34.75
389,2019,9,1,20,0,0,Norwood,35.790001
390,2019,9,1,20,0,32,Norwood,35.509998
391,2019,9,1,20,0,64,Norwood,36.419998
392,2019,9,1,20,16,0,Norwood,38.419998
393,2019,9,1,20,16,32,Norwood,38.700001
394,2019,9,1,20,16,64,Norwood,38.240002
395,2019,9,1,20,32,0,Norwood,38.66
396,2019,9,1,20,32,32,Norwood,38.299999
397,2019,9,1,20,32,64,Norwood,37.59
398,2019,9,1,20,48,0,Norwood,37.389999
399,2019,9,1,20,48,32,Norwood,36.310001
400,2019,9,1,20,48,64,Norwood,34.419998
401,2019,9,1,20,64,0,Norwood,33.150002
402,2019,9,1,20,64,32,Norwood,33.080002
403,2019,9,1,20,64,64,Norwood,31.389999
404,2019,9,1,24,0,0,Norwood,32.419998
405,2019,9,1,24,0,32,Norwood,32.150002
406,2019,9,1,24,0,64,Norwood,32
407,2019,9,1,24,16,0,Norwood,30.530001
408,2019,9,1,24,16,32,Norwood,32.080002
409,2019,9,1,24,16,64,Norwood,32.700001
410,2019,9,1,24,32,0,Norwood,33.389999
411,2019,9,1,24,32,32,Norwood,33
412,2019,9,1,24,32,64,Norwood,32.84
413,2019,9,1,24,48,0,Norwood,31.48
414,2019,9,1,24,48,32,Norwood,31.309999
415,2019,9,1,24,48,64,Norwood,31.42
416,2019,9,1,24,64,0,Norwood,30.59
417,2019,9,1,24,64,32,Norwood,29.280001
418,2019,9,1,24,64,64,Norwood,31.190001
419,2019,9,11,0,0,0,Norwood,31.950001
420,2019,9,11,0,0,32,Norwood,33.389999
421,2019,9,11,0,0,64,Norwood,35.189999
422,2019,9,11,0,16,0,Norwood,36.790001
423,2019,9,11,0,16,32,Norwood,36.240002
424,2019,9,11,0,16,64,Norwood,37.459999
425,2019,9,11,0,32,0,Norwood,36.369999
426,2019,9,11,0,32,32,Norwood,36.5
427,2019,9,11,0,32,64,Norwood,37.310001
428,2019,9,11,0,48,0,Norwood,39.310001
429,2019,9,11,0,48,32,Norwood,38.459999
430,2019,9,11,0,48,64,Norwood,37.110001
431,2019,9,11,0,64,0,Norwood,35.130001
432,2019,9,11,0,64,32,Norwood,33.639999
433,2019,9,11,0,64,64,Norwood,33.48
434,2019,9,11,4,0,0,Norwood,33.619999
435,2019,9,11,4,0,32,Norwood,34.299999
436,2019,9,11,4,0,64,Norwood,33.48
437,2019,9,11,4,16,0,Norwood,32
438,2019,9,11,4,16,32,Norwood,33.48
439,2019,9,11,4,16,64,Norwood,32.990002
440,2019,9,11,4,32,0,Norwood,34.389999
441,2019,9,11,4,32,32,Norwood,34.439999
442,2019,9,11,4,32,64,Norwood,35.130001
443,2019,9,11,4,48,0,Norwood,36.950001
444,2019,9,11,4,48,32,Norwood,38.419998
445,2019,9,11,4,48,64,Norwood,37.57
446,2019,9,11,4,64,0,Norwood,35.599998
447,2019,9,11,4,64,32,Norwood,36.73
448,2019,9,11,4,64,64,Norwood,36.77
449,2019,9,11,8,0,0,Norwood,38.66
450,2019,9,11,8,0,32,Norwood,40.599998
451,2019,9,11,8,0,64,Norwood,38.950001
452,2019,9,11,8,16,0,Norwood,37.529999
453,2019,9,11,8,16,32,Norwood,38.240002
454,2019,9,11,8,16,64,Norwood,38.700001
455,2019,9,11,8,32,0,Norwood,37.189999
456,2019,9,11,8,32,32,Norwood,37.700001
457,2019,9,11,8,32,64,Norwood,37.68
458,2019,9,11,8,48,0,Norwood,36.099998
459,2019,9,11,8,48,32,Norwood,37.790001
460,2019,9,11,8,48,64,Norwood,38.369999
461,2019,9,11,8,64,0,Norwood,37.060001
462,2019,9,11,8,64,32,Norwood,37.369999
463,2019,9,11,8,64,64,Norwood,37.040001
464,2019,9,11,12,0,0,Norwood,38.310001
465,2019,9,11,12,0,32,Norwood,37.880001
466,2019,9,11,12,0,64,Norwood,37.599998
467,2019,9,11,12,16,0,Norwood,38.130001
468,2019,9,11,12,16,32,Norwood,37.73
469,2019,9,11,12,16,64,Norwood,36.84
470,2019,9,11,12,32,0,Norwood,35.549999
471,2019,9,11,12,32,32,Norwood,34.619999
472,2019,9,11,12,32,64,Norwood,35.509998
473,2019,9,11,12,48,0,Norwood,36.099998
474,2019,9,11,12,48,32,Norwood,37.84
475,2019,9,11,12,48,64,Norwood,38.130001
476,2019,9,11,12,64,0,Norwood,37.59
477,2019,9,11,12,64,32,Norwood,38.509998
478,2019,9,11,12,64,64,Norwood,39.150002
479,2019,9,11,16,0,0,Norwood,37.880001
480,2019,9,11,16,0,32,Norwood,37.880001
481,2019,9,11,16,0,64,Norwood,38.66
482,2019,9,11,16,16,0,Norwood,37.080002
483,2019,9,11,16,16,32,Norwood,35.549999
484,2019,9,11,16,16,64,Norwood,34.619999
485,2019,9,11,16,32,0,Norwood,35.330002
486,2019,9,11,16,32,32,Norwood,36.66
487,2019,9,11,16,32,64,Norwood,34.66
488,2019,9,11,16,48,0,Norwood,32.990002
489,2019,9,11,16,48,32,Norwood,33.02
490,2019,9,11,16,48,64,Norwood,34.75
491,2019,9,11,16,64,0,Norwood,35
492,2019,9,11,16,64,32,Norwood,35
493,2019,9,11,16,64,64,Norwood,35.369999
494,2019,9,11,20,0,0,Norwood,35.84
495,2019,9,11,20,0,32,Norwood,35.73
496,2019,9,11,20,0,64,Norwood,36.200001
497,2019,9,11,20,16,0,Norwood,38.060001
498,2019,9,11,20,16,32,Norwood,38.82
499,2019,9,11,20,16,64,Norwood,38.189999
500,2019,9,11,20,32,0,Norwood,38.59
501,2019,9,11,20,32,32,Norwood,37.75
502,2019,9,11,20,32,64,Norwood,37.240002
503,2019,9,11,20,48,0,Norwood,37.48
504,2019,9,11,20,48,32,Norwood,37.68
505,2019,9,11,20,48,64,Norwood,36.509998
506,2019,9,11,20,64,0,Norwood,38.150002
507,2019,9,11,20,64,32,Norwood,37.91
508,2019,9,11,20,64,64,Norwood,39.77
509,2019,9,11,24,0,0,Norwood,38.110001
510,2019,9,11,24,0,32,Norwood,37.259998
511,2019,9,11,24,0,64,Norwood,35.259998
512,2019,9,11,24,16,0,Norwood,36.619999
513,2019,9,11,24,16,32,Norwood,36.459999
514,2019,9,11,24,16,64,Norwood,37.330002
515,2019,9,11,24,32,0,Norwood,39.189999
516,2019,9,11,24,32,32,Norwood,38.860001
517,2019,9,11,24,32,64,Norwood,36.990002
518,2019,9,11,24,48,0,Norwood,36.040001
519,2019,9,11,24,48,32,Norwood,36.5
520,2019,9,11,24,48,64,Norwood,34.57
521,2019,9,11,24,64,0,Norwood,33.77
522,2019,9,11,24,64,32,Norwood,33.59
523,2019,9,11,24,64,64,Norwood,33.279999
524,2019,9,21,0,0,0,Norwood,31.91
525,2019,9,21,0,0,32,Norwood,30.15
526,2019,9,21,0,0,64,Norwood,29.059999
527,2019,9,21,0,16,0,Norwood,28.059999
528,2019,9,21,0,16,32,Norwood,26.219999
529,2019,9,21,0,16,64,Norwood,27.48
530,2019,9,21,0,32,0,Norwood,26.5
531,2019,9,21,0,32,32,Norwood,25.93
532,2019,9,21,0,32,64,Norwood,26.51
533,2019,9,21,0,48,0,Norwood,26.02
534,2019,9,21,0,48,32,Norwood,24.84
535,2019,9,21,0,48,64,Norwood,24.700001
536,2019,9,21,0,64,0,Norwood,23.950001
537,2019,9,21,0,64,32,Norwood,23.33
538,2019,9,21,0,64,64,Norwood,25.33
539,2019,9,21,4,0,0,Norwood,24.6
540,2019,9,21,4,0,32,Norwood,23.66
541,2019,9,21,4,0,64,Norwood,22.459999
542,2019,9,21,4,16,0,Norwood,20.59
543,2019,9,21,4,16,32,Norwood,21.530001
544,2019,9,21,4,16,64,Norwood,22.4
545,2019,9,21,4,32,0,Norwood,22.190001
546,2019,9,21,4,32,32,Norwood,22.040001
547,2019,9,21,4,32,64,Norwood,23.129999
548,2019,9,21,4,48,0,Norwood,24.440001
549,2019,9,21,4,48,32,Norwood,26.110001
550,2019,9,21,4,48,64,Norwood,24.77
551,2019,9,21,4,64,0,Norwood,26.26
552,2019,9,21,4,64,32,Norwood,25.389999
553,2019,9,21,4,64,64,Norwood,25.48
554,2019,9,21,8,0,0,Norwood,24.620001
555,2019,9,21,8,0,32,Norwood,23.530001
556,2019,9,21,8,0,64,Norwood,24
557,2019,9,21,8,16,0,Norwood,24.370001
558,2019,9,21,8,16,32,Norwood,25.59
559,2019,9,21,8,16,64,Norwood,24.73
560,2019,9,21,8,32,0,Norwood,25.620001
561,2019,9,21,8,32,32,Norwood,25.26
562,2019,9,21,8,32,64,Norwood,26.73
563,2019,9,21,8,48,0,Norwood,28.33
564,2019,9,21,8,48,32,Norwood,28.15
565,2019,9,21,8,48,64,Norwood,27.08
566,2019,9,21,8,64,0,Norwood,26.26
567,2019,9,21,8,64,32,Norwood,25.9
568,2019,9,21,8,64,64,Norwood,25.42
