ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LOCATION,PRECIPITATION
362,2019,8,18,8,0,60,Norwood,12.99
363,2019,8,18,8,30,0,Norwood,13.44
364,2019,8,18,8,30,20,Norwood,15.28
365,2019,8,18,8,30,40,Norwood,16.280001
366,2019,8,18,8,30,60,Norwood,14.79
367,2019,8,18,8,60,0,Norwood,15.11
368,2019,8,18,8,60,20,Norwood,15.3
369,2019,8,18,8,60,40,Norwood,14.62
370,2019,8,18,8,60,60,Norwood,13.8
371,2019,8,18,10,0,0,Norwood,15.71
372,2019,8,18,10,0,20,Norwood,16.879999
373,2019,8,18,10,0,40,Norwood,18.200001
374,2019,8,18,10,0,60,Norwood,18.02
375,2019,8,18,10,30,0,Norwood,16.35
376,2019,8,18,10,30,20,Norwood,16.129999
377,2019,8,18,10,30,40,Norwood,17.190001
378,2019,8,18,10,30,60,Norwood,16.200001
379,2019,8,18,10,60,0,Norwood,17.6
380,2019,8,18,10,60,20,Norwood,16.280001
381,2019,8,18,10,60,40,Norwood,16.040001
382,2019,8,18,10,60,60,Norwood,15.68
383,2019,8,18,12,0,0,Norwood,17.200001
384,2019,8,18,12,0,20,Norwood,15.57
385,2019,8,18,12,0,40,Norwood,17.129999
386,2019,8,18,12,0,60,Norwood,16.33
387,2019,8,18,12,30,0,Norwood,16.799999
388,2019,8,18,12,30,20,Norwood,17.33
389,2019,8,18,12,30,40,Norwood,17.440001
390,2019,8,18,12,30,60,Norwood,17.370001
391,2019,8,18,12,60,0,Norwood,18.549999
392,2019,8,18,12,60,20,Norwood,18.879999
393,2019,8,18,12,60,40,Norwood,19.950001
394,2019,8,18,12,60,60,Norwood,21.73
395,2019,8,18,14,0,0,Norwood,20.42
396,2019,8,18,14,0,20,Norwood,18.77
397,2019,8,18,14,0,40,Norwood,20.040001
398,2019,8,18,14,0,60,Norwood,18.08
399,2019,8,18,14,30,0,Norwood,16.26
400,2019,8,18,14,30,20,Norwood,15.95
401,2019,8,18,14,30,40,Norwood,17.91
402,2019,8,18,14,30,60,Norwood,17.059999
403,2019,8,18,14,60,0,Norwood,18.77
404,2019,8,18,14,60,20,Norwood,18.1
405,2019,8,18,14,60,40,Norwood,18.15
406,2019,8,18,14,60,60,Norwood,17.860001
407,2019,8,18,16,0,0,Norwood,19.040001
408,2019,8,18,16,0,20,Norwood,20
409,2019,8,18,16,0,40,Norwood,20.440001
410,2019,8,18,16,0,60,Norwood,22.42
411,2019,8,18,16,30,0,Norwood,22.1
412,2019,8,18,16,30,20,Norwood,23.190001
413,2019,8,18,16,30,40,Norwood,22.299999
414,2019,8,18,16,30,60,Norwood,22.620001
415,2019,8,18,16,60,0,Norwood,24.4
416,2019,8,18,16,60,20,Norwood,25.459999
417,2019,8,18,16,60,40,Norwood,24
418,2019,8,18,16,60,60,Norwood,22.35
419,2019,8,18,18,0,0,Norwood,20.91
420,2019,8,18,18,0,20,Norwood,21.309999
421,2019,8,18,18,0,40,Norwood,19.370001
422,2019,8,18,18,0,60,Norwood,21.15
423,2019,8,18,18,30,0,Norwood,19.57
424,2019,8,18,18,30,20,Norwood,18.389999
425,2019,8,18,18,30,40,Norwood,17.040001
426,2019,8,18,18,30,60,Norwood,16.26
427,2019,8,18,18,60,0,Norwood,14.37
428,2019,8,18,18,60,20,Norwood,14.39
429,2019,8,18,18,60,40,Norwood,13.51
430,2019,8,18,18,60,60,Norwood,15.2
431,2019,8,18,20,0,0,Norwood,15
432,2019,8,18,20,0,20,Norwood,14.48
433,2019,8,18,20,0,40,Norwood,15.71
434,2019,8,18,20,0,60,Norwood,14.88
435,2019,8,18,20,30,0,Norwood,13.46
436,2019,8,18,20,30,20,Norwood,12.19
437,2019,8,18,20,30,40,Norwood,11.28
438,2019,8,18,20,30,60,Norwood,13.24
439,2019,8,18,20,60,0,Norwood,12.62
440,2019,8,18,20,60,20,Norwood,12.15
441,2019,8,18,20,60,40,Norwood,12.3
442,2019,8,18,20,60,60,Norwood,14.3
443,2019,8,18,22,0,0,Norwood,12.6
444,2019,8,18,22,0,20,Norwood,11.86
445,2019,8,18,22,0,40,Norwood,10.02
446,2019,8,18,22,0,60,Norwood,10
447,2019,8,18,22,30,0,Norwood,11.22
448,2019,8,18,22,30,20,Norwood,12.95
449,2019,8,18,22,30,40,Norwood,13.68
450,2019,8,18,22,30,60,Norwood,14.35
451,2019,8,18,22,60,0,Norwood,12.4
452,2019,8,18,22,60,20,Norwood,11.37
453,2019,8,18,22,60,40,Norwood,12.17
454,2019,8,18,22,60,60,Norwood,13.9
455,2019,8,18,24,0,0,Norwood,14.3
456,2019,8,18,24,0,20,Norwood,13.95
457,2019,8,18,24,0,40,Norwood,12.24
458,2019,8,18,24,0,60,Norwood,13.79
459,2019,8,18,24,30,0,Norwood,15.04
460,2019,8,18,24,30,20,Norwood,15.06
461,2019,8,18,24,30,40,Norwood,16.35
462,2019,8,18,24,30,60,Norwood,14.62
463,2019,8,18,24,60,0,Norwood,14.71
464,2019,8,18,24,60,20,Norwood,13.42
465,2019,8,18,24,60,40,Norwood,14.02
466,2019,8,18,24,60,60,Norwood,14.24
467,2019,8,19,0,0,0,Norwood,12.64
468,2019,8,19,0,0,20,Norwood,12.8
469,2019,8,19,0,0,40,Norwood,13.91
470,2019,8,19,0,0,60,Norwood,13.04
471,2019,8,19,0,30,0,Norwood,12.7
472,2019,8,19,0,30,20,Norwood,12.86
473,2019,8,19,0,30,40,Norwood,14.86
474,2019,8,19,0,30,60,Norwood,15.37
475,2019,8,19,0,60,0,Norwood,15.35
476,2019,8,19,0,60,20,Norwood,14.93
477,2019,8,19,0,60,40,Norwood,14.8
478,2019,8,19,0,60,60,Norwood,13.48
479,2019,8,19,2,0,0,Norwood,15.37
480,2019,8,19,2,0,20,Norwood,16.99
481,2019,8,19,2,0,40,Norwood,15.62
482,2019,8,19,2,0,60,Norwood,14.46
483,2019,8,19,2,30,0,Norwood,14
484,2019,8,19,2,30,20,Norwood,14.33
485,2019,8,19,2,30,40,Norwood,14.13
486,2019,8,19,2,30,60,Norwood,13.22
487,2019,8,19,2,60,0,Norwood,14.77
488,2019,8,19,2,60,20,Norwood,14.15
489,2019,8,19,2,60,40,Norwood,13.48
490,2019,8,19,2,60,60,Norwood,15.48
491,2019,8,19,4,0,0,Norwood,16.26
492,2019,8,19,4,0,20,Norwood,15.35
493,2019,8,19,4,0,40,Norwood,14.88
494,2019,8,19,4,0,60,Norwood,13.95
495,2019,8,19,4,30,0,Norwood,14.97
496,2019,8,19,4,30,20,Norwood,13.26
497,2019,8,19,4,30,40,Norwood,12.77
498,2019,8,19,4,30,60,Norwood,13.82
499,2019,8,19,4,60,0,Norwood,14.6
500,2019,8,19,4,60,20,Norwood,14.79
501,2019,8,19,4,60,40,Norwood,15.44
502,2019,8,19,4,60,60,Norwood,13.6
503,2019,8,19,6,0,0,Norwood,15.55
504,2019,8,19,6,0,20,Norwood,15
505,2019,8,19,6,0,40,Norwood,13.62
506,2019,8,19,6,0,60,Norwood,14.53
507,2019,8,19,6,30,0,Norwood,15.04
508,2019,8,19,6,30,20,Norwood,15.02
509,2019,8,19,6,30,40,Norwood,14.95
510,2019,8,19,6,30,60,Norwood,16.15
511,2019,8,19,6,60,0,Norwood,17.1
512,2019,8,19,6,60,20,Norwood,18.219999
513,2019,8,19,6,60,40,Norwood,19.700001
514,2019,8,19,6,60,60,Norwood,17.99
515,2019,8,19,8,0,0,Norwood,18
516,2019,8,19,8,0,20,Norwood,18.75
517,2019,8,19,8,0,40,Norwood,17.1
518,2019,8,19,8,0,60,Norwood,18.5
519,2019,8,19,8,30,0,Norwood,17.1
520,2019,8,19,8,30,20,Norwood,15.4
521,2019,8,19,8,30,40,Norwood,15.3
522,2019,8,19,8,30,60,Norwood,17.219999
523,2019,8,19,8,60,0,Norwood,18.879999
524,2019,8,19,8,60,20,Norwood,18.5
525,2019,8,19,8,60,40,Norwood,20.309999
526,2019,8,19,8,60,60,Norwood,21.389999
527,2019,8,19,10,0,0,Norwood,19.75
528,2019,8,19,10,0,20,Norwood,19.77
529,2019,8,19,10,0,40,Norwood,21.299999
530,2019,8,19,10,0,60,Norwood,22.790001
531,2019,8,19,10,30,0,Norwood,24.790001
532,2019,8,19,10,30,20,Norwood,24.110001
533,2019,8,19,10,30,40,Norwood,24.66
534,2019,8,19,10,30,60,Norwood,24.440001
535,2019,8,19,10,60,0,Norwood,25.02
536,2019,8,19,10,60,20,Norwood,25.33
537,2019,8,19,10,60,40,Norwood,25.68
538,2019,8,19,10,60,60,Norwood,24.33
539,2019,8,19,12,0,0,Norwood,22.4
540,2019,8,19,12,0,20,Norwood,21.02
541,2019,8,19,12,0,40,Norwood,21.790001
542,2019,8,19,12,0,60,Norwood,23.57
543,2019,8,19,12,30,0,Norwood,21.790001
544,2019,8,19,12,30,20,Norwood,22.040001
545,2019,8,19,12,30,40,Norwood,20.790001
546,2019,8,19,12,30,60,Norwood,20.389999
547,2019,8,19,12,60,0,Norwood,19.15
548,2019,8,19,12,60,20,Norwood,17.799999
549,2019,8,19,12,60,40,Norwood,19.57
550,2019,8,19,12,60,60,Norwood,20.709999
551,2019,8,19,14,0,0,Norwood,22.040001
552,2019,8,19,14,0,20,Norwood,22.389999
553,2019,8,19,14,0,40,Norwood,22.57
554,2019,8,19,14,0,60,Norwood,23.4
555,2019,8,19,14,30,0,Norwood,23.42
556,2019,8,19,14,30,20,Norwood,23.549999
557,2019,8,19,14,30,40,Norwood,22
558,2019,8,19,14,30,60,Norwood,21.219999
559,2019,8,19,14,60,0,Norwood,20.9
560,2019,8,19,14,60,20,Norwood,21.950001
561,2019,8,19,14,60,40,Norwood,21.02
562,2019,8,19,14,60,60,Norwood,20.129999
563,2019,8,19,16,0,0,Norwood,19.200001
564,2019,8,19,16,0,20,Norwood,17.620001
565,2019,8,19,16,0,40,Norwood,16.99
566,2019,8,19,16,0,60,Norwood,17.280001
567,2019,8,19,16,30,0,Norwood,18.190001
568,2019,8,19,16,30,20,Norwood,18.530001
569,2019,8,19,16,30,40,Norwood,18.51
570,2019,8,19,16,30,60,Norwood,19.389999
571,2019,8,19,16,60,0,Norwood,18.700001
572,2019,8,19,16,60,20,Norwood,17.08
573,2019,8,19,16,60,40,Norwood,18.4
