ID|YEAR|MONTH|DAY|HOUR|MINUTE|SECOND|LOCATION|TEMPERATURE|YEAR|MONTH|DAY|HOUR|MINUTE|SECOND|LOCATION|HUMIDITY
423|2019|8|18|0|0|40|Norwood|12.13|2019|8|18|0|0|40|Norwood|18.280001
425|2019|8|18|0|0|60|Norwood|10.33|2019|8|18|0|0|60|Norwood|17.02
433|2019|8|18|0|30|0|Norwood|11.33|2019|8|18|0|30|0|Norwood|18.35
435|2019|8|18|0|30|20|Norwood|10.26|2019|8|18|0|30|20|Norwood|18.440001
437|2019|8|18|0|30|40|Norwood|9.3|2019|8|18|0|30|40|Norwood|18.389999
439|2019|8|18|0|30|60|Norwood|10.22|2019|8|18|0|30|60|Norwood|18.620001
447|2019|8|18|0|60|0|Norwood|11.5|2019|8|18|0|60|0|Norwood|17.17
449|2019|8|18|0|60|20|Norwood|10.24|2019|8|18|0|60|20|Norwood|15.17
451|2019|8|18|0|60|40|Norwood|10.84|2019|8|18|0|60|40|Norwood|16.059999
453|2019|8|18|0|60|60|Norwood|11.48|2019|8|18|0|60|60|Norwood|17.02
489|2019|8|18|10|0|0|Norwood|18.24|2019|8|18|10|0|0|Norwood|19.59
491|2019|8|18|10|0|20|Norwood|20.1|2019|8|18|10|0|20|Norwood|19.51
493|2019|8|18|10|0|40|Norwood|20.77|2019|8|18|10|0|40|Norwood|21.02
495|2019|8|18|10|0|60|Norwood|19.4|2019|8|18|10|0|60|Norwood|19.35
503|2019|8|18|10|30|0|Norwood|17.15|2019|8|18|10|30|0|Norwood|20.700001
505|2019|8|18|10|30|20|Norwood|15.1|2019|8|18|10|30|20|Norwood|22.280001
507|2019|8|18|10|30|40|Norwood|12.51|2019|8|18|10|30|40|Norwood|23.4
509|2019|8|18|10|30|60|Norwood|12.2|2019|8|18|10|30|60|Norwood|24.799999
517|2019|8|18|10|60|0|Norwood|11.71|2019|8|18|10|60|0|Norwood|23.66
519|2019|8|18|10|60|20|Norwood|14.99|2019|8|18|10|60|20|Norwood|24.51
521|2019|8|18|10|60|40|Norwood|13.8|2019|8|18|10|60|40|Norwood|23.26
523|2019|8|18|10|60|60|Norwood|12.33|2019|8|18|10|60|60|Norwood|25.059999
559|2019|8|18|20|0|0|Norwood|15.82|2019|8|18|20|0|0|Norwood|15.35
561|2019|8|18|20|0|20|Norwood|17.84|2019|8|18|20|0|20|Norwood|13.55
563|2019|8|18|20|0|40|Norwood|18.1|2019|8|18|20|0|40|Norwood|11.97
565|2019|8|18|20|0|60|Norwood|17|2019|8|18|20|0|60|Norwood|12.24
573|2019|8|18|20|30|0|Norwood|17.66|2019|8|18|20|30|0|Norwood|10.31
575|2019|8|18|20|30|20|Norwood|18.51|2019|8|18|20|30|20|Norwood|9.42
577|2019|8|18|20|30|40|Norwood|18.08|2019|8|18|20|30|40|Norwood|10.88
579|2019|8|18|20|30|60|Norwood|18.219999|2019|8|18|20|30|60|Norwood|11.73
587|2019|8|18|20|60|0|Norwood|19.200001|2019|8|18|20|60|0|Norwood|12.77
589|2019|8|18|20|60|20|Norwood|15.93|2019|8|18|20|60|20|Norwood|14.57
591|2019|8|18|20|60|40|Norwood|16.459999|2019|8|18|20|60|40|Norwood|14.55
593|2019|8|18|20|60|60|Norwood|16.77|2019|8|18|20|60|60|Norwood|14.06
629|2019|8|19|0|0|0|Norwood|15.5|2019|8|19|0|0|0|Norwood|15.44
631|2019|8|19|0|0|20|Norwood|13.48|2019|8|19|0|0|20|Norwood|14.4
633|2019|8|19|0|0|40|Norwood|10.5|2019|8|19|0|0|40|Norwood|14.04
635|2019|8|19|0|0|60|Norwood|14.15|2019|8|19|0|0|60|Norwood|12.08
643|2019|8|19|0|30|0|Norwood|8.33|2019|8|19|0|30|0|Norwood|11.8
645|2019|8|19|0|30|20|Norwood|10.46|2019|8|19|0|30|20|Norwood|11.51
647|2019|8|19|0|30|40|Norwood|12.2|2019|8|19|0|30|40|Norwood|10.37
649|2019|8|19|0|30|60|Norwood|10.77|2019|8|19|0|30|60|Norwood|11.68
657|2019|8|19|0|60|0|Norwood|14.7|2019|8|19|0|60|0|Norwood|11.2
659|2019|8|19|0|60|20|Norwood|13.02|2019|8|19|0|60|20|Norwood|11.62
661|2019|8|19|0|60|40|Norwood|11.53|2019|8|19|0|60|40|Norwood|10.77
663|2019|8|19|0|60|60|Norwood|10.79|2019|8|19|0|60|60|Norwood|9
699|2019|8|19|10|0|0|Norwood|14.3|2019|8|19|10|0|0|Norwood|16.35
701|2019|8|19|10|0|20|Norwood|15.55|2019|8|19|10|0|20|Norwood|17.969999
703|2019|8|19|10|0|40|Norwood|14.17|2019|8|19|10|0|40|Norwood|17.309999
705|2019|8|19|10|0|60|Norwood|14.13|2019|8|19|10|0|60|Norwood|18.620001
713|2019|8|19|10|30|0|Norwood|18.370001|2019|8|19|10|30|0|Norwood|19.93
715|2019|8|19|10|30|20|Norwood|16.6|2019|8|19|10|30|20|Norwood|18.02
717|2019|8|19|10|30|40|Norwood|15.88|2019|8|19|10|30|40|Norwood|18.549999
719|2019|8|19|10|30|60|Norwood|14.28|2019|8|19|10|30|60|Norwood|18.59
727|2019|8|19|10|60|0|Norwood|18.59|2019|8|19|10|60|0|Norwood|19.370001
729|2019|8|19|10|60|20|Norwood|19.99|2019|8|19|10|60|20|Norwood|18.99
731|2019|8|19|10|60|40|Norwood|22.110001|2019|8|19|10|60|40|Norwood|19.66
733|2019|8|19|10|60|60|Norwood|20.190001|2019|8|19|10|60|60|Norwood|19.389999
769|2019|8|19|20|0|0|Norwood|15.5|2019|8|19|20|0|0|Norwood|28.91
771|2019|8|19|20|0|20|Norwood|14.04|2019|8|19|20|0|20|Norwood|28.91
773|2019|8|19|20|0|40|Norwood|14.31|2019|8|19|20|0|40|Norwood|28.51
775|2019|8|19|20|0|60|Norwood|14.71|2019|8|19|20|0|60|Norwood|29.48
783|2019|8|19|20|30|0|Norwood|17.57|2019|8|19|20|30|0|Norwood|28.15
785|2019|8|19|20|30|20|Norwood|16.57|2019|8|19|20|30|20|Norwood|29.75
787|2019|8|19|20|30|40|Norwood|16.24|2019|8|19|20|30|40|Norwood|29.24
789|2019|8|19|20|30|60|Norwood|16.42|2019|8|19|20|30|60|Norwood|30.4
797|2019|8|19|20|60|0|Norwood|16.110001|2019|8|19|20|60|0|Norwood|32.099998
799|2019|8|19|20|60|20|Norwood|16.620001|2019|8|19|20|60|20|Norwood|31.549999
801|2019|8|19|20|60|40|Norwood|13.84|2019|8|19|20|60|40|Norwood|33.529999
803|2019|8|19|20|60|60|Norwood|15.2|2019|8|19|20|60|60|Norwood|32.459999
839|2019|8|20|0|0|0|Norwood|15.53|2019|8|20|0|0|0|Norwood|23.190001
841|2019|8|20|0|0|20|Norwood|15.31|2019|8|20|0|0|20|Norwood|24.33
843|2019|8|20|0|0|40|Norwood|13.55|2019|8|20|0|0|40|Norwood|25.15
845|2019|8|20|0|0|60|Norwood|13.22|2019|8|20|0|0|60|Norwood|24.15
853|2019|8|20|0|30|0|Norwood|10|2019|8|20|0|30|0|Norwood|24.549999
855|2019|8|20|0|30|20|Norwood|9.1|2019|8|20|0|30|20|Norwood|25.26
857|2019|8|20|0|30|40|Norwood|9.55|2019|8|20|0|30|40|Norwood|24.33
859|2019|8|20|0|30|60|Norwood|11.2|2019|8|20|0|30|60|Norwood|25.82
867|2019|8|20|0|60|0|Norwood|14.6|2019|8|20|0|60|0|Norwood|26.42
869|2019|8|20|0|60|20|Norwood|11.42|2019|8|20|0|60|20|Norwood|25.309999
871|2019|8|20|0|60|40|Norwood|15.13|2019|8|20|0|60|40|Norwood|23.73
873|2019|8|20|0|60|60|Norwood|18.4|2019|8|20|0|60|60|Norwood|25.219999
909|2019|8|20|10|0|0|Norwood|16.190001|2019|8|20|10|0|0|Norwood|35.080002
911|2019|8|20|10|0|20|Norwood|16.42|2019|8|20|10|0|20|Norwood|33.880001
913|2019|8|20|10|0|40|Norwood|14.73|2019|8|20|10|0|40|Norwood|33.369999
915|2019|8|20|10|0|60|Norwood|16.17|2019|8|20|10|0|60|Norwood|32.77
923|2019|8|20|10|30|0|Norwood|17.549999|2019|8|20|10|30|0|Norwood|31.950001
925|2019|8|20|10|30|20|Norwood|18.799999|2019|8|20|10|30|20|Norwood|33.599998
927|2019|8|20|10|30|40|Norwood|19.15|2019|8|20|10|30|40|Norwood|32.950001
929|2019|8|20|10|30|60|Norwood|20.91|2019|8|20|10|30|60|Norwood|31.190001
937|2019|8|20|10|60|0|Norwood|22|2019|8|20|10|60|0|Norwood|33.110001
939|2019|8|20|10|60|20|Norwood|21.26|2019|8|20|10|60|20|Norwood|32.990002
941|2019|8|20|10|60|40|Norwood|20.280001|2019|8|20|10|60|40|Norwood|34.799999
943|2019|8|20|10|60|60|Norwood|20.77|2019|8|20|10|60|60|Norwood|36.080002
979|2019|8|20|20|0|0|Norwood|17.709999|2019|8|20|20|0|0|Norwood|28.860001
981|2019|8|20|20|0|20|Norwood|18.51|2019|8|20|20|0|20|Norwood|27.309999
983|2019|8|20|20|0|40|Norwood|20.15|2019|8|20|20|0|40|Norwood|28.73
985|2019|8|20|20|0|60|Norwood|21.1|2019|8|20|20|0|60|Norwood|28.459999
993|2019|8|20|20|30|0|Norwood|19.75|2019|8|20|20|30|0|Norwood|28.299999
995|2019|8|20|20|30|20|Norwood|21.4|2019|8|20|20|30|20|Norwood|29.549999
997|2019|8|20|20|30|40|Norwood|22.219999|2019|8|20|20|30|40|Norwood|28.35
999|2019|8|20|20|30|60|Norwood|25.84|2019|8|20|20|30|60|Norwood|29.57
1007|2019|8|20|20|60|0|Norwood|27.48|2019|8|20|20|60|0|Norwood|28.82
1009|2019|8|20|20|60|20|Norwood|25.620001|2019|8|20|20|60|20|Norwood|28.33
1011|2019|8|20|20|60|40|Norwood|23.620001|2019|8|20|20|60|40|Norwood|26.77
1013|2019|8|20|20|60|60|Norwood|25.24|2019|8|20|20|60|60|Norwood|28.709999
1049|2019|8|21|0|0|0|Norwood|27.459999|2019|8|21|0|0|0|Norwood|20.5
1051|2019|8|21|0|0|20|Norwood|24.68|2019|8|21|0|0|20|Norwood|22.1
1053|2019|8|21|0|0|40|Norwood|23.879999|2019|8|21|0|0|40|Norwood|21.1
1055|2019|8|21|0|0|60|Norwood|24.530001|2019|8|21|0|0|60|Norwood|20.91
1063|2019|8|21|0|30|0|Norwood|20.57|2019|8|21|0|30|0|Norwood|20.190001
1065|2019|8|21|0|30|20|Norwood|21.17|2019|8|21|0|30|20|Norwood|18.66
1067|2019|8|21|0|30|40|Norwood|20.129999|2019|8|21|0|30|40|Norwood|17.59
1069|2019|8|21|0|30|60|Norwood|20.08|2019|8|21|0|30|60|Norwood|17.620001
1077|2019|8|21|0|60|0|Norwood|18.309999|2019|8|21|0|60|0|Norwood|16.799999
1079|2019|8|21|0|60|20|Norwood|18.459999|2019|8|21|0|60|20|Norwood|14.8
1081|2019|8|21|0|60|40|Norwood|19.950001|2019|8|21|0|60|40|Norwood|14.66
1083|2019|8|21|0|60|60|Norwood|19.35|2019|8|21|0|60|60|Norwood|13.24
1119|2019|8|21|10|0|0|Norwood|18.66|2019|8|21|10|0|0|Norwood|12.73
1121|2019|8|21|10|0|20|Norwood|19.66|2019|8|21|10|0|20|Norwood|13.15
1123|2019|8|21|10|0|40|Norwood|19.370001|2019|8|21|10|0|40|Norwood|12.08
1125|2019|8|21|10|0|60|Norwood|17.309999|2019|8|21|10|0|60|Norwood|13.28
1133|2019|8|21|10|30|0|Norwood|19.549999|2019|8|21|10|30|0|Norwood|11.68
1135|2019|8|21|10|30|20|Norwood|18.02|2019|8|21|10|30|20|Norwood|12.8
1137|2019|8|21|10|30|40|Norwood|16.549999|2019|8|21|10|30|40|Norwood|14.44
1139|2019|8|21|10|30|60|Norwood|17.6|2019|8|21|10|30|60|Norwood|15.13
1147|2019|8|21|10|60|0|Norwood|18.99|2019|8|21|10|60|0|Norwood|17.02
1149|2019|8|21|10|60|20|Norwood|18.26|2019|8|21|10|60|20|Norwood|16.620001
1151|2019|8|21|10|60|40|Norwood|17.57|2019|8|21|10|60|40|Norwood|17.700001
1153|2019|8|21|10|60|60|Norwood|14.91|2019|8|21|10|60|60|Norwood|16.08
1189|2019|8|21|20|0|0|Norwood|17.110001|2019|8|21|20|0|0|Norwood|12.17
1191|2019|8|21|20|0|20|Norwood|18.620001|2019|8|21|20|0|20|Norwood|10.28
1193|2019|8|21|20|0|40|Norwood|21.48|2019|8|21|20|0|40|Norwood|12.06
1195|2019|8|21|20|0|60|Norwood|20.91|2019|8|21|20|0|60|Norwood|13.24
1203|2019|8|21|20|30|0|Norwood|24.99|2019|8|21|20|30|0|Norwood|12.66
1205|2019|8|21|20|30|20|Norwood|26.459999|2019|8|21|20|30|20|Norwood|12.31
1207|2019|8|21|20|30|40|Norwood|26.6|2019|8|21|20|30|40|Norwood|12.13
1209|2019|8|21|20|30|60|Norwood|25.1|2019|8|21|20|30|60|Norwood|12.42
1217|2019|8|21|20|60|0|Norwood|27|2019|8|21|20|60|0|Norwood|13.99
1219|2019|8|21|20|60|20|Norwood|27.299999|2019|8|21|20|60|20|Norwood|15.77
1221|2019|8|21|20|60|40|Norwood|29.77|2019|8|21|20|60|40|Norwood|14.91
1223|2019|8|21|20|60|60|Norwood|28.33|2019|8|21|20|60|60|Norwood|15.6
1259|2019|8|22|0|0|0|Norwood|33.84|2019|8|22|0|0|0|Norwood|13.4
1261|2019|8|22|0|0|20|Norwood|35.349998|2019|8|22|0|0|20|Norwood|14.39
1263|2019|8|22|0|0|40|Norwood|35.349998|2019|8|22|0|0|40|Norwood|16.200001
1265|2019|8|22|0|0|60|Norwood|34.150002|2019|8|22|0|0|60|Norwood|15.66
1273|2019|8|22|0|30|0|Norwood|35.549999|2019|8|22|0|30|0|Norwood|17.389999
1275|2019|8|22|0|30|20|Norwood|37.389999|2019|8|22|0|30|20|Norwood|17.110001
1277|2019|8|22|0|30|40|Norwood|37.060001|2019|8|22|0|30|40|Norwood|16.530001
1279|2019|8|22|0|30|60|Norwood|35.91|2019|8|22|0|30|60|Norwood|16.440001
1287|2019|8|22|0|60|0|Norwood|36.130001|2019|8|22|0|60|0|Norwood|17.15
1289|2019|8|22|0|60|20|Norwood|35.150002|2019|8|22|0|60|20|Norwood|18.26
1291|2019|8|22|0|60|40|Norwood|34.080002|2019|8|22|0|60|40|Norwood|19.77
1293|2019|8|22|0|60|60|Norwood|31.1|2019|8|22|0|60|60|Norwood|18.200001
1329|2019|8|22|10|0|0|Norwood|30.42|2019|8|22|10|0|0|Norwood|11.24
1331|2019|8|22|10|0|20|Norwood|29.51|2019|8|22|10|0|20|Norwood|12.17
1333|2019|8|22|10|0|40|Norwood|31.82|2019|8|22|10|0|40|Norwood|11.6
1335|2019|8|22|10|0|60|Norwood|34.639999|2019|8|22|10|0|60|Norwood|10.88
1343|2019|8|22|10|30|0|Norwood|35|2019|8|22|10|30|0|Norwood|11.46
1345|2019|8|22|10|30|20|Norwood|33.419998|2019|8|22|10|30|20|Norwood|11.46
1347|2019|8|22|10|30|40|Norwood|34.110001|2019|8|22|10|30|40|Norwood|9.71
1349|2019|8|22|10|30|60|Norwood|32.419998|2019|8|22|10|30|60|Norwood|9.66
1357|2019|8|22|10|60|0|Norwood|30.620001|2019|8|22|10|60|0|Norwood|9.71
1359|2019|8|22|10|60|20|Norwood|33.040001|2019|8|22|10|60|20|Norwood|8.08
1361|2019|8|22|10|60|40|Norwood|34.48|2019|8|22|10|60|40|Norwood|9.26
1363|2019|8|22|10|60|60|Norwood|36|2019|8|22|10|60|60|Norwood|9.9
1399|2019|8|22|20|0|0|Norwood|35.799999|2019|8|22|20|0|0|Norwood|16.370001
1401|2019|8|22|20|0|20|Norwood|36.700001|2019|8|22|20|0|20|Norwood|15.88
1403|2019|8|22|20|0|40|Norwood|37.040001|2019|8|22|20|0|40|Norwood|17.639999
1405|2019|8|22|20|0|60|Norwood|35.080002|2019|8|22|20|0|60|Norwood|17.73
1413|2019|8|22|20|30|0|Norwood|33.57|2019|8|22|20|30|0|Norwood|16.66
1415|2019|8|22|20|30|20|Norwood|30.620001|2019|8|22|20|30|20|Norwood|15.88
1417|2019|8|22|20|30|40|Norwood|29.02|2019|8|22|20|30|40|Norwood|14.6
1419|2019|8|22|20|30|60|Norwood|29.860001|2019|8|22|20|30|60|Norwood|14.04
1427|2019|8|22|20|60|0|Norwood|24.620001|2019|8|22|20|60|0|Norwood|13.2
1429|2019|8|22|20|60|20|Norwood|24.99|2019|8|22|20|60|20|Norwood|12.48
1431|2019|8|22|20|60|40|Norwood|25.129999|2019|8|22|20|60|40|Norwood|11.57
1433|2019|8|22|20|60|60|Norwood|26.370001|2019|8|22|20|60|60|Norwood|11.93
1469|2019|8|23|0|0|0|Norwood|26.219999|2019|8|23|0|0|0|Norwood|12.35
1471|2019|8|23|0|0|20|Norwood|23.91|2019|8|23|0|0|20|Norwood|13.26
1473|2019|8|23|0|0|40|Norwood|26.48|2019|8|23|0|0|40|Norwood|12.48
1475|2019|8|23|0|0|60|Norwood|26.73|2019|8|23|0|0|60|Norwood|13.44
1483|2019|8|23|0|30|0|Norwood|19.57|2019|8|23|0|30|0|Norwood|14.8
1485|2019|8|23|0|30|20|Norwood|21.77|2019|8|23|0|30|20|Norwood|13.31
1487|2019|8|23|0|30|40|Norwood|19.1|2019|8|23|0|30|40|Norwood|12.53
1489|2019|8|23|0|30|60|Norwood|16.700001|2019|8|23|0|30|60|Norwood|11.86
1497|2019|8|23|0|60|0|Norwood|14|2019|8|23|0|60|0|Norwood|9.86
1499|2019|8|23|0|60|20|Norwood|16.1|2019|8|23|0|60|20|Norwood|9.17
1501|2019|8|23|0|60|40|Norwood|17.190001|2019|8|23|0|60|40|Norwood|9.24
1503|2019|8|23|0|60|60|Norwood|18.059999|2019|8|23|0|60|60|Norwood|9.91
1539|2019|8|23|10|0|0|Norwood|20.129999|2019|8|23|10|0|0|Norwood|14.35
1541|2019|8|23|10|0|20|Norwood|21.4|2019|8|23|10|0|20|Norwood|15.86
1543|2019|8|23|10|0|40|Norwood|19.84|2019|8|23|10|0|40|Norwood|17.190001
1545|2019|8|23|10|0|60|Norwood|17.309999|2019|8|23|10|0|60|Norwood|17.040001
1553|2019|8|23|10|30|0|Norwood|16.219999|2019|8|23|10|30|0|Norwood|18.91
1555|2019|8|23|10|30|20|Norwood|14.2|2019|8|23|10|30|20|Norwood|20.4
1557|2019|8|23|10|30|40|Norwood|15.08|2019|8|23|10|30|40|Norwood|20.799999
1559|2019|8|23|10|30|60|Norwood|15|2019|8|23|10|30|60|Norwood|22.219999
1567|2019|8|23|10|60|0|Norwood|15.53|2019|8|23|10|60|0|Norwood|20.879999
1569|2019|8|23|10|60|20|Norwood|16.530001|2019|8|23|10|60|20|Norwood|19.620001
1571|2019|8|23|10|60|40|Norwood|15.46|2019|8|23|10|60|40|Norwood|20.370001
1573|2019|8|23|10|60|60|Norwood|14.08|2019|8|23|10|60|60|Norwood|21.879999
1609|2019|8|23|20|0|0|Norwood|17.530001|2019|8|23|20|0|0|Norwood|25.059999
1611|2019|8|23|20|0|20|Norwood|19|2019|8|23|20|0|20|Norwood|24.99
1613|2019|8|23|20|0|40|Norwood|17.129999|2019|8|23|20|0|40|Norwood|25.91
1615|2019|8|23|20|0|60|Norwood|15.46|2019|8|23|20|0|60|Norwood|25.700001
1623|2019|8|23|20|30|0|Norwood|13.6|2019|8|23|20|30|0|Norwood|24.969999
1625|2019|8|23|20|30|20|Norwood|11.57|2019|8|23|20|30|20|Norwood|25.129999
1627|2019|8|23|20|30|40|Norwood|12.13|2019|8|23|20|30|40|Norwood|23.99
1629|2019|8|23|20|30|60|Norwood|12.28|2019|8|23|20|30|60|Norwood|24.02
1637|2019|8|23|20|60|0|Norwood|17.200001|2019|8|23|20|60|0|Norwood|25.4
1639|2019|8|23|20|60|20|Norwood|16.639999|2019|8|23|20|60|20|Norwood|26.82
1641|2019|8|23|20|60|40|Norwood|15.99|2019|8|23|20|60|40|Norwood|25.200001
1643|2019|8|23|20|60|60|Norwood|16.059999|2019|8|23|20|60|60|Norwood|24.530001
1679|2019|8|24|0|0|0|Norwood|15.86|2019|8|24|0|0|0|Norwood|15.2
1681|2019|8|24|0|0|20|Norwood|17.08|2019|8|24|0|0|20|Norwood|16.48
1683|2019|8|24|0|0|40|Norwood|18.26|2019|8|24|0|0|40|Norwood|18.440001
1685|2019|8|24|0|0|60|Norwood|19.91|2019|8|24|0|0|60|Norwood|17.26
1693|2019|8|24|0|30|0|Norwood|24.280001|2019|8|24|0|30|0|Norwood|18.200001
1695|2019|8|24|0|30|20|Norwood|24.99|2019|8|24|0|30|20|Norwood|19.84
1697|2019|8|24|0|30|40|Norwood|23.51|2019|8|24|0|30|40|Norwood|20.1
