ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LOCATION,HUMIDITY
86,2019,8,16,8,52,0,Norwood,16.059999
87,2019,8,16,8,52,30,Norwood,17.309999
88,2019,8,16,8,52,60,Norwood,15.84
89,2019,8,16,8,56,0,Norwood,14.5
90,2019,8,16,8,56,30,Norwood,12.97
91,2019,8,16,8,56,60,Norwood,12.51
92,2019,8,16,8,60,0,Norwood,14.17
93,2019,8,16,8,60,30,Norwood,14.77
94,2019,8,16,8,60,60,Norwood,15.73
95,2019,8,16,16,0,0,Norwood,15.53
96,2019,8,16,16,0,30,Norwood,13.84
97,2019,8,16,16,0,60,Norwood,13.97
98,2019,8,16,16,4,0,Norwood,15.02
99,2019,8,16,16,4,30,Norwood,15.82
100,2019,8,16,16,4,60,Norwood,15.48
101,2019,8,16,16,8,0,Norwood,17.299999
102,2019,8,16,16,8,30,Norwood,16.110001
103,2019,8,16,16,8,60,Norwood,14.95
104,2019,8,16,16,12,0,Norwood,16.700001
105,2019,8,16,16,12,30,Norwood,16.24
106,2019,8,16,16,12,60,Norwood,15.39
107,2019,8,16,16,16,0,Norwood,15.66
108,2019,8,16,16,16,30,Norwood,15.5
109,2019,8,16,16,16,60,Norwood,15.02
110,2019,8,16,16,20,0,Norwood,16.66
111,2019,8,16,16,20,30,Norwood,16.299999
112,2019,8,16,16,20,60,Norwood,15.73
113,2019,8,16,16,24,0,Norwood,14.75
114,2019,8,16,16,24,30,Norwood,13.02
115,2019,8,16,16,24,60,Norwood,13.59
116,2019,8,16,16,28,0,Norwood,11.59
117,2019,8,16,16,28,30,Norwood,13.4
118,2019,8,16,16,28,60,Norwood,13.11
119,2019,8,16,16,32,0,Norwood,11.59
120,2019,8,16,16,32,30,Norwood,13.59
121,2019,8,16,16,32,60,Norwood,11.59
122,2019,8,16,16,36,0,Norwood,10.15
123,2019,8,16,16,36,30,Norwood,11.04
124,2019,8,16,16,36,60,Norwood,10.37
125,2019,8,16,16,40,0,Norwood,8.99
126,2019,8,16,16,40,30,Norwood,10.8
127,2019,8,16,16,40,60,Norwood,10.0
128,2019,8,16,16,44,0,Norwood,10.08
129,2019,8,16,16,44,30,Norwood,12.04
130,2019,8,16,16,44,60,Norwood,11.24
131,2019,8,16,16,48,0,Norwood,11.04
132,2019,8,16,16,48,30,Norwood,12.59
133,2019,8,16,16,48,60,Norwood,14.42
134,2019,8,16,16,52,0,Norwood,12.53
135,2019,8,16,16,52,30,Norwood,13.28
136,2019,8,16,16,52,60,Norwood,15.26
137,2019,8,16,16,56,0,Norwood,14.2
138,2019,8,16,16,56,30,Norwood,13.2
139,2019,8,16,16,56,60,Norwood,11.28
140,2019,8,16,16,60,0,Norwood,13.28
141,2019,8,16,16,60,30,Norwood,14.53
142,2019,8,16,16,60,60,Norwood,14.51
143,2019,8,16,24,0,0,Norwood,13.04
144,2019,8,16,24,0,30,Norwood,11.42
145,2019,8,16,24,0,60,Norwood,12.2
146,2019,8,16,24,4,0,Norwood,11.55
147,2019,8,16,24,4,30,Norwood,11.37
148,2019,8,16,24,4,60,Norwood,9.86
149,2019,8,16,24,8,0,Norwood,8.99
150,2019,8,16,24,8,30,Norwood,10.59
151,2019,8,16,24,8,60,Norwood,10.44
152,2019,8,16,24,12,0,Norwood,10.5
153,2019,8,16,24,12,30,Norwood,10.8
154,2019,8,16,24,12,60,Norwood,12.37
155,2019,8,16,24,16,0,Norwood,11.99
156,2019,8,16,24,16,30,Norwood,13.91
157,2019,8,16,24,16,60,Norwood,12.46
158,2019,8,16,24,20,0,Norwood,13.31
159,2019,8,16,24,20,30,Norwood,12.4
160,2019,8,16,24,20,60,Norwood,12.4
161,2019,8,16,24,24,0,Norwood,13.99
162,2019,8,16,24,24,30,Norwood,13.1
163,2019,8,16,24,24,60,Norwood,12.59
164,2019,8,16,24,28,0,Norwood,13.5
165,2019,8,16,24,28,30,Norwood,13.1
166,2019,8,16,24,28,60,Norwood,12.99
167,2019,8,16,24,32,0,Norwood,11.2
168,2019,8,16,24,32,30,Norwood,13.15
169,2019,8,16,24,32,60,Norwood,13.39
170,2019,8,16,24,36,0,Norwood,11.57
171,2019,8,16,24,36,30,Norwood,13.55
172,2019,8,16,24,36,60,Norwood,13.24
173,2019,8,16,24,40,0,Norwood,13.62
174,2019,8,16,24,40,30,Norwood,12.44
175,2019,8,16,24,40,60,Norwood,13.02
176,2019,8,16,24,44,0,Norwood,11.95
177,2019,8,16,24,44,30,Norwood,13.17
178,2019,8,16,24,44,60,Norwood,11.33
179,2019,8,16,24,48,0,Norwood,13.24
180,2019,8,16,24,48,30,Norwood,12.22
181,2019,8,16,24,48,60,Norwood,13.0
182,2019,8,16,24,52,0,Norwood,13.24
183,2019,8,16,24,52,30,Norwood,14.57
184,2019,8,16,24,52,60,Norwood,15.24
185,2019,8,16,24,56,0,Norwood,14.5
186,2019,8,16,24,56,30,Norwood,16.299999
187,2019,8,16,24,56,60,Norwood,17.1
188,2019,8,16,24,60,0,Norwood,18.48
189,2019,8,16,24,60,30,Norwood,20.129999
190,2019,8,16,24,60,60,Norwood,22.129999
191,2019,8,36,0,0,0,Norwood,20.48
192,2019,8,36,0,0,30,Norwood,19.08
193,2019,8,36,0,0,60,Norwood,20.42
194,2019,8,36,0,4,0,Norwood,20.190001
195,2019,8,36,0,4,30,Norwood,18.299999
196,2019,8,36,0,4,60,Norwood,18.950001
197,2019,8,36,0,8,0,Norwood,19.66
198,2019,8,36,0,8,30,Norwood,19.99
199,2019,8,36,0,8,60,Norwood,18.24
200,2019,8,36,0,12,0,Norwood,18.15
201,2019,8,36,0,12,30,Norwood,17.309999
202,2019,8,36,0,12,60,Norwood,16.1
203,2019,8,36,0,16,0,Norwood,14.39
204,2019,8,36,0,16,30,Norwood,12.51
205,2019,8,36,0,16,60,Norwood,13.3
206,2019,8,36,0,20,0,Norwood,14.37
207,2019,8,36,0,20,30,Norwood,14.1
208,2019,8,36,0,20,60,Norwood,12.6
209,2019,8,36,0,24,0,Norwood,10.84
210,2019,8,36,0,24,30,Norwood,10.39
211,2019,8,36,0,24,60,Norwood,11.11
212,2019,8,36,0,28,0,Norwood,12.55
213,2019,8,36,0,28,30,Norwood,12.68
214,2019,8,36,0,28,60,Norwood,11.77
215,2019,8,36,0,32,0,Norwood,13.42
216,2019,8,36,0,32,30,Norwood,13.37
217,2019,8,36,0,32,60,Norwood,13.95
218,2019,8,36,0,36,0,Norwood,14.0
219,2019,8,36,0,36,30,Norwood,12.8
220,2019,8,36,0,36,60,Norwood,11.24
221,2019,8,36,0,40,0,Norwood,10.17
222,2019,8,36,0,40,30,Norwood,11.02
223,2019,8,36,0,40,60,Norwood,11.97
224,2019,8,36,0,44,0,Norwood,10.4
225,2019,8,36,0,44,30,Norwood,10.7
226,2019,8,36,0,44,60,Norwood,9.8
227,2019,8,36,0,48,0,Norwood,10.0
228,2019,8,36,0,48,30,Norwood,9.31
229,2019,8,36,0,48,60,Norwood,9.95
230,2019,8,36,0,52,0,Norwood,10.4
231,2019,8,36,0,52,30,Norwood,11.5
232,2019,8,36,0,52,60,Norwood,11.57
233,2019,8,36,0,56,0,Norwood,10.19
234,2019,8,36,0,56,30,Norwood,11.19
235,2019,8,36,0,56,60,Norwood,10.33
236,2019,8,36,0,60,0,Norwood,12.04
237,2019,8,36,0,60,30,Norwood,12.11
238,2019,8,36,0,60,60,Norwood,10.84
239,2019,8,36,8,0,0,Norwood,11.57
240,2019,8,36,8,0,30,Norwood,12.5
241,2019,8,36,8,0,60,Norwood,12.5
242,2019,8,36,8,4,0,Norwood,11.39
243,2019,8,36,8,4,30,Norwood,11.2
244,2019,8,36,8,4,60,Norwood,9.97
245,2019,8,36,8,8,0,Norwood,11.13
246,2019,8,36,8,8,30,Norwood,12.95
247,2019,8,36,8,8,60,Norwood,12.73
248,2019,8,36,8,12,0,Norwood,14.6
249,2019,8,36,8,12,30,Norwood,15.71
250,2019,8,36,8,12,60,Norwood,15.73
251,2019,8,36,8,16,0,Norwood,14.19
252,2019,8,36,8,16,30,Norwood,14.35
253,2019,8,36,8,16,60,Norwood,16.200001
254,2019,8,36,8,20,0,Norwood,14.73
255,2019,8,36,8,20,30,Norwood,14.44
256,2019,8,36,8,20,60,Norwood,13.62
257,2019,8,36,8,24,0,Norwood,12.51
258,2019,8,36,8,24,30,Norwood,11.66
259,2019,8,36,8,24,60,Norwood,13.46
260,2019,8,36,8,28,0,Norwood,13.02
261,2019,8,36,8,28,30,Norwood,14.1
262,2019,8,36,8,28,60,Norwood,15.46
263,2019,8,36,8,32,0,Norwood,16.190001
264,2019,8,36,8,32,30,Norwood,15.33
265,2019,8,36,8,32,60,Norwood,14.64
266,2019,8,36,8,36,0,Norwood,15.82
267,2019,8,36,8,36,30,Norwood,15.8
268,2019,8,36,8,36,60,Norwood,17.700001
269,2019,8,36,8,40,0,Norwood,15.77
270,2019,8,36,8,40,30,Norwood,17.309999
271,2019,8,36,8,40,60,Norwood,16.1
272,2019,8,36,8,44,0,Norwood,14.37
273,2019,8,36,8,44,30,Norwood,13.51
274,2019,8,36,8,44,60,Norwood,11.6
275,2019,8,36,8,48,0,Norwood,13.44
276,2019,8,36,8,48,30,Norwood,13.6
277,2019,8,36,8,48,60,Norwood,12.79
278,2019,8,36,8,52,0,Norwood,12.1
279,2019,8,36,8,52,30,Norwood,11.88
280,2019,8,36,8,52,60,Norwood,11.6
281,2019,8,36,8,56,0,Norwood,13.28
282,2019,8,36,8,56,30,Norwood,13.53
283,2019,8,36,8,56,60,Norwood,11.55
284,2019,8,36,8,60,0,Norwood,12.73
285,2019,8,36,8,60,30,Norwood,14.53
286,2019,8,36,8,60,60,Norwood,14.15
287,2019,8,36,16,0,0,Norwood,12.62
288,2019,8,36,16,0,30,Norwood,11.71
289,2019,8,36,16,0,60,Norwood,12.57
290,2019,8,36,16,4,0,Norwood,11.53
291,2019,8,36,16,4,30,Norwood,12.73
292,2019,8,36,16,4,60,Norwood,10.79
293,2019,8,36,16,8,0,Norwood,11.13
294,2019,8,36,16,8,30,Norwood,10.82
295,2019,8,36,16,8,60,Norwood,11.11
296,2019,8,36,16,12,0,Norwood,11.22
297,2019,8,36,16,12,30,Norwood,10.5
298,2019,8,36,16,12,60,Norwood,9.82
299,2019,8,36,16,16,0,Norwood,8.22
300,2019,8,36,16,16,30,Norwood,9.22
301,2019,8,36,16,16,60,Norwood,10.55
302,2019,8,36,16,20,0,Norwood,11.9
303,2019,8,36,16,20,30,Norwood,10.17
304,2019,8,36,16,20,60,Norwood,9.71
305,2019,8,36,16,24,0,Norwood,10.44
306,2019,8,36,16,24,30,Norwood,9.53
307,2019,8,36,16,24,60,Norwood,11.5
308,2019,8,36,16,28,0,Norwood,10.88
309,2019,8,36,16,28,30,Norwood,11.84
310,2019,8,36,16,28,60,Norwood,11.55
311,2019,8,36,16,32,0,Norwood,13.15
312,2019,8,36,16,32,30,Norwood,12.59
313,2019,8,36,16,32,60,Norwood,13.31
314,2019,8,36,16,36,0,Norwood,15.02
315,2019,8,36,16,36,30,Norwood,14.84
316,2019,8,36,16,36,60,Norwood,16.1
317,2019,8,36,16,40,0,Norwood,15.95
318,2019,8,36,16,40,30,Norwood,14.99
319,2019,8,36,16,40,60,Norwood,14.46
320,2019,8,36,16,44,0,Norwood,16.24
321,2019,8,36,16,44,30,Norwood,14.53
322,2019,8,36,16,44,60,Norwood,16.42
323,2019,8,36,16,48,0,Norwood,15.17
324,2019,8,36,16,48,30,Norwood,15.31
325,2019,8,36,16,48,60,Norwood,13.99
326,2019,8,36,16,52,0,Norwood,12.8
327,2019,8,36,16,52,30,Norwood,11.53
328,2019,8,36,16,52,60,Norwood,11.55
329,2019,8,36,16,56,0,Norwood,10.08
330,2019,8,36,16,56,30,Norwood,11.11
331,2019,8,36,16,56,60,Norwood,12.62
332,2019,8,36,16,60,0,Norwood,12.15
333,2019,8,36,16,60,30,Norwood,10.26
334,2019,8,36,16,60,60,Norwood,10.7
335,2019,8,36,24,0,0,Norwood,10.95
336,2019,8,36,24,0,30,Norwood,12.22
337,2019,8,36,24,0,60,Norwood,11.0
338,2019,8,36,24,4,0,Norwood,11.57
339,2019,8,36,24,4,30,Norwood,10.04
340,2019,8,36,24,4,60,Norwood,9.08
341,2019,8,36,24,8,0,Norwood,8.55
342,2019,8,36,24,8,30,Norwood,10.55
343,2019,8,36,24,8,60,Norwood,12.55
344,2019,8,36,24,12,0,Norwood,11.82
345,2019,8,36,24,12,30,Norwood,10.64
346,2019,8,36,24,12,60,Norwood,11.04
347,2019,8,36,24,16,0,Norwood,11.04
348,2019,8,36,24,16,30,Norwood,11.4
349,2019,8,36,24,16,60,Norwood,11.11
350,2019,8,36,24,20,0,Norwood,9.37
351,2019,8,36,24,20,30,Norwood,9.31
352,2019,8,36,24,20,60,Norwood,9.55
353,2019,8,36,24,24,0,Norwood,11.31
354,2019,8,36,24,24,30,Norwood,10.0
355,2019,8,36,24,24,60,Norwood,11.33
356,2019,8,36,24,28,0,Norwood,12.42
357,2019,8,36,24,28,30,Norwood,12.11
358,2019,8,36,24,28,60,Norwood,13.37
359,2019,8,36,24,32,0,Norwood,12.3
360,2019,8,36,24,32,30,Norwood,10.39
361,2019,8,36,24,32,60,Norwood,12.37
362,2019,8,36,24,36,0,Norwood,12.55
363,2019,8,36,24,36,30,Norwood,10.7
364,2019,8,36,24,36,60,Norwood,11.95
365,2019,8,36,24,40,0,Norwood,13.62
366,2019,8,36,24,40,30,Norwood,11.88
367,2019,8,36,24,40,60,Norwood,11.44
368,2019,8,36,24,44,0,Norwood,10.84
369,2019,8,36,24,44,30,Norwood,12.17
370,2019,8,36,24,44,60,Norwood,13.77
371,2019,8,36,24,48,0,Norwood,13.19
372,2019,8,36,24,48,30,Norwood,11.55
373,2019,8,36,24,48,60,Norwood,9.9
374,2019,8,36,24,52,0,Norwood,9.75
375,2019,8,36,24,52,30,Norwood,10.08
376,2019,8,36,24,52,60,Norwood,9.77
377,2019,8,36,24,56,0,Norwood,9.4
378,2019,8,36,24,56,30,Norwood,8.95
379,2019,8,36,24,56,60,Norwood,8.77
380,2019,8,36,24,60,0,Norwood,9.59
381,2019,8,36,24,60,30,Norwood,11.57
382,2019,8,36,24,60,60,Norwood,11.79
383,2019,9,1,0,0,0,Norwood,13.13
384,2019,9,1,0,0,30,Norwood,11.6
385,2019,9,1,0,0,60,Norwood,11.68
386,2019,9,1,0,4,0,Norwood,12.0
387,2019,9,1,0,4,30,Norwood,12.6
388,2019,9,1,0,4,60,Norwood,12.6
389,2019,9,1,0,8,0,Norwood,11.4
390,2019,9,1,0,8,30,Norwood,11.77
391,2019,9,1,0,8,60,Norwood,12.53
392,2019,9,1,0,12,0,Norwood,11.02
393,2019,9,1,0,12,30,Norwood,12.51
394,2019,9,1,0,12,60,Norwood,10.82
395,2019,9,1,0,16,0,Norwood,9.3
396,2019,9,1,0,16,30,Norwood,10.35
397,2019,9,1,0,16,60,Norwood,8.44
398,2019,9,1,0,20,0,Norwood,10.28
399,2019,9,1,0,20,30,Norwood,11.77
400,2019,9,1,0,20,60,Norwood,12.1
401,2019,9,1,0,24,0,Norwood,10.44
402,2019,9,1,0,24,30,Norwood,10.42
403,2019,9,1,0,24,60,Norwood,10.19
404,2019,9,1,0,28,0,Norwood,9.17
405,2019,9,1,0,28,30,Norwood,10.3
406,2019,9,1,0,28,60,Norwood,9.82
407,2019,9,1,0,32,0,Norwood,10.3
408,2019,9,1,0,32,30,Norwood,11.82
409,2019,9,1,0,32,60,Norwood,13.82
410,2019,9,1,0,36,0,Norwood,14.19
411,2019,9,1,0,36,30,Norwood,12.97
412,2019,9,1,0,36,60,Norwood,11.91
413,2019,9,1,0,40,0,Norwood,10.7
414,2019,9,1,0,40,30,Norwood,10.35
415,2019,9,1,0,40,60,Norwood,11.57
416,2019,9,1,0,44,0,Norwood,13.35
417,2019,9,1,0,44,30,Norwood,13.24
418,2019,9,1,0,44,60,Norwood,12.24
419,2019,9,1,0,48,0,Norwood,14.22
420,2019,9,1,0,48,30,Norwood,12.77
421,2019,9,1,0,48,60,Norwood,14.6
422,2019,9,1,0,52,0,Norwood,14.22
423,2019,9,1,0,52,30,Norwood,14.66
424,2019,9,1,0,52,60,Norwood,14.97
425,2019,9,1,0,56,0,Norwood,16.299999
426,2019,9,1,0,56,30,Norwood,16.33
427,2019,9,1,0,56,60,Norwood,14.77
428,2019,9,1,0,60,0,Norwood,15.48
429,2019,9,1,0,60,30,Norwood,16.77
430,2019,9,1,0,60,60,Norwood,15.7
431,2019,9,1,8,0,0,Norwood,17.6
432,2019,9,1,8,0,30,Norwood,16.700001
433,2019,9,1,8,0,60,Norwood,15.37
434,2019,9,1,8,4,0,Norwood,13.95
435,2019,9,1,8,4,30,Norwood,12.17
436,2019,9,1,8,4,60,Norwood,11.35
437,2019,9,1,8,8,0,Norwood,11.82
438,2019,9,1,8,8,30,Norwood,10.19
439,2019,9,1,8,8,60,Norwood,11.53
440,2019,9,1,8,12,0,Norwood,12.44
441,2019,9,1,8,12,30,Norwood,12.3
442,2019,9,1,8,12,60,Norwood,12.19
443,2019,9,1,8,16,0,Norwood,13.73
444,2019,9,1,8,16,30,Norwood,14.71
445,2019,9,1,8,16,60,Norwood,15.51
446,2019,9,1,8,20,0,Norwood,15.0
447,2019,9,1,8,20,30,Norwood,16.700001
448,2019,9,1,8,20,60,Norwood,15.97
449,2019,9,1,8,24,0,Norwood,14.39
450,2019,9,1,8,24,30,Norwood,12.42
451,2019,9,1,8,24,60,Norwood,13.22
452,2019,9,1,8,28,0,Norwood,12.37
453,2019,9,1,8,28,30,Norwood,11.9
454,2019,9,1,8,28,60,Norwood,11.22
455,2019,9,1,8,32,0,Norwood,9.68
456,2019,9,1,8,32,30,Norwood,10.51
457,2019,9,1,8,32,60,Norwood,10.84
458,2019,9,1,8,36,0,Norwood,9.11
459,2019,9,1,8,36,30,Norwood,10.59
460,2019,9,1,8,36,60,Norwood,9.22
461,2019,9,1,8,40,0,Norwood,10.19
462,2019,9,1,8,40,30,Norwood,9.35
463,2019,9,1,8,40,60,Norwood,10.59
464,2019,9,1,8,44,0,Norwood,9.64
465,2019,9,1,8,44,30,Norwood,10.51
466,2019,9,1,8,44,60,Norwood,10.24
467,2019,9,1,8,48,0,Norwood,8.66
468,2019,9,1,8,48,30,Norwood,10.19
469,2019,9,1,8,48,60,Norwood,8.77
470,2019,9,1,8,52,0,Norwood,10.02
471,2019,9,1,8,52,30,Norwood,8.88
472,2019,9,1,8,52,60,Norwood,9.26
473,2019,9,1,8,56,0,Norwood,10.99
474,2019,9,1,8,56,30,Norwood,12.91
475,2019,9,1,8,56,60,Norwood,12.17
476,2019,9,1,8,60,0,Norwood,13.11
477,2019,9,1,8,60,30,Norwood,11.64
478,2019,9,1,8,60,60,Norwood,12.86
479,2019,9,1,16,0,0,Norwood,11.2
480,2019,9,1,16,0,30,Norwood,10.15
481,2019,9,1,16,0,60,Norwood,11.1
482,2019,9,1,16,4,0,Norwood,12.48
483,2019,9,1,16,4,30,Norwood,10.91
484,2019,9,1,16,4,60,Norwood,10.46
485,2019,9,1,16,8,0,Norwood,10.3
486,2019,9,1,16,8,30,Norwood,10.37
487,2019,9,1,16,8,60,Norwood,12.2
488,2019,9,1,16,12,0,Norwood,13.35
489,2019,9,1,16,12,30,Norwood,12.44
490,2019,9,1,16,12,60,Norwood,11.0
491,2019,9,1,16,16,0,Norwood,9.04
492,2019,9,1,16,16,30,Norwood,10.53
493,2019,9,1,16,16,60,Norwood,10.28
494,2019,9,1,16,20,0,Norwood,11.5
495,2019,9,1,16,20,30,Norwood,12.99
496,2019,9,1,16,20,60,Norwood,11.77
497,2019,9,1,16,24,0,Norwood,11.57
498,2019,9,1,16,24,30,Norwood,11.17
499,2019,9,1,16,24,60,Norwood,11.64
500,2019,9,1,16,28,0,Norwood,11.46
501,2019,9,1,16,28,30,Norwood,12.7
502,2019,9,1,16,28,60,Norwood,14.62
503,2019,9,1,16,32,0,Norwood,15.44
504,2019,9,1,16,32,30,Norwood,14.66
505,2019,9,1,16,32,60,Norwood,15.28
506,2019,9,1,16,36,0,Norwood,15.88
507,2019,9,1,16,36,30,Norwood,16.200001
508,2019,9,1,16,36,60,Norwood,16.200001
509,2019,9,1,16,40,0,Norwood,15.66
510,2019,9,1,16,40,30,Norwood,14.19
511,2019,9,1,16,40,60,Norwood,13.99
512,2019,9,1,16,44,0,Norwood,13.08
513,2019,9,1,16,44,30,Norwood,11.1
514,2019,9,1,16,44,60,Norwood,12.48
515,2019,9,1,16,48,0,Norwood,12.06
516,2019,9,1,16,48,30,Norwood,11.93
517,2019,9,1,16,48,60,Norwood,11.48
518,2019,9,1,16,52,0,Norwood,10.33
519,2019,9,1,16,52,30,Norwood,10.44
520,2019,9,1,16,52,60,Norwood,8.99
521,2019,9,1,16,56,0,Norwood,8.59
522,2019,9,1,16,56,30,Norwood,10.22
523,2019,9,1,16,56,60,Norwood,11.93
524,2019,9,1,16,60,0,Norwood,13.2
525,2019,9,1,16,60,30,Norwood,12.8
526,2019,9,1,16,60,60,Norwood,11.08
527,2019,9,1,24,0,0,Norwood,11.51
528,2019,9,1,24,0,30,Norwood,11.17
529,2019,9,1,24,0,60,Norwood,11.1
530,2019,9,1,24,4,0,Norwood,9.22
531,2019,9,1,24,4,30,Norwood,10.88
532,2019,9,1,24,4,60,Norwood,12.46
533,2019,9,1,24,8,0,Norwood,11.28
534,2019,9,1,24,8,30,Norwood,12.62
535,2019,9,1,24,8,60,Norwood,13.06
536,2019,9,1,24,12,0,Norwood,14.28
537,2019,9,1,24,12,30,Norwood,14.7
538,2019,9,1,24,12,60,Norwood,16.35
539,2019,9,1,24,16,0,Norwood,15.22
540,2019,9,1,24,16,30,Norwood,15.1
541,2019,9,1,24,16,60,Norwood,14.66
542,2019,9,1,24,20,0,Norwood,13.08
543,2019,9,1,24,20,30,Norwood,12.42
544,2019,9,1,24,20,60,Norwood,10.91
545,2019,9,1,24,24,0,Norwood,12.3
546,2019,9,1,24,24,30,Norwood,11.17
547,2019,9,1,24,24,60,Norwood,10.17
548,2019,9,1,24,28,0,Norwood,10.53
549,2019,9,1,24,28,30,Norwood,12.28
550,2019,9,1,24,28,60,Norwood,11.7
551,2019,9,1,24,32,0,Norwood,12.3
552,2019,9,1,24,32,30,Norwood,13.19
553,2019,9,1,24,32,60,Norwood,14.26
554,2019,9,1,24,36,0,Norwood,14.42
555,2019,9,1,24,36,30,Norwood,12.99
556,2019,9,1,24,36,60,Norwood,12.02
557,2019,9,1,24,40,0,Norwood,10.82
558,2019,9,1,24,40,30,Norwood,11.3
559,2019,9,1,24,40,60,Norwood,13.19
560,2019,9,1,24,44,0,Norwood,13.4
561,2019,9,1,24,44,30,Norwood,13.64
562,2019,9,1,24,44,60,Norwood,14.2
563,2019,9,1,24,48,0,Norwood,14.79
564,2019,9,1,24,48,30,Norwood,13.8
565,2019,9,1,24,48,60,Norwood,15.17
566,2019,9,1,24,52,0,Norwood,14.48
567,2019,9,1,24,52,30,Norwood,15.62
568,2019,9,1,24,52,60,Norwood,14.31
569,2019,9,1,24,56,0,Norwood,15.2
570,2019,9,1,24,56,30,Norwood,14.42
571,2019,9,1,24,56,60,Norwood,13.53
572,2019,9,1,24,60,0,Norwood,14.11
573,2019,9,1,24,60,30,Norwood,15.17
574,2019,9,1,24,60,60,Norwood,15.33
575,2019,9,21,0,0,0,Norwood,13.73
