ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LOCATION,HUMIDITY
54,2019,8,26,22,46,87,Kensington,75.330002
55,2019,8,26,22,92,0,Kensington,76.769997
56,2019,8,26,22,92,29,Kensington,74.970001
57,2019,8,26,22,92,58,Kensington,76.730003
58,2019,8,26,22,92,87,Kensington,78.699997
59,2019,8,26,44,0,0,Kensington,77.730003
60,2019,8,26,44,0,29,Kensington,79.239998
61,2019,8,26,44,0,58,Kensington,79.190002
62,2019,8,26,44,0,87,Kensington,80.949997
63,2019,8,26,44,46,0,Kensington,79.709999
64,2019,8,26,44,46,29,Kensington,81.190002
65,2019,8,26,44,46,58,Kensington,82.699997
66,2019,8,26,44,46,87,Kensington,82.480003
67,2019,8,26,44,92,0,Kensington,83.879997
68,2019,8,26,44,92,29,Kensington,83.220001
69,2019,8,26,44,92,58,Kensington,83.389999
70,2019,8,26,44,92,87,Kensington,85.059998
71,2019,8,36,0,0,0,Kensington,83.190002
72,2019,8,36,0,0,29,Kensington,83.769997
73,2019,8,36,0,0,58,Kensington,85.589996
74,2019,8,36,0,0,87,Kensington,84.589996
75,2019,8,36,0,46,0,Kensington,85.790001
76,2019,8,36,0,46,29,Kensington,85.349998
77,2019,8,36,0,46,58,Kensington,84.220001
78,2019,8,36,0,46,87,Kensington,85.309998
79,2019,8,36,0,92,0,Kensington,85.709999
80,2019,8,36,0,92,29,Kensington,85.510002
81,2019,8,36,0,92,58,Kensington,87.220001
82,2019,8,36,0,92,87,Kensington,85.699997
83,2019,8,36,22,0,0,Kensington,87.349998
84,2019,8,36,22,0,29,Kensington,87.419998
85,2019,8,36,22,0,58,Kensington,86.190002
86,2019,8,36,22,0,87,Kensington,84.220001
87,2019,8,36,22,46,0,Kensington,83.300003
88,2019,8,36,22,46,29,Kensington,82.970001
89,2019,8,36,22,46,58,Kensington,83.129997
90,2019,8,36,22,46,87,Kensington,82.099998
91,2019,8,36,22,92,0,Kensington,80.660004
92,2019,8,36,22,92,29,Kensington,80.129997
93,2019,8,36,22,92,58,Kensington,81.68
94,2019,8,36,22,92,87,Kensington,81.620003
95,2019,8,36,44,0,0,Kensington,81.839996
96,2019,8,36,44,0,29,Kensington,83.82
97,2019,8,36,44,0,58,Kensington,85.699997
98,2019,8,36,44,0,87,Kensington,83.699997
99,2019,8,36,44,46,0,Kensington,84.389999
100,2019,8,36,44,46,29,Kensington,84.529999
101,2019,8,36,44,46,58,Kensington,84.080002
102,2019,8,36,44,46,87,Kensington,85.709999
103,2019,8,36,44,92,0,Kensington,85.440002
104,2019,8,36,44,92,29,Kensington,85.769997
105,2019,8,36,44,92,58,Kensington,85.529999
106,2019,8,36,44,92,87,Kensington,87.349998
107,2019,9,1,0,0,0,Kensington,87.790001
108,2019,9,1,0,0,29,Kensington,89.480003
109,2019,9,1,0,0,58,Kensington,91.150002
110,2019,9,1,0,0,87,Kensington,89.589996
111,2019,9,1,0,46,0,Kensington,91.199997
112,2019,9,1,0,46,29,Kensington,89.589996
113,2019,9,1,0,46,58,Kensington,88.440002
114,2019,9,1,0,46,87,Kensington,86.949997
115,2019,9,1,0,92,0,Kensington,87.709999
116,2019,9,1,0,92,29,Kensington,87.220001
117,2019,9,1,0,92,58,Kensington,88.110001
118,2019,9,1,0,92,87,Kensington,89.589996
119,2019,9,1,22,0,0,Kensington,91.370003
120,2019,9,1,22,0,29,Kensington,91.440002
121,2019,9,1,22,0,58,Kensington,91.75
122,2019,9,1,22,0,87,Kensington,92.440002
123,2019,9,1,22,46,0,Kensington,92.599998
124,2019,9,1,22,46,29,Kensington,91.300003
125,2019,9,1,22,46,58,Kensington,90.709999
126,2019,9,1,22,46,87,Kensington,91.709999
127,2019,9,1,22,92,0,Kensington,91.510002
128,2019,9,1,22,92,29,Kensington,92.190002
129,2019,9,1,22,92,58,Kensington,91.599998
130,2019,9,1,22,92,87,Kensington,90.419998
131,2019,9,1,44,0,0,Kensington,90.260002
132,2019,9,1,44,0,29,Kensington,89.129997
133,2019,9,1,44,0,58,Kensington,87.949997
134,2019,9,1,44,0,87,Kensington,89.080002
135,2019,9,1,44,46,0,Kensington,89.730003
136,2019,9,1,44,46,29,Kensington,91.349998
137,2019,9,1,44,46,58,Kensington,91.440002
138,2019,9,1,44,46,87,Kensington,89.730003
139,2019,9,1,44,92,0,Kensington,90.129997
140,2019,9,1,44,92,29,Kensington,89.839996
141,2019,9,1,44,92,58,Kensington,88.239998
142,2019,9,1,44,92,87,Kensington,89.790001
143,2019,9,11,0,0,0,Kensington,88.699997
144,2019,9,11,0,0,29,Kensington,89.300003
145,2019,9,11,0,0,58,Kensington,87.970001
146,2019,9,11,0,0,87,Kensington,87.529999
147,2019,9,11,0,46,0,Kensington,86.730003
148,2019,9,11,0,46,29,Kensington,86.769997
149,2019,9,11,0,46,58,Kensington,84.860001
150,2019,9,11,0,46,87,Kensington,85.790001
151,2019,9,11,0,92,0,Kensington,87.110001
152,2019,9,11,0,92,29,Kensington,87.330002
153,2019,9,11,0,92,58,Kensington,88.199997
154,2019,9,11,0,92,87,Kensington,87.389999
155,2019,9,11,22,0,0,Kensington,87.040001
156,2019,9,11,22,0,29,Kensington,87.300003
157,2019,9,11,22,0,58,Kensington,87.510002
158,2019,9,11,22,0,87,Kensington,89.300003
159,2019,9,11,22,46,0,Kensington,90.169998
160,2019,9,11,22,46,29,Kensington,89.57
161,2019,9,11,22,46,58,Kensington,91.550003
162,2019,9,11,22,46,87,Kensington,91.57
163,2019,9,11,22,92,0,Kensington,91.75
164,2019,9,11,22,92,29,Kensington,90.419998
165,2019,9,11,22,92,58,Kensington,91.370003
166,2019,9,11,22,92,87,Kensington,93.239998
167,2019,9,11,44,0,0,Kensington,91.82
168,2019,9,11,44,0,29,Kensington,93.400002
169,2019,9,11,44,0,58,Kensington,91.400002
170,2019,9,11,44,0,87,Kensington,91.199997
171,2019,9,11,44,46,0,Kensington,89.660004
172,2019,9,11,44,46,29,Kensington,91.620003
173,2019,9,11,44,46,58,Kensington,92.790001
174,2019,9,11,44,46,87,Kensington,90.839996
175,2019,9,11,44,92,0,Kensington,91.080002
176,2019,9,11,44,92,29,Kensington,90.099998
177,2019,9,11,44,92,58,Kensington,90.480003
178,2019,9,11,44,92,87,Kensington,91.110001
179,2019,9,21,0,0,0,Kensington,89.300003
180,2019,9,21,0,0,29,Kensington,87.879997
181,2019,9,21,0,0,58,Kensington,86.970001
182,2019,9,21,0,0,87,Kensington,86.099998
183,2019,9,21,0,46,0,Kensington,85.440002
184,2019,9,21,0,46,29,Kensington,84.279999
185,2019,9,21,0,46,58,Kensington,84.169998
186,2019,9,21,0,46,87,Kensington,84.0
187,2019,9,21,0,92,0,Kensington,82.910004
188,2019,9,21,0,92,29,Kensington,84.169998
189,2019,9,21,0,92,58,Kensington,83.300003
190,2019,9,21,0,92,87,Kensington,82.699997
191,2019,9,21,22,0,0,Kensington,83.040001
192,2019,9,21,22,0,29,Kensington,84.169998
193,2019,9,21,22,0,58,Kensington,84.769997
194,2019,9,21,22,0,87,Kensington,86.620003
195,2019,9,21,22,46,0,Kensington,84.900002
196,2019,9,21,22,46,29,Kensington,83.059998
197,2019,9,21,22,46,58,Kensington,81.110001
198,2019,9,21,22,46,87,Kensington,81.620003
199,2019,9,21,22,92,0,Kensington,81.5
200,2019,9,21,22,92,29,Kensington,80.839996
201,2019,9,21,22,92,58,Kensington,79.5
202,2019,9,21,22,92,87,Kensington,80.769997
203,2019,9,21,44,0,0,Kensington,79.440002
204,2019,9,21,44,0,29,Kensington,77.860001
205,2019,9,21,44,0,58,Kensington,76.440002
206,2019,9,21,44,0,87,Kensington,74.660004
207,2019,9,21,44,46,0,Kensington,74.330002
208,2019,9,21,44,46,29,Kensington,73.860001
209,2019,9,21,44,46,58,Kensington,72.459999
210,2019,9,21,44,46,87,Kensington,72.260002
211,2019,9,21,44,92,0,Kensington,71.419998
212,2019,9,21,44,92,29,Kensington,72.529999
213,2019,9,21,44,92,58,Kensington,73.279999
214,2019,9,21,44,92,87,Kensington,74.389999
215,2019,9,31,0,0,0,Kensington,73.68
216,2019,9,31,0,0,29,Kensington,72.0
217,2019,9,31,0,0,58,Kensington,73.660004
218,2019,9,31,0,0,87,Kensington,74.879997
219,2019,9,31,0,46,0,Kensington,76.459999
220,2019,9,31,0,46,29,Kensington,75.82
221,2019,9,31,0,46,58,Kensington,77.019997
222,2019,9,31,0,46,87,Kensington,78.099998
223,2019,9,31,0,92,0,Kensington,78.169998
224,2019,9,31,0,92,29,Kensington,78.699997
225,2019,9,31,0,92,58,Kensington,77.480003
226,2019,9,31,0,92,87,Kensington,77.839996
227,2019,9,31,22,0,0,Kensington,78.239998
228,2019,9,31,22,0,29,Kensington,78.599998
229,2019,9,31,22,0,58,Kensington,80.459999
230,2019,9,31,22,0,87,Kensington,79.110001
231,2019,9,31,22,46,0,Kensington,79.860001
232,2019,9,31,22,46,29,Kensington,81.599998
233,2019,9,31,22,46,58,Kensington,81.5
234,2019,9,31,22,46,87,Kensington,82.220001
235,2019,9,31,22,92,0,Kensington,81.790001
236,2019,9,31,22,92,29,Kensington,80.059998
237,2019,9,31,22,92,58,Kensington,78.730003
238,2019,9,31,22,92,87,Kensington,77.620003
239,2019,9,31,44,0,0,Kensington,77.220001
240,2019,9,31,44,0,29,Kensington,75.57
241,2019,9,31,44,0,58,Kensington,75.510002
242,2019,9,31,44,0,87,Kensington,74.150002
243,2019,9,31,44,46,0,Kensington,74.510002
244,2019,9,31,44,46,29,Kensington,75.019997
245,2019,9,31,44,46,58,Kensington,73.279999
246,2019,9,31,44,46,87,Kensington,72.059998
247,2019,9,31,44,92,0,Kensington,73.199997
248,2019,9,31,44,92,29,Kensington,75.019997
249,2019,9,31,44,92,58,Kensington,74.68
250,2019,9,31,44,92,87,Kensington,73.879997
251,2019,10,1,0,0,0,Kensington,72.769997
252,2019,10,1,0,0,29,Kensington,74.589996
253,2019,10,1,0,0,58,Kensington,72.800003
254,2019,10,1,0,0,87,Kensington,71.790001
255,2019,10,1,0,46,0,Kensington,73.239998
256,2019,10,1,0,46,29,Kensington,74.019997
257,2019,10,1,0,46,58,Kensington,75.019997
258,2019,10,1,0,46,87,Kensington,75.699997
259,2019,10,1,0,92,0,Kensington,76.150002
260,2019,10,1,0,92,29,Kensington,75.989998
261,2019,10,1,0,92,58,Kensington,77.0
262,2019,10,1,0,92,87,Kensington,77.040001
263,2019,10,1,22,0,0,Kensington,76.790001
264,2019,10,1,22,0,29,Kensington,75.699997
265,2019,10,1,22,0,58,Kensington,74.699997
266,2019,10,1,22,0,87,Kensington,76.480003
267,2019,10,1,22,46,0,Kensington,75.800003
268,2019,10,1,22,46,29,Kensington,75.599998
269,2019,10,1,22,46,58,Kensington,73.989998
270,2019,10,1,22,46,87,Kensington,73.330002
271,2019,10,1,22,92,0,Kensington,73.75
272,2019,10,1,22,92,29,Kensington,72.199997
273,2019,10,1,22,92,58,Kensington,70.459999
274,2019,10,1,22,92,87,Kensington,70.730003
275,2019,10,1,44,0,0,Kensington,70.57
276,2019,10,1,44,0,29,Kensington,70.400002
277,2019,10,1,44,0,58,Kensington,69.349998
278,2019,10,1,44,0,87,Kensington,70.459999
279,2019,10,1,44,46,0,Kensington,71.599998
280,2019,10,1,44,46,29,Kensington,70.040001
281,2019,10,1,44,46,58,Kensington,71.599998
282,2019,10,1,44,46,87,Kensington,72.150002
283,2019,10,1,44,92,0,Kensington,71.989998
284,2019,10,1,44,92,29,Kensington,70.900002
285,2019,10,1,44,92,58,Kensington,70.480003
286,2019,10,1,44,92,87,Kensington,71.5
287,2019,10,11,0,0,0,Kensington,72.059998
288,2019,10,11,0,0,29,Kensington,71.510002
289,2019,10,11,0,0,58,Kensington,70.440002
290,2019,10,11,0,0,87,Kensington,70.529999
291,2019,10,11,0,46,0,Kensington,70.150002
292,2019,10,11,0,46,29,Kensington,70.879997
293,2019,10,11,0,46,58,Kensington,70.110001
294,2019,10,11,0,46,87,Kensington,68.480003
295,2019,10,11,0,92,0,Kensington,67.769997
296,2019,10,11,0,92,29,Kensington,68.199997
297,2019,10,11,0,92,58,Kensington,67.019997
298,2019,10,11,0,92,87,Kensington,66.790001
299,2019,10,11,22,0,0,Kensington,65.260002
300,2019,10,11,22,0,29,Kensington,66.330002
301,2019,10,11,22,0,58,Kensington,64.660004
302,2019,10,11,22,0,87,Kensington,65.57
303,2019,10,11,22,46,0,Kensington,64.099998
304,2019,10,11,22,46,29,Kensington,62.5
305,2019,10,11,22,46,58,Kensington,60.700001
306,2019,10,11,22,46,87,Kensington,60.240002
307,2019,10,11,22,92,0,Kensington,61.57
308,2019,10,11,22,92,29,Kensington,62.110001
309,2019,10,11,22,92,58,Kensington,63.299999
310,2019,10,11,22,92,87,Kensington,63.73
311,2019,10,11,44,0,0,Kensington,62.02
312,2019,10,11,44,0,29,Kensington,61.57
313,2019,10,11,44,0,58,Kensington,61.02
314,2019,10,11,44,0,87,Kensington,60.099998
315,2019,10,11,44,46,0,Kensington,61.0
316,2019,10,11,44,46,29,Kensington,62.57
317,2019,10,11,44,46,58,Kensington,63.66
318,2019,10,11,44,46,87,Kensington,61.950001
319,2019,10,11,44,92,0,Kensington,60.880001
320,2019,10,11,44,92,29,Kensington,62.48
321,2019,10,11,44,92,58,Kensington,63.639999
322,2019,10,11,44,92,87,Kensington,64.239998
323,2019,10,21,0,0,0,Kensington,65.349998
324,2019,10,21,0,0,29,Kensington,67.260002
325,2019,10,21,0,0,58,Kensington,68.989998
326,2019,10,21,0,0,87,Kensington,69.019997
327,2019,10,21,0,46,0,Kensington,69.93
328,2019,10,21,0,46,29,Kensington,68.220001
329,2019,10,21,0,46,58,Kensington,68.080002
330,2019,10,21,0,46,87,Kensington,66.510002
331,2019,10,21,0,92,0,Kensington,67.5
332,2019,10,21,0,92,29,Kensington,66.279999
333,2019,10,21,0,92,58,Kensington,68.279999
334,2019,10,21,0,92,87,Kensington,67.910004
335,2019,10,21,22,0,0,Kensington,66.800003
336,2019,10,21,22,0,29,Kensington,65.349998
337,2019,10,21,22,0,58,Kensington,66.349998
338,2019,10,21,22,0,87,Kensington,64.459999
339,2019,10,21,22,46,0,Kensington,64.660004
340,2019,10,21,22,46,29,Kensington,65.129997
341,2019,10,21,22,46,58,Kensington,66.839996
342,2019,10,21,22,46,87,Kensington,65.190002
343,2019,10,21,22,92,0,Kensington,63.599998
344,2019,10,21,22,92,29,Kensington,64.040001
345,2019,10,21,22,92,58,Kensington,64.660004
346,2019,10,21,22,92,87,Kensington,65.68
347,2019,10,21,44,0,0,Kensington,67.099998
348,2019,10,21,44,0,29,Kensington,68.879997
349,2019,10,21,44,0,58,Kensington,67.620003
350,2019,10,21,44,0,87,Kensington,69.480003
351,2019,10,21,44,46,0,Kensington,68.099998
352,2019,10,21,44,46,29,Kensington,69.589996
353,2019,10,21,44,46,58,Kensington,68.080002
354,2019,10,21,44,46,87,Kensington,69.550003
355,2019,10,21,44,92,0,Kensington,70.300003
356,2019,10,21,44,92,29,Kensington,68.5
357,2019,10,21,44,92,58,Kensington,67.220001
358,2019,10,21,44,92,87,Kensington,68.019997
359,2019,10,31,0,0,0,Kensington,67.550003
360,2019,10,31,0,0,29,Kensington,66.330002
361,2019,10,31,0,0,58,Kensington,68.099998
362,2019,10,31,0,0,87,Kensington,67.169998
363,2019,10,31,0,46,0,Kensington,67.550003
364,2019,10,31,0,46,29,Kensington,69.0
365,2019,10,31,0,46,58,Kensington,69.199997
366,2019,10,31,0,46,87,Kensington,68.019997
367,2019,10,31,0,92,0,Kensington,68.68
368,2019,10,31,0,92,29,Kensington,67.660004
369,2019,10,31,0,92,58,Kensington,69.260002
370,2019,10,31,0,92,87,Kensington,67.279999
371,2019,10,31,22,0,0,Kensington,66.400002
372,2019,10,31,22,0,29,Kensington,68.099998
373,2019,10,31,22,0,58,Kensington,68.040001
374,2019,10,31,22,0,87,Kensington,68.019997
375,2019,10,31,22,46,0,Kensington,69.879997
376,2019,10,31,22,46,29,Kensington,69.93
377,2019,10,31,22,46,58,Kensington,70.169998
378,2019,10,31,22,46,87,Kensington,69.400002
379,2019,10,31,22,92,0,Kensington,68.260002
380,2019,10,31,22,92,29,Kensington,67.989998
381,2019,10,31,22,92,58,Kensington,68.370003
382,2019,10,31,22,92,87,Kensington,68.5
383,2019,10,31,44,0,0,Kensington,69.800003
384,2019,10,31,44,0,29,Kensington,71.57
385,2019,10,31,44,0,58,Kensington,71.82
386,2019,10,31,44,0,87,Kensington,70.57
387,2019,10,31,44,46,0,Kensington,69.989998
388,2019,10,31,44,46,29,Kensington,71.510002
389,2019,10,31,44,46,58,Kensington,71.949997
390,2019,10,31,44,46,87,Kensington,71.190002
391,2019,10,31,44,92,0,Kensington,72.589996
392,2019,10,31,44,92,29,Kensington,74.459999
393,2019,10,31,44,92,58,Kensington,74.620003
394,2019,10,31,44,92,87,Kensington,73.279999
395,2019,11,1,0,0,0,Kensington,72.879997
396,2019,11,1,0,0,29,Kensington,73.599998
397,2019,11,1,0,0,58,Kensington,74.910004
398,2019,11,1,0,0,87,Kensington,74.059998
399,2019,11,1,0,46,0,Kensington,73.419998
400,2019,11,1,0,46,29,Kensington,74.510002
401,2019,11,1,0,46,58,Kensington,72.970001
402,2019,11,1,0,46,87,Kensington,73.260002
403,2019,11,1,0,92,0,Kensington,74.279999
404,2019,11,1,0,92,29,Kensington,74.970001
405,2019,11,1,0,92,58,Kensington,75.400002
406,2019,11,1,0,92,87,Kensington,75.220001
407,2019,11,1,22,0,0,Kensington,74.949997
408,2019,11,1,22,0,29,Kensington,75.970001
409,2019,11,1,22,0,58,Kensington,74.82
410,2019,11,1,22,0,87,Kensington,76.769997
411,2019,11,1,22,46,0,Kensington,75.510002
412,2019,11,1,22,46,29,Kensington,73.730003
413,2019,11,1,22,46,58,Kensington,72.879997
414,2019,11,1,22,46,87,Kensington,71.510002
415,2019,11,1,22,92,0,Kensington,71.800003
416,2019,11,1,22,92,29,Kensington,72.349998
417,2019,11,1,22,92,58,Kensington,73.190002
418,2019,11,1,22,92,87,Kensington,72.660004
419,2019,11,1,44,0,0,Kensington,72.190002
420,2019,11,1,44,0,29,Kensington,71.589996
421,2019,11,1,44,0,58,Kensington,70.459999
422,2019,11,1,44,0,87,Kensington,71.699997
423,2019,11,1,44,46,0,Kensington,72.660004
424,2019,11,1,44,46,29,Kensington,72.529999
425,2019,11,1,44,46,58,Kensington,71.529999
426,2019,11,1,44,46,87,Kensington,71.019997
427,2019,11,1,44,92,0,Kensington,69.239998
428,2019,11,1,44,92,29,Kensington,70.620003
429,2019,11,1,44,92,58,Kensington,70.199997
430,2019,11,1,44,92,87,Kensington,72.129997
431,2019,11,11,0,0,0,Kensington,70.989998
432,2019,11,11,0,0,29,Kensington,72.5
433,2019,11,11,0,0,58,Kensington,72.75
434,2019,11,11,0,0,87,Kensington,74.279999
435,2019,11,11,0,46,0,Kensington,73.150002
436,2019,11,11,0,46,29,Kensington,75.059998
437,2019,11,11,0,46,58,Kensington,75.730003
438,2019,11,11,0,46,87,Kensington,75.730003
439,2019,11,11,0,92,0,Kensington,77.099998
440,2019,11,11,0,92,29,Kensington,75.480003
441,2019,11,11,0,92,58,Kensington,74.589996
442,2019,11,11,0,92,87,Kensington,73.059998
443,2019,11,11,22,0,0,Kensington,74.879997
444,2019,11,11,22,0,29,Kensington,75.709999
445,2019,11,11,22,0,58,Kensington,74.040001
446,2019,11,11,22,0,87,Kensington,72.839996
447,2019,11,11,22,46,0,Kensington,71.769997
448,2019,11,11,22,46,29,Kensington,72.349998
449,2019,11,11,22,46,58,Kensington,71.599998
450,2019,11,11,22,46,87,Kensington,71.059998
451,2019,11,11,22,92,0,Kensington,71.970001
452,2019,11,11,22,92,29,Kensington,73.059998
453,2019,11,11,22,92,58,Kensington,71.599998
454,2019,11,11,22,92,87,Kensington,70.300003
455,2019,11,11,44,0,0,Kensington,69.949997
456,2019,11,11,44,0,29,Kensington,70.769997
457,2019,11,11,44,0,58,Kensington,72.699997
458,2019,11,11,44,0,87,Kensington,74.169998
459,2019,11,11,44,46,0,Kensington,72.260002
460,2019,11,11,44,46,29,Kensington,72.879997
461,2019,11,11,44,46,58,Kensington,74.480003
462,2019,11,11,44,46,87,Kensington,74.440002
463,2019,11,11,44,92,0,Kensington,72.480003
464,2019,11,11,44,92,29,Kensington,73.040001
465,2019,11,11,44,92,58,Kensington,73.529999
466,2019,11,11,44,92,87,Kensington,71.790001
467,2019,11,21,0,0,0,Kensington,70.660004
468,2019,11,21,0,0,29,Kensington,70.989998
469,2019,11,21,0,0,58,Kensington,72.93
470,2019,11,21,0,0,87,Kensington,73.300003
471,2019,11,21,0,46,0,Kensington,72.75
472,2019,11,21,0,46,29,Kensington,71.879997
473,2019,11,21,0,46,58,Kensington,72.150002
474,2019,11,21,0,46,87,Kensington,70.620003
475,2019,11,21,0,92,0,Kensington,71.389999
476,2019,11,21,0,92,29,Kensington,72.529999
477,2019,11,21,0,92,58,Kensington,73.040001
478,2019,11,21,0,92,87,Kensington,73.82
479,2019,11,21,22,0,0,Kensington,75.800003
480,2019,11,21,22,0,29,Kensington,76.370003
481,2019,11,21,22,0,58,Kensington,77.480003
482,2019,11,21,22,0,87,Kensington,76.620003
483,2019,11,21,22,46,0,Kensington,75.169998
484,2019,11,21,22,46,29,Kensington,76.279999
485,2019,11,21,22,46,58,Kensington,75.510002
486,2019,11,21,22,46,87,Kensington,75.550003
487,2019,11,21,22,92,0,Kensington,74.440002
488,2019,11,21,22,92,29,Kensington,74.260002
489,2019,11,21,22,92,58,Kensington,72.440002
490,2019,11,21,22,92,87,Kensington,71.620003
491,2019,11,21,44,0,0,Kensington,70.099998
492,2019,11,21,44,0,29,Kensington,71.93
493,2019,11,21,44,0,58,Kensington,70.480003
494,2019,11,21,44,0,87,Kensington,71.099998
495,2019,11,21,44,46,0,Kensington,70.599998
496,2019,11,21,44,46,29,Kensington,71.309998
497,2019,11,21,44,46,58,Kensington,69.5
498,2019,11,21,44,46,87,Kensington,69.699997
499,2019,11,21,44,92,0,Kensington,70.459999
500,2019,11,21,44,92,29,Kensington,70.599998
501,2019,11,21,44,92,58,Kensington,71.040001
502,2019,11,21,44,92,87,Kensington,69.370003
503,2019,11,31,0,0,0,Kensington,69.68
504,2019,11,31,0,0,29,Kensington,68.620003
505,2019,11,31,0,0,58,Kensington,69.5
506,2019,11,31,0,0,87,Kensington,71.400002
507,2019,11,31,0,46,0,Kensington,72.019997
508,2019,11,31,0,46,29,Kensington,70.370003
509,2019,11,31,0,46,58,Kensington,70.349998
510,2019,11,31,0,46,87,Kensington,68.599998
511,2019,11,31,0,92,0,Kensington,69.129997
512,2019,11,31,0,92,29,Kensington,69.440002
513,2019,11,31,0,92,58,Kensington,70.589996
514,2019,11,31,0,92,87,Kensington,68.660004
515,2019,11,31,22,0,0,Kensington,70.309998
516,2019,11,31,22,0,29,Kensington,71.260002
517,2019,11,31,22,0,58,Kensington,69.790001
518,2019,11,31,22,0,87,Kensington,70.019997
519,2019,11,31,22,46,0,Kensington,68.370003
520,2019,11,31,22,46,29,Kensington,69.910004
521,2019,11,31,22,46,58,Kensington,69.910004
522,2019,11,31,22,46,87,Kensington,68.550003
523,2019,11,31,22,92,0,Kensington,69.589996
524,2019,11,31,22,92,29,Kensington,70.900002
525,2019,11,31,22,92,58,Kensington,72.190002
526,2019,11,31,22,92,87,Kensington,73.239998
527,2019,11,31,44,0,0,Kensington,71.620003
528,2019,11,31,44,0,29,Kensington,70.709999
529,2019,11,31,44,0,58,Kensington,69.620003
530,2019,11,31,44,0,87,Kensington,69.529999
531,2019,11,31,44,46,0,Kensington,68.370003
532,2019,11,31,44,46,29,Kensington,69.059998
533,2019,11,31,44,46,58,Kensington,68.589996
534,2019,11,31,44,46,87,Kensington,67.110001
535,2019,11,31,44,92,0,Kensington,67.5
536,2019,11,31,44,92,29,Kensington,65.949997
537,2019,11,31,44,92,58,Kensington,67.529999
538,2019,11,31,44,92,87,Kensington,65.699997
539,2019,12,1,0,0,0,Kensington,65.57
540,2019,12,1,0,0,29,Kensington,64.839996
541,2019,12,1,0,0,58,Kensington,65.330002
542,2019,12,1,0,0,87,Kensington,67.019997
543,2019,12,1,0,46,0,Kensington,68.709999
544,2019,12,1,0,46,29,Kensington,67.169998
545,2019,12,1,0,46,58,Kensington,65.260002
546,2019,12,1,0,46,87,Kensington,65.129997
547,2019,12,1,0,92,0,Kensington,66.699997
548,2019,12,1,0,92,29,Kensington,67.589996
549,2019,12,1,0,92,58,Kensington,66.800003
550,2019,12,1,0,92,87,Kensington,66.93
551,2019,12,1,22,0,0,Kensington,66.550003
552,2019,12,1,22,0,29,Kensington,65.040001
553,2019,12,1,22,0,58,Kensington,63.59
554,2019,12,1,22,0,87,Kensington,64.879997
555,2019,12,1,22,46,0,Kensington,63.93
556,2019,12,1,22,46,29,Kensington,64.080002
557,2019,12,1,22,46,58,Kensington,62.220001
